,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-19,@,MIL,L,104,127,102.1,124.7,101.8,.274,.381,.552,44.9,51.4,2.9,15.0,,.542,11.3,10.9,.155,,.538,5.8,75.0,.133
2,2,2021-10-22,@,PHI,W,114,109,118.0,112.8,96.6,.273,.432,.578,57.3,63.4,6.2,10.9,,.534,10.9,26.8,.227,,.549,7.7,87.8,.099
3,3,2021-10-24,,CHO,L,95,111,94.9,110.9,100.1,.138,.402,.515,47.8,47.4,10.0,12.5,,.489,15.6,19.1,.115,,.511,10.5,77.8,.160
4,4,2021-10-25,,WAS,W,104,90,101.4,87.8,102.5,.181,.372,.512,50.5,57.5,5.9,7.1,,.479,8.1,14.0,.149,,.395,10.4,82.5,.158
5,5,2021-10-27,,MIA,L,93,106,92.0,104.8,101.1,.165,.506,.510,40.4,63.6,6.9,10.4,,.471,14.1,8.2,.153,,.438,11.5,69.1,.229
6,6,2021-10-29,,IND,W,105,98,103.1,96.2,101.8,.539,.342,.558,52.1,58.8,8.8,9.4,,.487,16.1,22.2,.408,,.441,12.0,78.4,.172
7,7,2021-10-31,,DET,W,117,91,123.0,95.6,95.2,.222,.347,.740,58.6,63.8,7.4,4.3,,.743,19.4,8.3,.139,,.481,14.5,84.8,.190
8,8,2021-11-03,,ATL,W,117,108,117.5,108.5,99.6,.136,.545,.627,44.7,79.1,7.0,13.6,,.614,13.0,14.9,.102,,.505,12.2,74.5,.138
9,9,2021-11-05,@,DET,W,96,90,98.1,91.9,97.9,.175,.338,.557,50.6,69.4,3.1,7.5,,.519,15.7,9.8,.163,,.443,12.0,85.4,.149
10,10,2021-11-07,@,TOR,W,116,103,126.5,112.3,91.7,.250,.475,.653,57.8,70.7,3.3,0.0,,.619,14.5,30.8,.213,,.511,7.8,81.8,.161
11,11,2021-11-08,@,CHI,L,95,118,95.4,118.5,99.6,.221,.384,.503,42.9,55.9,6.0,10.4,,.459,12.9,12.8,.186,,.515,7.8,70.6,.173
12,12,2021-11-10,@,ORL,W,123,90,117.7,86.1,104.5,.187,.407,.624,50.0,63.0,7.7,8.5,,.593,13.2,17.8,.165,,.402,14.2,77.4,.174
13,13,2021-11-12,@,NOP,W,120,112,125.5,117.1,95.7,.329,.415,.639,44.2,65.9,9.4,7.1,,.610,11.3,18.4,.244,,.563,13.6,69.2,.148
14,14,2021-11-14,@,OKC,W,120,96,125.0,100.0,96.0,.256,.524,.658,50.0,75.6,8.3,6.7,,.610,12.5,17.1,.244,,.478,12.9,78.7,.111
15,15,2021-11-16,,GSW,L,99,117,98.2,116.1,100.8,.307,.409,.496,41.8,61.8,11.9,5.1,,.443,9.9,17.0,.239,,.601,18.7,76.3,.278
16,16,2021-11-17,,CLE,W,109,99,113.3,102.9,96.2,.301,.386,.580,48.5,76.3,7.3,6.7,,.530,10.5,17.4,.253,,.455,11.7,76.5,.202
17,17,2021-11-19,,ORL,W,115,113,118.6,116.5,97.0,.275,.363,.564,48.9,46.3,6.2,25.5,,.505,9.7,29.2,.253,,.528,11.5,72.5,.213
