,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-21,,MIL,W,137,95,128.9,89.4,106.3,.323,.365,.625,60.4,54.9,7.5,4.8,,.609,9.1,25.0,.208,,.452,13.4,90.4,.226
2,2,2021-10-23,@,IND,L,91,102,85.3,95.7,96.6,.154,.363,.468,50.0,51.4,3.8,3.4,,.434,18.5,19.6,.132,,.443,13.1,76.3,.165
3,3,2021-10-25,,ORL,W,107,90,112.2,94.4,95.4,.218,.310,.561,51.9,68.3,10.5,5.4,,.506,9.5,21.4,.218,,.481,15.2,84.6,.148
4,4,2021-10-27,@,BRK,W,106,93,104.8,92.0,101.1,.271,.302,.493,59.6,55.3,5.9,4.8,,.438,11.5,30.9,.229,,.471,14.1,91.8,.153
5,5,2021-10-29,,CHO,W,114,99,117.5,102.0,97.0,.209,.385,.574,61.9,53.5,6.2,5.7,,.522,14.6,38.1,.209,,.461,9.9,80.0,.178
6,6,2021-10-30,@,MEM,W,129,103,129.0,103.0,100.0,.216,.420,.669,61.0,67.4,12.0,5.3,,.642,15.7,31.4,.182,,.477,12.6,83.0,.216
7,7,2021-11-02,@,DAL,W,125,110,135.3,119.1,92.4,.361,.301,.650,52.3,58.1,6.5,11.9,,.596,5.9,23.1,.313,,.524,8.4,76.6,.262
8,8,2021-11-04,,BOS,L,78,95,86.5,105.3,90.2,.235,.506,.436,49.5,64.3,8.9,0.0,,.401,16.8,27.1,.160,,.500,15.6,74.4,.218
9,9,2021-11-06,,UTA,W,118,115,131.4,128.1,89.8,.218,.269,.690,53.7,63.8,3.3,2.6,,.673,14.1,22.6,.167,,.608,6.2,80.6,.169
10,10,2021-11-08,@,DEN,L,96,113,101.6,119.6,94.5,.321,.462,.539,43.0,71.0,3.2,6.0,,.481,12.7,14.0,.269,,.527,8.1,72.1,.187
11,11,2021-11-10,@,LAL,L,117,120,105.5,108.2,100.5,.365,.385,.525,48.5,65.0,12.6,3.7,,.469,11.2,21.2,.281,,.598,18.2,80.0,.109
12,12,2021-11-11,@,LAC,L,109,112,110.7,113.7,98.5,.175,.423,.522,54.3,41.9,9.1,7.4,,.490,12.6,35.3,.144,,.533,10.9,78.0,.165
13,13,2021-11-13,@,UTA,W,111,105,115.4,109.1,96.2,.188,.388,.603,55.8,54.8,6.2,9.4,,.571,17.1,33.3,.165,,.512,14.3,74.5,.212
14,14,2021-11-15,@,OKC,W,103,90,107.5,94.0,95.8,.159,.488,.587,51.7,59.5,11.5,11.9,,.561,16.2,19.5,.134,,.500,18.6,80.4,.084
15,15,2021-11-17,,NOP,W,113,98,124.3,107.8,90.9,.195,.460,.598,50.6,69.0,6.6,5.0,,.569,9.6,26.3,.161,,.507,15.5,74.4,.293
16,16,2021-11-18,,WAS,W,112,97,122.8,106.4,91.2,.293,.317,.605,52.6,65.9,11.0,2.4,,.561,6.1,17.9,.244,,.591,17.3,87.2,.078
17,17,2021-11-20,@,WAS,L,100,103,111.0,114.3,90.1,.247,.333,.557,51.4,55.3,7.8,6.8,,.512,11.8,27.8,.210,,.561,18.4,75.0,.270
18,18,2021-11-23,@,DET,W,100,92,109.0,100.3,91.8,.382,.382,.563,59.3,62.9,9.8,6.5,,.520,15.3,31.6,.276,,.476,13.4,81.3,.143
19,19,2021-11-24,@,MIN,L,101,113,99.8,111.7,101.2,.392,.568,.582,43.5,75.8,5.9,5.3,,.547,19.5,9.8,.270,,.505,13.5,70.6,.204
20,20,2021-11-27,@,CHI,W,107,104,110.6,107.5,96.8,.256,.465,.559,43.4,62.2,13.4,2.4,,.512,9.5,19.6,.221,,.537,19.6,73.0,.210
21,21,2021-11-29,,DEN,L,111,120,122.3,132.2,90.8,.165,.484,.569,52.7,74.4,2.2,2.6,,.555,8.4,28.6,.110,,.703,13.5,84.4,.216
22,22,2021-12-01,,CLE,L,85,111,94.4,123.3,90.0,.153,.435,.468,37.8,65.6,8.9,10.8,,.447,10.8,18.4,.106,,.662,20.4,76.0,.309
23,23,2021-12-03,@,IND,W,113,104,125.5,115.5,90.1,.160,.420,.652,49.4,55.8,5.6,13.6,,.630,13.0,25.0,.136,,.494,11.3,70.7,.313
24,24,2021-12-04,@,MIL,L,102,124,104.6,127.2,97.5,.286,.512,.539,40.6,85.3,6.2,10.4,,.506,12.9,19.1,.202,,.541,11.6,61.2,.184
25,25,2021-12-06,,MEM,L,90,105,92.4,107.8,97.4,.224,.289,.539,43.4,74.3,11.3,10.7,,.500,21.6,18.4,.184,,.500,16.2,64.4,.180
26,26,2021-12-08,,MIL,W,113,104,115.5,106.3,97.9,.156,.610,.687,50.6,80.0,6.1,13.0,,.662,19.6,17.1,.143,,.494,15.7,75.0,.235
27,27,2021-12-11,,CHI,W,118,92,127.2,99.2,92.7,.097,.462,.608,59.5,80.4,8.6,14.0,,.597,7.6,30.8,.075,,.476,13.2,84.4,.157
28,28,2021-12-13,@,CLE,L,94,105,104.6,116.8,89.9,.106,.471,.528,48.1,68.4,4.4,8.9,,.524,13.6,24.4,.059,,.543,11.9,77.8,.210
29,29,2021-12-15,@,PHI,W,101,96,110.7,105.3,91.2,.218,.564,.591,55.7,71.4,5.5,7.1,,.564,15.8,22.5,.167,,.519,11.3,89.7,.177
30,30,2021-12-17,@,ORL,W,115,105,125.8,114.9,91.4,.232,.427,.636,56.1,61.0,5.5,8.8,,.616,14.2,34.1,.171,,.545,10.5,78.0,.090
31,31,2021-12-19,@,DET,L,90,100,97.2,108.0,92.6,.446,.581,.508,45.3,82.1,4.3,7.0,,.466,12.8,16.3,.284,,.520,12.8,83.8,.293
32,32,2021-12-21,,IND,W,125,96,132.0,101.4,94.7,.116,.516,.626,55.8,63.8,5.3,8.9,,.611,9.9,32.6,.095,,.420,10.0,77.6,.264
33,33,2021-12-23,,DET,W,115,112,114.3,111.3,100.7,.216,.364,.597,50.0,53.5,4.0,0.0,,.557,11.9,14.0,.193,,.563,15.0,86.0,.275
