 
,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,ORL,W,113,109,40,94,.426,14,38,.368,19,24,.792,12,41,31,11,4,12,21,,42,86,.488,11,30,.367,14,19,.737,10,48,21,5,5,18,24
2,2,2022-10-21,@,NYK,L,106,130,39,90,.433,9,36,.250,19,32,.594,13,49,26,6,2,15,21,,50,95,.526,16,38,.421,14,22,.636,11,50,29,4,6,12,26
3,3,2022-10-22,@,IND,L,115,124,37,95,.389,18,42,.429,23,30,.767,17,53,26,5,3,13,20,,45,103,.437,16,42,.381,18,24,.750,20,59,28,7,15,11,21
4,4,2022-10-25,@,WAS,L,99,120,36,88,.409,8,28,.286,19,25,.760,11,41,12,6,1,13,26,,44,85,.518,10,33,.303,22,26,.846,9,47,26,7,7,11,21
5,5,2022-10-26,,ATL,L,113,118,42,91,.462,14,32,.438,15,22,.682,10,40,23,4,6,13,25,,45,91,.495,8,22,.364,20,25,.800,10,46,22,6,12,12,20
6,6,2022-10-28,,ATL,L,112,136,37,86,.430,7,32,.219,31,38,.816,14,42,18,2,4,10,22,,55,97,.567,12,29,.414,14,18,.778,10,45,31,5,8,6,26
7,7,2022-10-30,,GSW,W,128,114,40,83,.482,14,33,.424,34,38,.895,12,47,24,4,3,15,25,,39,92,.424,12,39,.308,24,25,.960,13,42,23,8,4,14,24
8,8,2022-10-31,@,MIL,L,108,110,41,92,.446,8,29,.276,18,21,.857,13,43,19,9,3,12,24,,38,87,.437,11,40,.275,23,29,.793,14,50,20,5,5,16,21
9,9,2022-11-02,@,MIL,L,91,116,33,79,.418,11,31,.355,14,15,.933,2,35,18,7,3,21,22,,43,92,.467,10,38,.263,20,24,.833,15,52,24,17,5,16,16
10,10,2022-11-04,,CLE,L,88,112,31,83,.373,13,37,.351,13,15,.867,9,34,16,10,6,18,22,,44,81,.543,11,26,.423,13,16,.813,10,47,30,5,13,18,15
11,11,2022-11-07,,OKC,W,112,103,39,93,.419,9,33,.273,25,33,.758,16,58,20,6,9,14,19,,41,102,.402,10,33,.303,11,17,.647,16,46,23,9,11,10,26
12,12,2022-11-09,@,BOS,L,112,128,37,89,.416,7,33,.212,31,40,.775,15,48,15,7,3,10,19,,47,88,.534,18,46,.391,16,21,.762,8,43,31,5,4,12,25
13,13,2022-11-11,@,NYK,L,112,121,37,80,.463,7,31,.226,31,41,.756,12,43,22,6,6,15,23,,42,94,.447,10,40,.250,27,29,.931,16,47,23,7,3,11,31
14,14,2022-11-12,,BOS,L,108,117,37,89,.416,16,38,.421,18,21,.857,11,50,23,4,3,14,23,,39,91,.429,18,48,.375,21,24,.875,9,42,27,6,4,7,17
15,15,2022-11-14,,TOR,L,111,115,35,77,.455,10,31,.323,31,43,.721,11,39,23,8,2,19,23,,40,82,.488,8,27,.296,27,28,.964,12,42,27,7,8,17,27
16,16,2022-11-17,@,LAC,L,91,96,33,88,.375,6,31,.194,19,24,.792,10,43,15,9,7,12,26,,33,81,.407,11,30,.367,19,24,.792,10,51,17,1,1,18,21
17,17,2022-11-18,@,LAL,L,121,128,43,92,.467,11,34,.324,24,32,.750,10,37,27,9,4,11,30,,43,78,.551,7,20,.350,35,40,.875,7,44,29,2,7,16,24
18,18,2022-11-20,@,SAC,L,129,137,47,89,.528,15,29,.517,20,23,.870,10,35,20,4,3,12,24,,47,85,.553,12,35,.343,31,35,.886,8,41,29,4,0,11,18
19,19,2022-11-22,@,DEN,W,110,108,45,88,.511,8,28,.286,12,14,.857,12,40,27,7,5,16,24,,43,86,.500,5,19,.263,17,26,.654,15,42,28,7,8,17,21
20,20,2022-11-23,@,UTA,W,125,116,44,89,.494,12,24,.500,25,27,.926,8,38,24,9,2,7,20,,41,83,.494,18,41,.439,16,19,.842,7,38,31,4,7,15,21
21,21,2022-11-25,@,PHO,L,102,108,39,92,.424,9,26,.346,15,16,.938,19,49,21,6,3,18,22,,42,87,.483,7,29,.241,17,26,.654,11,43,25,7,7,13,18
