,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
41,41,2023-01-09,,NOP,L,112,132,42,82,.512,14,34,.412,14,18,.778,7,37,26,5,1,20,25,,49,93,.527,10,26,.385,24,31,.774,12,44,24,9,5,9,21
42,42,2023-01-11,,CHI,W,100,97,38,82,.463,7,23,.304,17,21,.810,12,52,21,5,3,17,18,,41,88,.466,9,29,.310,6,9,.667,8,39,16,7,6,12,19
43,43,2023-01-13,,NYK,L,108,112,36,93,.387,13,42,.310,23,26,.885,12,50,18,3,4,7,23,,41,92,.446,8,29,.276,22,31,.710,14,54,15,3,6,7,23
44,44,2023-01-16,,GSW,L,118,127,42,86,.488,14,35,.400,20,23,.870,6,36,31,7,2,14,21,,45,91,.495,18,44,.409,19,21,.905,9,43,28,8,1,12,23
45,45,2023-01-18,@,NYK,W,116,105,42,95,.442,16,42,.381,16,19,.842,18,52,28,5,9,13,23,,40,96,.417,7,26,.269,18,27,.667,20,49,14,9,4,9,20
46,46,2023-01-21,,ORL,W,138,118,51,95,.537,18,34,.529,18,25,.720,9,46,34,6,5,8,18,,42,90,.467,14,34,.412,20,24,.833,9,41,24,3,10,10,19
47,47,2023-01-24,@,DAL,W,127,126,42,83,.506,11,30,.367,32,41,.780,6,41,28,7,3,10,22,,47,89,.528,10,30,.333,22,26,.846,8,38,24,6,2,9,25
48,48,2023-01-25,@,HOU,W,108,103,39,98,.398,12,38,.316,18,23,.783,15,48,27,13,7,7,16,,42,97,.433,5,28,.179,14,20,.700,17,57,29,5,10,14,15
49,49,2023-01-28,@,NOP,W,113,103,40,88,.455,11,36,.306,22,29,.759,13,53,18,5,8,16,17,,39,92,.424,8,29,.276,17,19,.895,8,42,21,9,8,10,26
50,50,2023-01-30,@,SAS,W,127,106,48,86,.558,16,30,.533,15,17,.882,5,45,32,7,8,13,19,,42,97,.433,7,29,.241,15,23,.652,14,43,26,6,6,10,20
51,51,2023-02-03,,POR,L,116,124,42,84,.500,12,33,.364,20,22,.909,9,41,27,4,3,10,19,,43,88,.489,17,41,.415,21,23,.913,11,38,25,5,2,7,17
52,52,2023-02-04,@,BRK,L,123,125,39,81,.481,13,28,.464,32,41,.780,6,39,22,10,3,15,21,,43,86,.500,14,33,.424,25,28,.893,10,39,21,4,10,15,28
53,53,2023-02-06,,CLE,L,91,114,35,82,.427,6,28,.214,15,19,.789,7,37,20,8,5,14,18,,44,78,.564,12,29,.414,14,20,.700,7,43,26,9,6,16,15
