,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,NYK,W,115,112,108.0,105.2,96.4,.213,.463,.487,54.2,64.3,5.6,9.7,,.468,9.9,35.7,.130,,.445,9.3,71.0,.138
2,2,2022-10-21,@,HOU,W,129,122,125.2,118.4,103.1,.296,.429,.582,52.6,57.8,7.8,17.2,,.556,9.8,34.7,.204,,.559,11.6,71.7,.194
3,3,2022-10-22,@,DAL,L,96,137,96.3,137.5,99.6,.304,.418,.536,35.8,58.8,4.0,15.7,,.487,16.0,14.0,.241,,.594,12.4,60.5,.333
4,4,2022-10-24,,BRK,W,134,124,136.8,126.6,98.0,.330,.362,.622,52.1,44.7,7.1,5.2,,.585,6.9,31.6,.255,,.592,10.1,74.3,.241
5,5,2022-10-27,@,SAC,W,125,110,129.0,113.5,96.9,.196,.359,.626,51.8,55.1,5.2,6.7,,.609,10.7,26.2,.141,,.554,12.3,78.0,.217
6,6,2022-10-29,@,UTA,L,123,124,120.1,121.1,102.4,.170,.307,.650,54.1,48.0,10.7,11.6,,.636,17.5,29.4,.125,,.626,16.6,75.0,.172
7,7,2022-10-31,@,UTA,L,105,121,101.7,117.2,103.2,.457,.283,.475,52.0,36.8,7.8,9.5,,.446,12.7,32.7,.250,,.579,13.2,75.6,.202
8,8,2022-11-02,@,POR,W,111,106,112.3,107.2,98.9,.325,.337,.585,50.0,73.7,7.1,8.9,,.536,12.9,25.0,.265,,.478,16.6,69.2,.236
9,9,2022-11-04,,CHO,W,130,99,125.4,95.5,103.7,.184,.367,.614,59.4,68.0,5.8,16.9,,.592,14.5,38.3,.143,,.430,15.3,77.8,.291
10,10,2022-11-06,,WAS,W,103,97,109.7,103.3,93.9,.220,.319,.516,50.5,51.3,8.5,3.6,,.478,9.1,26.1,.176,,.469,9.1,71.7,.073
11,11,2022-11-07,,BOS,L,106,109,106.5,109.5,99.5,.154,.484,.545,50.0,65.9,4.0,8.9,,.533,10.2,17.4,.099,,.537,13.7,84.1,.256
12,12,2022-11-09,@,SAS,W,124,122,120.6,118.7,93.1,.133,.327,.598,57.6,48.0,3.9,3.3,,.582,15.5,40.9,.102,,.541,10.0,72.9,.163
13,13,2022-11-11,,MIN,W,114,103,121.2,109.5,94.0,.307,.375,.571,58.2,56.8,8.5,6.1,,.540,11.5,36.6,.216,,.532,13.6,81.6,.241
14,14,2022-11-13,@,WAS,L,92,102,92.8,102.9,99.1,.104,.292,.458,52.0,55.3,7.1,13.0,,.443,13.7,26.9,.073,,.529,13.6,80.4,.128
15,15,2022-11-15,@,NOP,L,102,113,104.9,116.2,97.2,.272,.380,.495,54.3,42.1,6.2,15.1,,.462,9.6,28.0,.185,,.571,9.4,84.1,.099
16,16,2022-11-18,,OKC,W,121,110,119.6,108.7,101.2,.430,.419,.547,57.0,66.7,4.0,11.3,,.495,9.0,32.7,.312,,.526,9.0,83.3,.094
17,17,2022-11-20,@,BRK,L,115,127,110.2,121.6,104.4,.313,.374,.510,49.4,65.1,12.5,0.0,,.495,8.2,24.5,.172,,.699,16.7,86.1,.133
18,18,2022-11-22,,SAC,L,109,113,101.5,105.3,107.3,.330,.330,.523,52.1,63.4,11.2,22.2,,.495,14.7,26.5,.209,,.517,15.0,80.0,.222
19,19,2022-11-25,,NOP,W,132,111,132.1,111.1,99.9,.297,.418,.642,52.9,55.3,4.0,7.3,,.615,12.0,30.2,.220,,.488,11.5,75.0,.314
20,20,2022-11-27,@,NYK,W,127,123,130.8,126.7,97.1,.326,.337,.584,54.3,69.6,4.1,3.5,,.547,8.4,34.8,.242,,.563,7.4,73.9,.287
21,21,2022-11-30,@,MIN,L,101,109,100.3,108.2,100.7,.345,.299,.504,67.0,45.9,6.9,8.0,,.477,19.3,45.5,.207,,.528,11.0,88.6,.169
22,22,2022-12-02,,PHI,W,117,109,118.4,110.3,98.9,.289,.309,.535,57.6,52.4,8.1,19.0,,.490,9.9,37.3,.227,,.516,11.7,79.2,.165
23,23,2022-12-04,@,DET,W,122,112,120.6,110.7,101.2,.315,.380,.582,54.1,65.1,8.9,10.2,,.549,11.0,27.9,.228,,.518,12.6,81.0,.298
24,24,2022-12-05,,MIA,W,101,93,104.5,96.3,96.6,.100,.356,.537,47.7,54.8,10.4,12.8,,.511,10.5,10.0,.100,,.481,15.3,80.4,.215
25,25,2022-12-07,,OKC,W,123,102,119.2,98.9,103.2,.170,.404,.609,51.0,66.7,12.6,16.7,,.585,12.2,22.7,.138,,.446,15.0,74.1,.217
26,26,2022-12-09,,DET,W,114,103,109.0,98.5,104.6,.352,.352,.542,50.5,68.2,10.5,14.5,,.533,11.8,26.1,.187,,.461,15.7,73.5,.222
27,27,2022-12-12,,ATL,W,128,103,121.8,98.0,105.1,.217,.386,.704,55.7,72.0,7.6,17.9,,.681,19.5,20.8,.181,,.413,11.7,68.8,.163
28,28,2022-12-15,,MIL,W,142,101,140.3,99.8,101.2,.225,.314,.633,58.9,53.6,4.9,15.9,,.608,5.9,33.3,.176,,.441,7.8,79.2,.191
29,29,2022-12-17,@,OKC,L,109,115,105.8,111.6,103.1,.411,.500,.513,50.0,44.1,4.9,10.6,,.444,7.8,18.5,.322,,.516,7.9,82.7,.217
30,30,2022-12-20,@,DEN,L,91,105,91.4,105.4,99.6,.259,.321,.504,46.7,69.4,11.0,11.3,,.475,15.1,16.7,.173,,.506,14.5,72.9,.169
31,31,2022-12-23,@,PHO,W,125,100,129.5,103.6,96.5,.418,.253,.580,60.2,66.7,11.4,9.6,,.533,8.5,44.2,.308,,.489,12.5,75.6,.172
