,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
44,44,2022-01-19,,ORL,W,123,110,126.9,113.5,96.9,.325,.337,.648,50.6,46.7,7.2,14.5,,.602,8.7,15.0,.277,,.544,10.2,80.9,.133
45,45,2022-01-21,,LAC,L,101,102,110.4,111.5,91.5,.231,.308,.504,47.3,60.5,7.7,5.5,,.473,6.5,25.0,.165,,.523,9.7,75.6,.126
46,46,2022-01-23,@,SAS,W,115,109,121.9,115.5,94.4,.250,.174,.563,52.2,50.0,5.3,5.1,,.516,8.9,29.5,.217,,.528,7.5,73.9,.169
47,47,2022-01-25,,NOP,W,117,107,130.4,119.3,89.7,.369,.369,.599,53.0,66.7,4.5,13.1,,.524,9.3,33.3,.345,,.536,7.8,73.2,.217
48,48,2022-01-27,,LAL,W,105,87,106.6,88.3,98.5,.207,.427,.587,49.4,73.2,8.1,8.5,,.579,13.5,8.3,.122,,.443,15.6,80.9,.102
49,49,2022-01-29,,SAC,W,103,101,110.8,108.6,93.0,.371,.429,.632,45.6,66.7,8.6,6.4,,.600,17.3,8.3,.271,,.512,12.5,76.7,.207
50,50,2022-01-31,,MEM,W,122,119,110.8,108.0,99.8,.150,.310,.572,50.5,61.2,7.3,16.7,,.545,16.5,29.8,.130,,.490,10.9,70.0,.186
51,51,2022-02-02,,WAS,L,103,106,116.2,119.6,88.7,.143,.297,.532,44.1,56.1,2.3,5.9,,.511,4.0,21.3,.110,,.506,7.5,67.4,.167
52,52,2022-02-04,@,DAL,L,98,107,110.8,120.9,88.5,.329,.386,.612,47.4,63.9,5.7,9.8,,.579,14.0,17.1,.243,,.518,9.5,73.2,.224
53,53,2022-02-06,@,CHI,W,119,108,125.6,114.0,94.7,.250,.286,.638,50.0,64.4,5.3,9.1,,.607,8.8,11.1,.202,,.525,8.0,85.0,.284
54,54,2022-02-08,,PHO,L,109,114,107.3,112.2,101.6,.202,.360,.562,47.8,58.5,6.9,5.8,,.517,12.6,14.0,.191,,.484,7.0,77.6,.232
55,55,2022-02-11,,OKC,W,100,87,102.5,89.2,97.6,.280,.280,.479,51.4,52.8,7.2,18.2,,.425,9.5,26.8,.226,,.422,13.6,78.4,.122
56,56,2022-02-12,,CLE,W,103,93,113.8,102.8,90.5,.266,.278,.584,54.1,63.2,14.4,9.4,,.544,11.1,21.6,.215,,.519,15.2,86.5,.169
57,57,2022-02-15,,BOS,L,87,135,94.8,147.0,91.8,.488,.400,.448,44.0,73.9,7.6,5.4,,.338,8.5,21.4,.413,,.713,8.9,80.0,.220
58,58,2022-02-17,@,MIL,W,123,120,123.1,120.1,99.9,.307,.386,.616,51.1,47.7,2.0,3.9,,.568,10.7,22.0,.261,,.516,6.1,75.5,.232
59,59,2022-02-25,@,MIN,W,133,102,131.7,101.0,101.0,.439,.476,.680,50.6,71.4,9.9,0.0,,.628,10.1,15.8,.366,,.471,14.2,80.0,.244
60,60,2022-02-27,@,NYK,W,125,109,121.8,106.2,102.6,.564,.423,.642,47.8,73.7,12.7,9.6,,.551,9.3,12.5,.500,,.512,15.2,76.0,.259
61,61,2022-03-02,,NYK,W,123,108,125.6,110.3,98.0,.440,.480,.687,51.8,61.5,2.0,12.7,,.633,13.5,14.3,.373,,.473,6.2,79.2,.242
62,62,2022-03-04,,CLE,W,125,119,132.8,126.5,94.1,.427,.440,.702,42.3,56.1,8.5,5.6,,.640,11.0,8.8,.387,,.598,11.5,73.0,.256
63,63,2022-03-05,@,MIA,L,82,99,97.0,117.1,84.6,.280,.500,.445,51.9,46.4,10.6,9.1,,.384,8.9,28.9,.232,,.576,13.9,82.4,.222
