,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,,HOU,W,124,106,118.3,101.1,104.8,.356,.437,.616,52.9,61.9,17.2,21.8,,.575,15.2,31.0,.276,,.517,19.7,73.3,.170
2,2,2021-10-23,,NOP,W,96,89,93.0,86.2,103.3,.104,.396,.478,43.5,56.4,12.6,16.3,,.469,15.9,24.5,.063,,.399,22.0,61.8,.202
3,3,2021-10-25,,NOP,L,98,107,100.3,109.5,97.7,.300,.556,.481,40.6,64.5,10.2,12.3,,.428,9.7,19.6,.233,,.506,14.9,66.7,.218
4,4,2021-10-27,@,MIL,W,113,108,113.9,108.9,99.2,.187,.495,.574,53.3,67.4,5.0,9.1,,.544,14.7,25.0,.154,,.484,7.1,75.0,.168
5,5,2021-10-30,,DEN,L,91,93,95.8,97.9,95.0,.101,.461,.489,48.9,60.0,8.4,11.8,,.466,17.7,30.6,.090,,.460,15.9,68.9,.136
6,6,2021-11-01,,ORL,L,97,115,99.9,118.4,97.1,.196,.526,.460,48.0,58.3,8.2,2.6,,.443,10.2,29.1,.113,,.555,14.4,72.1,.293
7,7,2021-11-03,,LAC,L,115,126,116.1,127.2,99.0,.170,.426,.569,52.7,62.8,11.1,4.8,,.532,13.7,31.9,.160,,.737,19.4,88.9,.141
8,8,2021-11-05,,LAC,L,84,104,81.6,101.0,102.9,.079,.584,.456,40.4,54.8,7.8,11.7,,.444,18.6,13.0,.056,,.443,14.3,70.0,.295
9,9,2021-11-08,@,MEM,L,118,125,117.7,124.6,90.8,.237,.464,.551,46.9,56.1,7.0,12.5,,.510,10.8,29.4,.196,,.560,11.2,66.7,.239
10,10,2021-11-10,@,GSW,L,110,123,113.3,126.7,97.1,.211,.463,.530,43.0,76.9,8.2,8.9,,.500,14.1,34.0,.158,,.535,13.5,53.5,.376
11,11,2021-11-12,@,LAL,W,107,83,109.6,85.0,97.7,.128,.394,.539,55.1,55.8,10.2,9.8,,.521,13.9,29.8,.096,,.409,17.3,78.4,.195
12,12,2021-11-13,@,LAC,L,102,129,98.2,124.2,103.9,.157,.353,.468,41.8,62.5,7.7,10.2,,.446,8.4,20.7,.108,,.616,12.0,72.5,.071
13,13,2021-11-15,,PHO,L,96,99,96.5,99.5,99.5,.318,.518,.495,50.9,58.1,8.0,5.6,,.441,15.7,25.5,.247,,.418,12.9,74.5,.329
14,14,2021-11-17,,SAC,W,107,97,115.5,104.7,92.6,.220,.439,.595,42.7,48.8,8.6,18.2,,.561,15.9,27.0,.183,,.419,13.3,55.6,.204
15,15,2021-11-18,,SAS,W,115,90,126.6,99.1,90.8,.174,.570,.621,52.8,73.2,5.5,17.3,,.599,11.5,27.9,.140,,.452,11.5,76.1,.167
16,16,2021-11-20,,MEM,W,138,95,143.2,98.6,96.4,.308,.451,.668,60.2,57.1,12.5,11.8,,.648,11.2,43.9,.220,,.404,12.5,76.2,.337
17,17,2021-11-22,@,NOP,W,110,96,113.2,98.8,97.2,.280,.440,.490,50.5,52.5,14.4,16.1,,.450,8.9,38.9,.200,,.455,18.0,65.1,.182
18,18,2021-11-24,,MIA,W,113,101,111.7,99.8,101.2,.226,.591,.553,56.5,63.2,9.9,21.9,,.505,13.5,29.4,.204,,.547,19.5,90.2,.270
