,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,CHI,L,108,116,37,80,.463,12,28,.429,22,28,.786,8,46,21,6,2,19,24,,41,93,.441,13,36,.361,21,28,.750,12,46,23,12,6,14,26
2,2,2022-10-21,,BOS,L,104,111,42,92,.457,8,26,.308,12,15,.800,11,36,23,8,3,9,18,,41,79,.519,14,33,.424,15,15,1.000,12,43,17,4,11,19,23
3,3,2022-10-22,,TOR,W,112,109,38,76,.500,11,30,.367,25,27,.926,6,44,28,2,2,15,26,,37,87,.425,14,39,.359,21,28,.750,8,37,24,9,5,6,25
4,4,2022-10-24,,TOR,L,90,98,29,83,.349,8,34,.235,24,27,.889,8,46,19,5,3,12,15,,34,86,.395,14,32,.438,16,20,.800,10,52,22,6,6,12,22
5,5,2022-10-26,@,POR,W,119,98,44,87,.506,15,38,.395,16,19,.842,15,46,34,13,2,16,22,,34,78,.436,12,37,.324,18,26,.692,11,38,20,9,4,19,17
6,6,2022-10-27,@,GSW,L,110,123,39,88,.443,14,43,.326,18,22,.818,8,31,25,16,5,12,15,,46,92,.500,18,46,.391,13,15,.867,16,50,30,4,2,19,13
7,7,2022-10-29,@,SAC,L,113,119,38,89,.427,11,28,.393,26,31,.839,9,34,18,7,3,8,25,,42,76,.553,14,31,.452,21,29,.724,6,43,27,1,6,20,29
8,8,2022-11-01,,GSW,W,116,109,40,88,.455,16,42,.381,20,20,1.000,9,39,32,7,3,15,16,,39,84,.464,18,49,.367,13,17,.765,10,41,31,8,5,20,22
9,9,2022-11-02,,SAC,W,110,107,44,89,.494,11,34,.324,11,13,.846,9,46,27,5,5,11,20,,41,86,.477,13,36,.361,12,14,.857,4,39,29,4,3,12,18
10,10,2022-11-04,@,IND,L,99,101,31,81,.383,11,39,.282,26,26,1.000,8,42,17,10,2,19,22,,37,80,.463,12,39,.308,15,23,.652,5,42,28,7,5,19,19
11,11,2022-11-07,,POR,L,107,110,40,84,.476,14,39,.359,13,15,.867,5,32,28,11,2,10,18,,38,72,.528,16,37,.432,18,21,.857,4,37,27,7,2,18,16
12,12,2022-11-10,,CHO,W,117,112,39,90,.433,10,36,.278,29,36,.806,8,38,21,9,1,10,25,,43,88,.489,14,39,.359,12,20,.600,8,50,23,4,2,20,30
13,13,2022-11-12,,CHO,W,132,115,49,93,.527,16,41,.390,18,21,.857,9,46,32,7,5,12,19,,46,90,.511,9,31,.290,14,16,.875,4,37,25,4,3,12,21
14,14,2022-11-14,,PHO,W,113,112,38,83,.458,15,33,.455,22,25,.880,17,42,23,6,4,14,10,,48,99,.485,14,36,.389,2,4,.500,20,45,22,9,4,11,22
15,15,2022-11-16,@,TOR,L,104,112,36,66,.545,13,35,.371,19,22,.864,4,23,19,5,4,23,20,,44,86,.512,7,26,.269,17,22,.773,16,42,23,5,3,14,23
16,16,2022-11-18,@,WAS,L,106,107,35,98,.357,11,43,.256,25,32,.781,10,53,23,6,4,9,15,,41,96,.427,15,46,.326,10,14,.714,8,54,33,6,4,15,25
17,17,2022-11-20,@,CLE,L,87,113,31,80,.388,6,31,.194,19,22,.864,11,30,17,6,3,16,16,,44,83,.530,13,37,.351,12,16,.750,13,49,31,7,1,19,23
18,18,2022-11-21,@,MIN,L,101,105,35,90,.389,11,38,.289,20,30,.667,12,46,26,9,5,15,20,,37,85,.435,14,47,.298,17,20,.850,6,40,30,9,6,18,25
19,19,2022-11-23,,WAS,W,113,105,39,93,.419,16,41,.390,19,22,.864,14,53,20,7,5,12,18,,42,89,.472,10,38,.263,11,19,.579,7,43,27,7,5,14,20
20,20,2022-11-25,,WAS,W,110,107,42,89,.472,7,26,.269,19,23,.826,10,47,24,5,5,10,19,,40,93,.430,11,39,.282,16,20,.800,13,45,27,7,9,12,18
21,21,2022-11-27,@,ATL,W,106,98,40,82,.488,9,33,.273,17,19,.895,6,46,28,8,5,12,16,,35,88,.398,10,36,.278,18,19,.947,8,42,24,6,3,9,12
22,22,2022-11-30,@,BOS,L,121,134,47,90,.522,18,40,.450,9,9,1.000,9,32,25,8,3,15,21,,46,83,.554,22,45,.489,20,23,.870,11,41,32,7,0,17,18
23,23,2022-12-02,@,BOS,W,120,116,48,101,.475,11,35,.314,13,18,.722,12,50,19,11,3,16,24,,40,87,.460,15,45,.333,21,28,.750,7,48,26,6,2,20,18
24,24,2022-12-05,@,MEM,L,93,101,31,79,.392,14,40,.350,17,22,.773,9,45,23,7,3,16,11,,42,90,.467,8,32,.250,9,9,1.000,4,41,23,10,5,11,14
25,25,2022-12-06,,DET,L,96,116,33,77,.429,10,32,.313,20,26,.769,7,40,21,7,2,15,20,,43,87,.494,19,41,.463,11,15,.733,9,40,27,8,1,12,19
26,26,2022-12-08,,LAC,W,115,110,46,90,.511,12,32,.375,11,14,.786,7,43,24,11,1,8,20,,37,80,.463,17,36,.472,19,21,.905,7,43,24,3,3,16,16
27,27,2022-12-10,,SAS,L,111,115,39,81,.481,13,34,.382,20,28,.714,5,32,26,5,3,10,22,,42,78,.538,7,21,.333,24,31,.774,9,46,24,8,4,18,21
28,28,2022-12-12,@,IND,W,87,82,32,83,.386,9,34,.265,14,18,.778,9,48,23,7,2,13,17,,28,79,.354,11,39,.282,15,20,.750,8,45,16,7,11,15,18
29,29,2022-12-14,@,OKC,W,110,108,37,86,.430,24,56,.429,12,15,.800,7,39,25,9,1,14,21,,41,82,.500,9,24,.375,17,23,.739,7,44,26,7,4,14,16
30,30,2022-12-15,@,HOU,W,111,108,39,88,.443,16,47,.340,17,23,.739,14,40,21,10,6,14,19,,44,94,.468,9,33,.273,11,17,.647,18,51,22,10,4,14,19
31,31,2022-12-17,@,SAS,W,111,101,42,82,.512,11,30,.367,16,23,.696,8,40,25,14,3,12,27,,33,77,.429,10,27,.370,25,33,.758,7,38,29,8,3,17,19
32,32,2022-12-20,,CHI,L,103,113,38,81,.469,15,44,.341,12,17,.706,9,35,26,9,0,13,16,,40,73,.548,13,31,.419,20,24,.833,5,39,24,7,0,16,16
33,33,2022-12-23,,IND,L,108,111,41,95,.432,13,33,.394,13,14,.929,13,38,23,7,3,10,13,,40,83,.482,21,47,.447,10,14,.714,9,43,26,5,6,16,23
34,34,2022-12-26,,MIN,W,113,110,47,102,.461,13,49,.265,6,8,.750,13,40,27,9,3,9,17,,43,79,.544,15,34,.441,9,14,.643,8,44,31,4,3,22,14
35,35,2022-12-28,,LAL,W,112,98,44,92,.478,11,35,.314,13,16,.813,10,37,20,14,4,5,15,,37,77,.481,13,36,.361,11,15,.733,8,44,25,2,4,24,16
36,36,2022-12-30,@,DEN,L,119,124,39,87,.448,14,35,.400,27,30,.900,11,36,21,13,4,14,19,,45,76,.592,17,28,.607,17,22,.773,5,36,34,6,1,20,19
37,37,2022-12-31,@,UTA,W,126,123,45,89,.506,13,39,.333,23,30,.767,10,37,32,10,1,12,32,,35,81,.432,17,40,.425,36,44,.818,16,49,23,6,3,16,23
