,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,@,IND,W,114,107,110.5,103.7,103.2,.261,.337,.556,55.8,50.0,4.8,18.2,,.516,13.5,31.8,.207,,.479,12.4,76.5,.144
2,2,2022-10-21,,CHI,W,102,100,108.5,106.3,94.0,.138,.325,.601,50.6,63.4,8.5,15.4,,.575,15.9,15.2,.125,,.462,12.2,77.3,.342
3,3,2022-10-23,@,CLE,L,107,117,104.5,114.3,92.7,.172,.322,.572,42.2,58.1,8.8,6.3,,.563,16.1,11.1,.103,,.495,10.8,66.0,.229
4,4,2022-10-25,,DET,W,120,99,123.2,101.7,97.4,.306,.388,.622,53.4,59.1,7.2,11.7,,.576,10.2,23.1,.259,,.455,11.6,77.6,.216
5,5,2022-10-28,,IND,L,117,127,116.1,126.1,100.7,.326,.349,.595,48.1,61.0,5.0,5.8,,.547,11.7,20.0,.267,,.599,12.0,85.3,.370
6,6,2022-10-30,@,BOS,L,94,112,98.3,117.2,95.6,.163,.327,.447,52.0,57.9,5.2,18.8,,.423,7.1,25.9,.112,,.589,12.9,90.0,.241
7,7,2022-10-31,,PHI,L,111,118,113.2,120.3,98.1,.321,.309,.600,52.6,57.9,8.2,7.5,,.531,14.0,21.4,.309,,.627,12.4,88.9,.169
8,8,2022-11-02,@,PHI,W,121,111,131.9,121.0,91.7,.410,.269,.657,57.3,60.0,4.4,18.8,,.609,7.1,21.2,.333,,.577,7.9,85.7,.167
9,9,2022-11-04,,BRK,L,86,128,89.8,133.7,95.7,.265,.410,.464,44.8,60.0,4.2,4.8,,.410,12.3,14.6,.217,,.633,6.8,82.1,.156
