,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,NYK,W,115,112,42,108,.389,17,50,.340,14,23,.609,20,64,27,6,7,13,17,,44,109,.404,9,37,.243,15,18,.833,18,54,28,7,5,12,26
2,2,2022-10-21,@,HOU,W,129,122,45,98,.459,19,42,.452,20,29,.690,17,50,26,8,10,12,21,,44,93,.473,16,35,.457,18,30,.600,13,45,18,4,6,14,22
3,3,2022-10-22,@,DAL,L,96,137,34,79,.430,9,33,.273,19,24,.792,6,29,20,4,8,17,29,,45,90,.500,17,39,.436,30,36,.833,15,52,23,7,7,15,24
4,4,2022-10-24,,BRK,W,134,124,47,94,.500,16,34,.471,24,31,.774,12,38,21,7,3,8,22,,47,87,.540,9,29,.310,21,26,.808,9,35,27,4,7,11,30
5,5,2022-10-27,@,SAC,W,125,110,49,92,.533,14,33,.424,13,18,.722,11,43,27,5,3,12,18,,40,83,.482,12,38,.316,18,22,.818,9,40,28,5,2,13,20
6,6,2022-10-29,@,UTA,L,123,124,50,88,.568,12,27,.444,11,15,.733,10,40,24,11,5,20,26,,45,87,.517,19,44,.432,15,20,.750,10,34,30,8,6,19,17
7,7,2022-10-31,@,UTA,L,105,121,38,92,.413,6,26,.231,23,42,.548,18,52,14,8,4,16,17,,42,89,.472,19,47,.404,18,22,.818,11,48,26,10,6,15,30
8,8,2022-11-02,@,POR,W,111,106,38,83,.458,13,28,.464,22,27,.815,10,46,28,7,5,14,19,,36,89,.404,13,33,.394,21,26,.808,16,46,27,5,3,20,17
9,9,2022-11-04,,CHO,W,130,99,50,98,.510,16,36,.444,14,18,.778,18,60,34,6,10,18,20,,33,86,.384,8,27,.296,25,31,.806,12,41,22,11,7,18,17
10,10,2022-11-06,,WAS,W,103,97,39,91,.429,9,29,.310,16,20,.800,12,50,20,8,2,10,17,,41,96,.427,8,41,.195,7,10,.700,15,49,25,5,5,10,21
11,11,2022-11-07,,BOS,L,106,109,41,91,.451,15,44,.341,9,14,.643,8,45,27,4,4,11,23,,38,82,.463,12,37,.324,21,28,.750,7,45,26,5,6,15,19
12,12,2022-11-09,@,SAS,W,124,122,50,98,.510,14,32,.438,10,13,.769,18,53,24,4,2,19,22,,47,98,.480,12,37,.324,16,23,.696,13,39,30,8,2,12,17
13,13,2022-11-11,,MIN,W,114,103,44,88,.500,7,33,.212,19,27,.704,15,46,25,8,3,13,19,,37,79,.468,10,30,.333,19,22,.864,7,33,29,10,4,14,25
14,14,2022-11-13,@,WAS,L,92,102,38,96,.396,9,28,.321,7,10,.700,14,51,21,7,6,16,24,,36,86,.419,19,40,.475,11,21,.524,9,47,26,9,6,15,15
15,15,2022-11-15,@,NOP,L,102,113,38,92,.413,9,35,.257,17,25,.680,14,51,16,6,8,11,17,,43,91,.473,18,38,.474,9,12,.750,7,43,31,2,8,10,20
16,16,2022-11-18,,OKC,W,121,110,39,93,.419,14,39,.359,29,40,.725,17,57,26,4,7,11,13,,45,96,.469,11,34,.324,9,11,.818,8,43,34,5,9,10,28
17,17,2022-11-20,@,BRK,L,115,127,43,99,.434,12,37,.324,17,31,.548,13,44,28,13,0,10,12,,50,83,.602,16,34,.471,11,15,.733,5,45,33,5,5,18,25
18,18,2022-11-22,,SAC,L,109,113,41,91,.451,8,30,.267,19,30,.633,13,49,26,12,10,18,23,,39,90,.433,15,45,.333,20,27,.741,9,45,27,11,2,18,25
19,19,2022-11-25,,NOP,W,132,111,47,91,.516,18,38,.474,20,27,.741,13,46,26,4,4,14,20,,37,86,.430,10,31,.323,27,31,.871,11,41,26,9,4,13,22
20,20,2022-11-27,@,NYK,W,127,123,46,95,.484,12,32,.375,23,31,.742,16,50,32,4,2,10,23,,44,87,.506,10,30,.333,25,30,.833,12,42,30,3,7,8,27
21,21,2022-11-30,@,MIN,L,101,109,37,87,.425,9,26,.346,18,30,.600,20,59,17,7,4,24,20,,41,89,.461,12,39,.308,15,19,.789,5,29,26,13,11,12,25
22,22,2022-12-02,,PHI,W,117,109,42,97,.433,11,30,.367,22,28,.786,19,57,22,8,11,12,18,,40,91,.440,14,33,.424,15,17,.882,10,42,23,7,5,13,21
23,23,2022-12-04,@,DET,W,122,112,43,92,.467,15,35,.429,21,29,.724,12,46,28,9,5,13,21,,37,84,.440,13,35,.371,25,30,.833,8,39,26,7,7,14,24
24,24,2022-12-05,,MIA,W,101,93,42,90,.467,8,32,.250,9,9,1.000,4,41,23,10,5,11,14,,31,79,.392,14,40,.350,17,22,.773,9,45,23,7,3,16,11
25,25,2022-12-07,,OKC,W,123,102,48,94,.511,14,38,.368,13,16,.813,10,50,32,13,9,14,19,,34,92,.370,14,38,.368,20,23,.870,14,48,25,9,3,18,16
26,26,2022-12-09,,DET,W,114,103,44,91,.484,9,32,.281,17,32,.531,12,48,30,11,8,14,19,,36,90,.400,11,35,.314,20,27,.741,13,47,23,6,7,19,29
27,27,2022-12-12,,ATL,W,128,103,50,83,.602,13,32,.406,15,18,.833,5,49,36,8,12,22,17,,37,104,.356,12,37,.324,17,22,.773,20,39,20,13,1,15,17
28,28,2022-12-15,,MIL,W,142,101,56,102,.549,12,32,.375,18,23,.783,14,56,30,5,7,7,19,,35,94,.372,13,50,.260,18,27,.667,11,39,22,5,1,9,18
29,29,2022-12-17,@,OKC,L,109,115,34,90,.378,12,45,.267,29,37,.784,10,53,15,5,5,9,20,,38,92,.413,19,45,.422,20,31,.645,9,53,29,7,0,9,25
30,30,2022-12-20,@,DEN,L,91,105,36,81,.444,5,26,.192,14,21,.667,7,42,25,11,7,16,21,,40,89,.449,10,27,.370,15,25,.600,13,48,28,9,5,17,19
31,31,2022-12-23,@,PHO,W,125,100,45,91,.495,7,23,.304,28,38,.737,19,53,30,11,5,10,22,,38,87,.437,9,35,.257,15,26,.577,11,35,23,6,5,14,26
32,32,2022-12-25,@,GSW,L,109,123,39,94,.415,9,39,.231,22,30,.733,9,44,19,5,6,13,23,,43,91,.473,18,44,.409,19,26,.731,9,51,31,6,5,10,18
33,33,2022-12-27,,PHO,L,108,125,36,91,.396,8,30,.267,28,34,.824,15,40,18,9,6,14,23,,43,87,.494,17,31,.548,22,25,.880,15,47,26,7,9,19,23
34,34,2022-12-29,@,TOR,W,119,106,48,95,.505,13,29,.448,10,14,.714,17,53,37,4,4,15,20,,39,96,.406,10,28,.357,18,24,.750,17,47,21,11,7,8,20
35,35,2022-12-31,,NOP,W,116,101,47,92,.511,5,29,.172,17,22,.773,13,52,26,14,11,17,27,,32,91,.352,8,30,.267,29,36,.806,15,46,16,6,4,19,21
36,36,2023-01-01,,SAC,W,118,108,46,100,.460,10,32,.313,16,24,.667,21,57,25,11,8,11,18,,39,96,.406,15,43,.349,15,15,1.000,14,47,24,7,4,15,18
37,37,2023-01-04,@,CHO,W,131,107,47,94,.500,9,30,.300,28,37,.757,11,59,28,10,8,14,16,,38,94,.404,11,38,.289,20,24,.833,10,44,25,11,8,12,23
38,38,2023-01-05,@,ORL,W,123,115,48,92,.522,12,36,.333,15,23,.652,9,49,24,5,3,12,22,,39,84,.464,11,36,.306,26,30,.867,7,39,23,6,3,10,22
39,39,2023-01-08,,UTA,W,123,118,46,102,.451,15,38,.395,16,22,.727,13,39,28,16,7,10,19,,45,88,.511,10,32,.313,18,22,.818,8,46,29,7,9,20,18
40,40,2023-01-09,,SAS,W,121,113,45,91,.495,11,26,.423,20,35,.571,11,50,26,9,7,13,15,,44,97,.454,11,32,.344,14,16,.875,12,42,28,8,1,14,24
41,41,2023-01-11,,SAS,W,135,129,52,101,.515,14,22,.636,17,25,.680,17,57,19,6,8,13,17,,50,107,.467,11,34,.324,18,23,.783,17,48,33,7,11,12,18
42,42,2023-01-14,@,IND,W,130,112,48,87,.552,12,32,.375,22,28,.786,7,45,32,11,8,15,21,,38,103,.369,11,47,.234,25,28,.893,16,49,26,5,8,19,20
43,43,2023-01-16,,PHO,W,136,106,52,98,.531,16,37,.432,16,20,.800,13,51,29,8,6,10,19,,39,89,.438,10,33,.303,18,19,.947,9,37,33,4,4,15,22
44,44,2023-01-18,,CLE,W,115,114,44,97,.454,11,34,.324,16,22,.727,15,42,22,10,7,8,19,,42,82,.512,16,35,.457,14,21,.667,11,47,29,4,7,16,17
45,45,2023-01-20,@,LAL,L,121,122,43,102,.422,9,29,.310,26,40,.650,24,63,24,6,7,14,31,,38,93,.409,13,41,.317,33,41,.805,10,47,24,7,7,9,26
46,46,2023-01-22,@,PHO,L,110,112,40,92,.435,11,32,.344,19,27,.704,15,52,28,8,4,20,22,,39,88,.443,13,35,.371,21,25,.840,6,40,25,10,5,16,26
47,47,2023-01-23,@,SAC,L,100,133,40,98,.408,12,36,.333,8,10,.800,10,31,28,14,3,15,21,,49,88,.557,22,40,.550,13,14,.929,10,53,37,10,5,24,11
48,48,2023-01-25,@,GSW,L,120,122,42,88,.477,10,31,.323,26,37,.703,11,36,26,10,3,13,26,,43,85,.506,14,32,.438,22,28,.786,14,44,33,7,5,21,27
49,49,2023-01-27,@,MIN,L,100,111,38,93,.409,8,33,.242,16,19,.842,15,47,22,14,2,20,12,,44,86,.512,13,35,.371,10,15,.667,9,45,31,12,6,19,19
50,50,2023-01-29,,IND,W,112,100,43,89,.483,9,37,.243,17,22,.773,15,41,29,10,8,7,21,,36,79,.456,9,32,.281,19,21,.905,11,38,21,4,6,17,22
51,51,2023-02-01,,POR,L,112,122,41,87,.471,9,37,.243,21,28,.750,12,44,28,8,7,12,22,,41,87,.471,14,36,.389,26,27,.963,9,41,24,3,5,13,22
52,52,2023-02-02,@,CLE,L,113,128,41,87,.471,10,23,.435,21,22,.955,11,44,22,8,5,18,23,,49,91,.538,14,29,.483,16,22,.727,9,41,33,12,7,15,17
53,53,2023-02-05,,TOR,L,103,106,38,78,.487,10,27,.370,17,23,.739,8,44,25,10,9,20,16,,44,101,.436,11,36,.306,7,12,.583,11,42,24,11,3,11,16
54,54,2023-02-07,,CHI,W,104,89,39,81,.481,11,33,.333,15,21,.714,5,39,22,10,7,13,21,,32,87,.368,7,35,.200,18,27,.667,11,49,24,9,3,18,16
55,55,2023-02-10,,MIN,W,128,107,49,84,.583,10,25,.400,20,27,.741,9,44,27,12,6,18,19,,41,88,.466,15,37,.405,10,12,.833,7,35,25,7,4,17,20
56,56,2023-02-12,@,BOS,L,109,119,42,84,.500,12,34,.353,13,21,.619,3,34,24,4,5,8,22,,39,88,.443,21,51,.412,20,26,.769,15,55,28,5,3,10,14
57,57,2023-02-15,,UTA,W,117,111,43,107,.402,14,40,.350,17,25,.680,17,46,24,13,9,4,21,,42,91,.462,12,36,.333,15,19,.789,15,61,24,2,8,23,20
58,58,2023-02-23,@,PHI,L,105,110,34,87,.391,7,32,.219,30,36,.833,13,49,22,5,7,11,27,,34,84,.405,13,36,.361,29,36,.806,7,43,25,3,10,10,26
59,59,2023-02-25,,DEN,W,112,94,45,95,.474,15,44,.341,7,8,.875,11,50,25,10,3,12,13,,36,89,.404,11,37,.297,11,14,.786,11,48,22,4,4,15,13
60,60,2023-02-28,,LAL,W,121,109,51,112,.455,6,31,.194,13,17,.765,14,47,25,13,6,6,17,,38,86,.442,13,34,.382,20,23,.870,14,56,22,5,10,26,19
61,61,2023-03-01,@,HOU,W,113,99,40,83,.482,17,41,.415,16,19,.842,8,44,27,6,9,7,21,,36,90,.400,11,34,.324,16,25,.640,17,49,17,4,5,12,18
62,62,2023-03-03,@,DEN,L,97,113,31,84,.369,11,32,.344,24,31,.774,10,40,24,6,6,10,24,,40,87,.460,8,31,.258,25,31,.806,13,53,28,6,5,8,21
63,63,2023-03-05,@,LAC,L,129,135,50,92,.543,18,34,.529,11,15,.733,2,26,32,13,3,8,23,,45,85,.529,12,29,.414,33,35,.943,13,53,25,6,2,17,17
64,64,2023-03-07,@,LAL,L,103,112,36,93,.387,9,37,.243,22,29,.759,6,45,18,6,6,7,25,,41,90,.456,7,28,.250,23,29,.793,7,57,27,4,2,13,18
65,65,2023-03-09,,GSW,W,131,110,50,93,.538,18,40,.450,13,18,.722,9,42,36,6,3,12,18,,36,82,.439,15,45,.333,23,24,.958,8,32,25,9,3,17,17
66,66,2023-03-11,,DAL,W,112,108,41,86,.477,10,38,.263,20,24,.833,11,45,25,7,5,11,16,,39,85,.459,15,43,.349,15,23,.652,10,43,25,4,3,11,17
67,67,2023-03-13,@,DAL,W,104,88,38,83,.458,12,37,.324,16,19,.842,7,47,23,9,3,14,17,,35,90,.389,12,46,.261,6,8,.750,8,41,23,3,3,13,16
68,68,2023-03-15,@,MIA,L,119,138,46,91,.505,18,46,.391,9,14,.643,12,39,29,6,1,16,20,,49,82,.598,13,29,.448,27,33,.818,8,41,33,8,5,13,16
69,69,2023-03-17,@,SAS,W,126,120,49,101,.485,14,38,.368,14,21,.667,15,52,27,13,9,17,24,,39,98,.398,20,52,.385,22,29,.759,16,54,31,11,4,19,19
70,70,2023-03-18,,GSW,W,133,119,52,95,.547,18,38,.474,11,17,.647,11,39,35,5,5,6,24,,39,91,.429,13,35,.371,28,34,.824,15,42,27,3,8,13,21
71,71,2023-03-20,,DAL,W,112,108,41,89,.461,10,35,.286,20,26,.769,17,50,21,5,3,11,18,,39,84,.464,11,36,.306,19,20,.950,8,37,22,5,4,12,19
72,72,2023-03-22,,HOU,W,130,125,45,87,.517,12,36,.333,28,33,.848,12,36,27,8,4,10,21,,48,93,.516,12,33,.364,17,23,.739,20,48,27,6,3,16,25
73,73,2023-03-24,,HOU,W,151,114,57,93,.613,25,42,.595,12,14,.857,5,35,36,12,7,10,19,,47,87,.540,7,23,.304,13,21,.619,10,38,25,7,3,15,14
74,74,2023-03-26,@,ATL,W,123,119,48,89,.539,13,33,.394,14,19,.737,6,39,28,8,7,11,22,,45,98,.459,7,31,.226,22,26,.846,14,48,27,4,5,10,15
75,75,2023-03-28,,ORL,W,113,108,42,88,.477,12,34,.353,17,23,.739,7,49,26,11,6,16,17,,41,100,.410,14,49,.286,12,15,.800,8,47,24,9,8,16,15
76,76,2023-03-29,,LAC,L,132,141,49,95,.516,11,32,.344,23,28,.821,14,45,26,8,4,13,20,,48,78,.615,22,37,.595,23,31,.742,3,32,28,8,4,15,21
77,77,2023-03-31,,LAC,W,108,94,43,96,.448,9,33,.273,13,17,.765,12,51,25,11,7,14,16,,34,90,.378,11,35,.314,15,18,.833,12,50,26,5,8,17,14
78,78,2023-04-02,@,CHI,L,107,128,39,84,.464,19,43,.442,10,12,.833,8,47,29,1,3,18,22,,50,94,.532,9,31,.290,19,22,.864,4,36,29,9,6,1,13
79,79,2023-04-04,,POR,W,119,109,42,87,.483,18,48,.375,17,22,.773,8,49,30,5,5,11,10,,42,97,.433,14,42,.333,11,17,.647,13,49,23,7,7,8,18
80,80,2023-04-05,@,NOP,L,131,138,50,104,.481,12,36,.333,19,25,.760,15,49,33,10,6,13,25,,44,88,.500,21,39,.538,29,39,.744,8,44,35,9,8,16,22
81,81,2023-04-07,@,MIL,W,137,114,53,93,.570,20,42,.476,11,15,.733,11,44,39,9,6,12,20,,42,92,.457,21,49,.429,9,11,.818,11,38,30,5,3,17,15
82,82,2023-04-09,@,OKC,L,100,115,40,92,.435,7,37,.189,13,18,.722,11,43,25,8,4,12,16,,45,90,.500,12,36,.333,13,16,.813,8,49,30,5,2,14,17
