,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,UTA,L,86,107,91.0,113.3,94.5,.198,.385,.435,48.5,55.9,4.2,4.5,,.412,12.4,26.8,.121,,.516,9.3,74.5,.143
2,2,2021-10-22,@,HOU,L,91,124,85.7,116.8,106.2,.176,.473,.464,41.9,64.7,8.5,7.0,,.451,16.2,15.4,.099,,.595,14.4,75.6,.116
3,3,2021-10-24,,PHI,L,103,115,107.8,120.3,95.6,.226,.369,.558,47.2,60.0,9.4,8.5,,.524,10.6,14.6,.179,,.563,11.0,75.0,.182
4,4,2021-10-26,,GSW,L,98,106,101.7,110.0,96.4,.198,.395,.524,47.7,52.8,7.3,7.0,,.488,12.2,18.8,.163,,.554,14.2,82.5,.169
5,5,2021-10-27,,LAL,W,123,115,120.6,112.8,102.0,.337,.430,.623,51.2,48.8,7.8,5.3,,.587,13.2,25.0,.256,,.560,14.8,76.2,.130
6,6,2021-10-30,@,GSW,L,82,103,81.1,101.9,101.1,.253,.470,.444,44.6,48.3,7.9,15.8,,.398,14.0,6.1,.193,,.538,13.6,80.8,.043
7,7,2021-11-01,@,LAC,L,94,99,95.4,100.5,98.5,.178,.411,.484,50.0,48.6,8.1,12.0,,.450,14.2,20.8,.144,,.462,10.7,75.9,.152
8,8,2021-11-04,@,LAL,W,107,104,109.5,106.4,97.7,.299,.471,.543,50.5,62.2,7.2,3.3,,.511,14.0,26.7,.207,,.479,11.4,70.4,.149
9,9,2021-11-07,,SAS,W,99,94,101.2,96.1,97.8,.213,.447,.482,55.3,60.0,5.1,10.0,,.436,11.2,30.0,.181,,.440,8.0,79.2,.060
10,10,2021-11-10,@,NOP,W,108,100,108.4,100.3,99.7,.345,.391,.539,52.8,62.2,6.0,6.5,,.483,15.2,29.5,.276,,.397,7.5,69.4,.237
11,11,2021-11-12,,SAC,W,105,103,106.4,104.3,98.7,.152,.303,.497,51.5,31.0,8.1,11.1,,.475,8.7,29.6,.111,,.474,11.3,76.6,.137
12,12,2021-11-14,,BRK,L,96,120,100.0,125.0,96.0,.122,.500,.506,50.0,55.6,9.4,5.1,,.478,12.9,21.3,.111,,.610,12.5,82.9,.244
