,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
13,13,2021-11-15,,MIA,L,90,103,94.0,107.5,95.8,.120,.494,.515,48.3,76.5,6.3,23.8,,.500,18.6,19.6,.084,,.561,16.2,80.5,.134
14,14,2021-11-17,,HOU,W,101,89,101.3,89.3,99.7,.174,.424,.510,54.9,43.9,10.0,12.5,,.500,9.2,19.6,.098,,.422,12.5,83.9,.144
15,15,2021-11-19,@,MIL,L,89,96,90.0,97.0,98.9,.231,.527,.444,50.0,53.1,6.1,9.5,,.418,10.7,19.0,.143,,.446,11.3,87.5,.265
16,16,2021-11-20,@,BOS,L,105,111,112.4,118.8,93.4,.167,.438,.510,52.9,59.0,5.4,0.0,,.500,8.0,27.3,.094,,.563,6.9,83.0,.136
17,17,2021-11-22,@,ATL,L,101,113,110.5,123.7,91.4,.144,.392,.490,53.2,61.5,5.5,9.4,,.454,7.2,30.8,.134,,.563,6.9,81.0,.172
18,18,2021-11-24,,UTA,L,104,110,107.6,113.8,96.7,.268,.439,.567,50.0,56.8,7.2,10.3,,.543,11.6,10.0,.183,,.541,8.7,84.8,.198
19,19,2021-11-26,,WAS,L,99,101,104.2,106.3,95.0,.149,.351,.494,48.8,60.5,7.4,8.0,,.463,8.2,20.8,.128,,.544,14.9,86.1,.190
20,20,2021-11-29,@,HOU,L,89,102,85.7,98.2,103.8,.299,.494,.452,42.9,51.6,9.6,20.0,,.397,10.9,7.3,.230,,.495,11.4,82.0,.073
21,21,2021-12-01,,HOU,L,110,114,113.5,117.6,96.9,.341,.376,.563,46.7,40.0,9.3,14.3,,.518,11.7,23.8,.259,,.601,16.9,75.8,.241
22,22,2021-12-02,@,MEM,L,79,152,82.8,159.3,95.4,.289,.500,.461,32.9,56.0,2.1,8.3,,.401,18.2,17.0,.237,,.724,8.8,56.3,.135
23,23,2021-12-06,@,DET,W,114,103,116.2,105.0,98.1,.366,.305,.599,43.5,53.7,10.2,19.0,,.555,10.4,14.3,.280,,.495,13.6,68.0,.051
24,24,2021-12-08,@,TOR,W,110,109,114.0,113.0,96.5,.238,.476,.593,46.5,73.7,12.4,5.8,,.554,12.3,17.5,.202,,.532,11.5,71.7,.108
25,25,2021-12-10,,LAL,L,95,116,98.8,120.6,96.2,.146,.458,.465,52.0,55.3,9.4,6.7,,.448,12.8,35.2,.094,,.580,14.3,72.7,.172
26,26,2021-12-12,,DAL,L,84,103,89.8,110.1,93.5,.200,.463,.483,41.9,63.3,3.2,12.3,,.456,11.2,6.4,.138,,.472,5.7,78.3,.200
27,27,2021-12-15,,NOP,L,110,113,113.3,116.4,97.1,.204,.376,.543,46.2,56.4,8.2,7.7,,.489,7.3,17.0,.204,,.556,10.3,77.3,.300
28,28,2021-12-18,,LAC,W,104,103,110.8,109.7,93.9,.109,.337,.539,58.5,53.5,4.3,9.1,,.533,13.5,34.7,.065,,.542,11.6,84.4,.157
29,29,2021-12-20,@,MEM,W,102,99,104.0,100.9,98.1,.333,.452,.529,48.0,66.7,7.1,10.1,,.494,12.7,20.9,.226,,.441,10.1,69.1,.099
30,30,2021-12-22,,DEN,W,108,94,109.7,95.5,98.4,.202,.362,.528,60.6,52.4,7.1,10.0,,.489,9.7,30.0,.170,,.470,10.3,91.8,.179
31,31,2021-12-23,@,PHO,L,101,113,100.3,112.2,100.7,.219,.427,.480,45.8,45.9,6.0,9.3,,.443,10.2,21.2,.167,,.565,11.6,75.0,.086
32,32,2021-12-26,,NOP,W,117,112,113.9,109.0,102.7,.360,.419,.587,49.0,58.5,7.8,9.4,,.552,10.7,15.6,.256,,.468,8.6,78.4,.255
33,33,2021-12-28,@,SAC,L,111,117,107.2,113.0,103.5,.400,.367,.524,44.1,45.7,5.8,10.7,,.450,7.8,14.8,.333,,.511,8.6,77.1,.211
34,34,2021-12-29,@,PHO,L,97,115,101.0,119.8,96.0,.167,.365,.471,44.6,50.0,6.2,1.8,,.432,9.6,26.9,.146,,.528,12.1,63.3,.236
35,35,2021-12-31,,NYK,W,95,80,102.6,86.4,92.6,.080,.494,.527,50.5,58.3,6.5,7.5,,.517,9.1,14.0,.057,,.420,9.9,89.4,.148
36,36,2022-01-02,,DAL,L,86,95,92.0,101.6,93.5,.106,.353,.483,46.1,57.1,11.8,8.7,,.471,11.0,14.6,.071,,.529,15.4,82.9,.059
37,37,2022-01-05,@,MIN,L,90,98,91.8,100.0,98.0,.200,.389,.460,48.6,63.6,11.2,15.2,,.417,14.8,25.9,.167,,.467,13.9,71.7,.156
38,38,2022-01-07,,MIN,L,105,135,100.5,129.3,104.4,.258,.494,.530,50.0,72.2,9.6,8.2,,.489,16.1,26.0,.202,,.650,12.9,80.0,.200
39,39,2022-01-09,,DEN,L,95,99,106.4,110.9,89.3,.136,.432,.509,43.6,76.3,10.1,13.2,,.483,8.8,23.9,.114,,.489,13.5,62.5,.135
40,40,2022-01-11,@,WAS,L,118,122,121.4,125.5,97.2,.153,.398,.564,49.4,48.9,5.1,1.9,,.536,4.6,20.5,.133,,.603,7.6,82.1,.195
41,41,2022-01-13,@,BRK,W,130,109,136.7,114.6,95.1,.198,.495,.657,43.2,68.1,8.4,10.6,,.626,9.2,23.7,.176,,.454,10.0,58.0,.204
42,42,2022-01-15,,CLE,L,102,107,112.3,117.8,90.8,.265,.325,.550,58.0,47.2,4.4,9.6,,.494,13.9,35.0,.241,,.511,6.7,77.1,.207
43,43,2022-01-17,@,DAL,L,102,104,103.7,105.8,98.3,.289,.422,.545,47.2,55.6,10.2,3.9,,.500,12.2,12.2,.229,,.466,9.9,77.1,.250
44,44,2022-01-19,@,SAS,L,96,118,96.9,119.1,99.1,.153,.316,.459,47.9,52.6,5.0,3.6,,.429,11.8,26.4,.122,,.568,8.1,74.4,.094
45,45,2022-01-21,@,CHO,L,98,121,97.8,120.7,100.3,.153,.449,.468,45.6,54.1,6.0,4.0,,.439,9.5,24.6,.122,,.540,10.0,69.8,.141
46,46,2022-01-22,@,CLE,L,87,94,90.8,98.2,95.8,.188,.482,.473,43.2,48.5,14.6,6.1,,.459,14.0,22.0,.106,,.500,19.4,66.7,.237
47,47,2022-01-24,,CHI,L,110,111,108.8,109.8,101.1,.261,.489,.536,46.3,68.4,8.9,10.0,,.500,9.7,19.6,.196,,.545,14.1,77.3,.157
48,48,2022-01-28,,IND,L,110,113,105.6,108.5,94.4,.179,.453,.537,41.7,51.2,11.5,10.7,,.526,11.3,19.6,.105,,.500,15.0,63.5,.189
49,49,2022-01-31,,POR,W,98,81,107.0,88.4,91.6,.198,.477,.524,54.9,62.9,6.5,7.0,,.477,11.4,23.9,.186,,.463,14.2,86.7,.074
50,50,2022-02-02,@,DAL,W,120,114,121.6,115.5,89.4,.291,.430,.619,56.2,61.0,6.1,14.5,,.576,15.7,35.0,.244,,.541,11.3,73.5,.082
51,51,2022-02-04,@,POR,W,96,93,100.4,97.3,95.6,.241,.483,.499,49.5,72.7,5.2,8.8,,.466,12.7,26.5,.172,,.426,10.2,69.6,.069
52,52,2022-02-05,@,SAC,L,103,113,103.1,113.2,99.9,.184,.345,.548,46.6,54.8,8.0,2.0,,.534,13.0,14.9,.115,,.590,13.9,82.9,.181
53,53,2022-02-07,,GSW,L,98,110,102.6,115.2,95.5,.189,.400,.503,55.6,56.8,8.4,5.1,,.472,14.8,34.6,.144,,.591,14.4,84.2,.159
54,54,2022-02-09,,TOR,L,98,117,101.9,121.6,96.2,.161,.540,.526,50.0,77.8,11.4,7.5,,.494,15.4,28.6,.138,,.585,14.5,75.6,.159
55,55,2022-02-11,@,PHI,L,87,100,89.2,102.5,97.6,.133,.389,.457,48.6,60.0,6.1,11.9,,.422,13.6,21.6,.122,,.425,9.5,73.2,.226
56,56,2022-02-12,@,CHI,L,101,106,101.4,106.4,99.6,.341,.409,.499,43.0,64.7,8.0,15.6,,.449,7.3,13.2,.250,,.489,11.6,76.6,.213
57,57,2022-02-14,@,NYK,W,127,123,117.1,113.4,98.3,.281,.354,.589,45.1,58.3,8.3,1.7,,.568,9.3,17.8,.188,,.486,10.6,66.7,.167
58,58,2022-02-16,,SAS,L,106,114,103.0,110.7,102.9,.181,.305,.468,46.7,61.0,5.8,9.4,,.443,6.6,25.9,.124,,.490,10.8,71.4,.184
59,59,2022-02-24,,PHO,L,104,124,98.3,117.2,105.8,.118,.333,.531,49.4,50.0,9.5,7.7,,.505,14.1,14.9,.108,,.610,13.6,92.1,.221
60,60,2022-02-25,@,IND,W,129,125,116.6,113.0,100.2,.238,.307,.578,51.4,46.0,7.2,4.7,,.550,9.0,22.0,.178,,.554,11.2,78.2,.129
61,61,2022-02-28,,SAC,L,110,131,105.3,125.4,104.5,.314,.407,.562,45.2,70.0,11.5,8.9,,.529,14.0,16.7,.221,,.621,13.8,73.8,.264
62,62,2022-03-02,@,DEN,W,119,107,117.4,105.6,101.4,.241,.333,.618,51.5,54.5,10.9,13.6,,.598,12.7,19.6,.172,,.511,14.1,80.4,.167
63,63,2022-03-04,,MIN,L,101,138,93.4,127.6,108.2,.244,.407,.530,48.8,51.4,11.1,9.1,,.483,19.5,19.0,.209,,.659,14.4,81.6,.198
64,64,2022-03-06,,UTA,L,103,116,109.5,123.3,94.1,.207,.435,.513,49.5,51.3,11.7,24.3,,.467,6.5,22.9,.185,,.579,10.2,76.6,.146
65,65,2022-03-08,,MIL,L,115,142,112.4,138.8,102.3,.250,.464,.617,40.4,61.9,5.9,8.3,,.595,13.9,14.0,.179,,.630,10.7,65.2,.160
66,66,2022-03-09,@,MIN,L,102,132,99.2,128.4,102.8,.276,.494,.523,46.7,72.2,7.8,0.0,,.494,13.3,17.6,.184,,.651,12.6,84.6,.233
67,67,2022-03-13,,MEM,L,118,125,116.5,123.4,101.3,.289,.423,.540,43.6,61.0,6.9,11.0,,.490,9.1,27.5,.237,,.525,10.5,60.0,.176
68,68,2022-03-14,,CHO,L,116,134,117.8,136.1,98.5,.211,.489,.590,57.0,73.8,4.1,5.4,,.556,15.5,31.0,.178,,.648,5.6,81.8,.176
69,69,2022-03-16,@,SAS,L,120,122,118.9,120.8,101.0,.354,.427,.633,49.5,55.8,10.9,1.8,,.604,15.2,23.3,.256,,.536,10.1,71.2,.173
70,70,2022-03-18,@,MIA,L,108,120,116.5,129.4,92.7,.274,.405,.574,50.5,47.5,4.3,11.4,,.536,9.6,23.9,.214,,.579,5.6,76.6,.105
71,71,2022-03-20,@,ORL,L,85,90,86.7,91.8,98.0,.196,.522,.425,43.9,63.3,13.3,13.5,,.397,13.8,23.7,.130,,.428,18.3,68.8,.229
72,72,2022-03-21,,BOS,L,123,132,123.2,132.2,99.8,.151,.398,.620,50.0,47.9,5.0,8.7,,.608,10.0,21.7,.108,,.599,7.3,84.2,.337
73,73,2022-03-23,,ORL,W,118,102,121.3,104.8,97.3,.380,.519,.640,49.4,55.3,6.2,14.3,,.589,10.7,12.2,.316,,.478,9.1,81.3,.140
74,74,2022-03-26,@,DEN,L,107,113,107.7,113.7,99.4,.190,.429,.588,43.4,74.4,8.0,9.3,,.548,14.9,11.9,.179,,.529,13.6,75.6,.271
75,75,2022-03-28,@,POR,W,134,131,125.4,122.6,96.8,.278,.500,.663,51.0,66.7,6.5,4.8,,.644,16.5,28.2,.200,,.545,8.5,66.7,.080
76,76,2022-03-30,,ATL,L,118,136,112.4,129.5,105.0,.310,.471,.597,49.4,75.6,4.8,3.8,,.569,15.4,21.3,.218,,.637,10.6,84.2,.220
77,77,2022-04-01,,DET,L,101,110,102.2,111.3,98.9,.345,.405,.522,55.1,66.7,1.0,17.4,,.494,13.4,25.0,.214,,.505,7.3,84.0,.160
78,78,2022-04-03,,PHO,W,117,96,119.7,98.2,97.8,.207,.471,.616,62.1,76.7,7.2,7.8,,.592,14.4,30.8,.161,,.455,10.2,87.5,.169
79,79,2022-04-05,,POR,W,98,94,104.8,100.6,93.5,.272,.358,.540,54.0,38.5,12.8,23.5,,.537,15.0,30.2,.136,,.488,15.9,77.3,.157
80,80,2022-04-06,@,UTA,L,101,137,108.6,147.4,93.0,.189,.411,.518,36.8,73.0,9.7,2.1,,.500,9.3,22.0,.122,,.673,10.1,56.8,.286
81,81,2022-04-08,@,LAL,L,101,120,101.5,120.6,99.5,.216,.330,.524,49.4,52.5,5.0,5.9,,.489,12.7,19.1,.170,,.555,8.3,83.3,.354
82,82,2022-04-10,@,LAC,L,88,138,90.9,142.5,96.8,.092,.347,.432,41.2,45.9,6.2,3.2,,.423,7.3,21.1,.051,,.649,8.0,70.0,.124
