,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
53,53,2022-02-07,@,CHI,W,127,124,130.0,126.9,97.7,.211,.356,.646,52.4,63.3,5.1,7.8,,.611,9.2,25.6,.189,,.533,8.0,75.6,.311
54,54,2022-02-08,@,PHI,W,114,109,112.2,107.3,101.6,.253,.274,.540,52.2,62.8,6.9,8.8,,.484,7.0,22.4,.232,,.517,12.6,86.0,.191
55,55,2022-02-10,,MIL,W,131,107,131.7,107.6,99.4,.322,.333,.637,52.4,68.6,10.1,4.0,,.617,7.2,24.3,.222,,.511,12.4,75.6,.193
56,56,2022-02-12,,ORL,W,132,105,123.2,98.0,107.1,.095,.324,.603,54.2,72.7,7.5,4.3,,.595,6.0,14.9,.067,,.511,12.5,91.8,.184
57,57,2022-02-15,,LAC,W,103,96,105.4,98.2,97.8,.111,.278,.546,53.1,68.2,9.2,6.5,,.533,14.5,26.7,.078,,.464,11.4,75.5,.062
58,58,2022-02-16,,HOU,W,124,121,116.8,114.0,106.2,.419,.279,.609,46.2,61.4,9.4,13.2,,.552,9.7,16.3,.337,,.500,12.8,72.9,.247
59,59,2022-02-24,@,OKC,W,124,104,117.2,98.3,105.8,.244,.395,.651,50.6,69.6,13.2,9.7,,.610,13.6,7.9,.221,,.505,14.1,85.1,.108
60,60,2022-02-25,,NOP,L,102,117,105.7,121.3,96.5,.293,.488,.551,41.1,63.9,6.2,13.8,,.512,13.1,15.9,.220,,.483,8.7,65.2,.379
61,61,2022-02-27,,UTA,L,114,118,125.6,130.0,90.8,.186,.326,.613,46.8,54.5,7.7,9.3,,.587,8.8,27.0,.151,,.559,8.1,65.0,.138
62,62,2022-03-02,,POR,W,120,90,120.9,90.7,99.2,.388,.450,.641,56.8,80.0,14.1,12.8,,.588,13.0,18.9,.325,,.455,16.8,88.6,.244
63,63,2022-03-04,,NYK,W,115,114,116.8,115.8,98.5,.318,.400,.594,40.2,73.7,7.1,5.3,,.547,8.5,7.5,.259,,.541,10.8,71.4,.244
64,64,2022-03-06,@,MIL,L,122,132,123.9,134.0,98.5,.118,.333,.623,36.0,66.0,8.1,7.3,,.613,10.1,15.0,.086,,.626,12.3,60.0,.264
65,65,2022-03-08,@,ORL,W,102,99,98.7,95.8,103.4,.250,.402,.499,49.5,68.6,6.8,11.3,,.451,8.9,13.5,.207,,.418,9.6,84.9,.239
66,66,2022-03-09,@,MIA,W,111,90,111.3,90.3,99.7,.101,.374,.537,59.1,57.8,8.0,9.1,,.510,11.9,30.4,.101,,.455,13.0,87.2,.114
67,67,2022-03-11,,TOR,L,112,117,107.6,112.4,104.1,.193,.409,.587,45.5,61.4,6.7,12.9,,.563,14.4,12.2,.148,,.521,12.7,74.5,.202
68,68,2022-03-13,,LAL,W,140,111,135.7,107.6,103.2,.137,.324,.647,58.0,62.1,11.6,12.2,,.627,7.7,31.8,.118,,.543,16.7,84.1,.284
69,69,2022-03-15,@,NOP,W,131,115,134.3,117.9,97.5,.167,.378,.678,43.0,71.4,9.2,3.8,,.644,7.6,15.8,.167,,.570,15.0,68.3,.198
70,70,2022-03-16,@,HOU,W,129,112,135.9,118.0,94.9,.137,.347,.640,59.8,60.4,5.3,8.7,,.626,9.8,35.1,.105,,.588,10.5,80.0,.141
71,71,2022-03-18,,CHI,W,129,102,136.7,108.1,94.4,.310,.298,.676,57.0,48.9,5.3,6.9,,.625,10.3,29.4,.286,,.453,10.0,75.0,.294
72,72,2022-03-20,@,SAC,W,127,124,116.2,113.5,99.0,.293,.304,.611,54.3,54.3,11.0,8.8,,.565,14.1,23.3,.250,,.516,12.3,81.6,.330
73,73,2022-03-23,@,MIN,W,125,116,127.9,118.7,97.8,.337,.384,.633,48.9,66.7,6.1,17.3,,.593,10.8,26.8,.267,,.511,10.3,68.1,.200
74,74,2022-03-24,@,DEN,W,140,130,141.9,131.8,98.7,.337,.314,.709,43.9,61.5,7.1,6.1,,.680,7.5,15.6,.267,,.685,14.7,70.6,.235
75,75,2022-03-27,,PHI,W,114,104,116.9,106.6,97.5,.195,.310,.603,47.1,53.3,5.1,9.4,,.592,11.3,13.2,.126,,.472,9.1,74.5,.225
76,76,2022-03-30,@,GSW,W,107,103,103.7,99.8,103.2,.326,.304,.509,48.9,52.6,8.7,2.2,,.451,11.7,24.0,.261,,.500,18.3,77.3,.241
77,77,2022-04-01,@,MEM,L,114,122,106.8,114.3,106.7,.198,.314,.610,44.8,57.4,7.5,5.1,,.605,15.4,5.9,.116,,.485,8.8,69.8,.225
78,78,2022-04-03,@,OKC,L,96,117,98.2,119.7,97.8,.191,.427,.498,37.9,59.5,14.3,8.7,,.455,10.2,12.5,.169,,.592,14.4,69.2,.161
79,79,2022-04-05,,LAL,W,121,110,113.0,102.7,107.1,.088,.382,.571,53.5,76.0,9.3,7.0,,.559,11.7,22.0,.069,,.506,13.9,85.7,.267
80,80,2022-04-06,@,LAC,L,109,113,106.6,110.5,102.3,.111,.444,.481,49.5,69.0,10.8,4.9,,.468,9.6,28.1,.074,,.520,14.5,80.0,.467
81,81,2022-04-08,@,UTA,W,111,105,115.2,109.0,96.3,.163,.207,.563,51.1,58.7,7.3,6.0,,.533,11.6,27.5,.141,,.460,9.7,70.0,.273
82,82,2022-04-10,,SAC,L,109,116,110.2,117.3,98.9,.146,.456,.497,55.6,64.3,9.1,14.0,,.476,8.4,32.1,.107,,.618,13.6,94.1,.289
