,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,CHO,L,122,123,112.2,113.2,108.7,.267,.522,.607,52.6,69.0,1.8,13.2,,.561,13.7,19.0,.233,,.491,6.3,78.2,.168
2,2,2021-10-22,@,WAS,L,134,135,126.5,127.4,96.0,.206,.351,.633,52.5,53.8,4.7,10.7,,.613,10.2,17.9,.155,,.622,8.1,85.4,.191
3,3,2021-10-23,,MIA,W,102,91,95.7,85.3,96.6,.216,.402,.480,50.0,47.4,9.4,8.6,,.443,13.1,23.7,.165,,.434,18.5,80.4,.132
4,4,2021-10-25,,MIL,L,109,119,106.5,116.3,102.3,.189,.400,.559,52.8,57.5,5.9,1.9,,.522,16.3,25.5,.167,,.547,11.6,83.3,.306
5,5,2021-10-27,@,TOR,L,100,118,103.0,121.6,97.1,.215,.367,.578,49.4,50.0,6.2,10.0,,.544,20.3,26.5,.177,,.530,8.4,66.0,.120
6,6,2021-10-29,@,BRK,L,98,105,96.2,103.1,101.8,.247,.312,.475,47.9,54.1,8.8,14.0,,.441,12.0,21.6,.172,,.487,16.1,77.8,.408
7,7,2021-10-30,,TOR,L,94,97,97.0,100.1,96.9,.198,.531,.534,45.5,71.4,8.3,16.7,,.512,17.8,18.2,.136,,.484,13.4,72.7,.087
8,8,2021-11-01,,SAS,W,131,118,131.2,118.2,99.9,.132,.418,.680,52.0,71.2,11.0,6.6,,.670,12.7,26.3,.099,,.607,14.4,78.4,.112
9,9,2021-11-03,,NYK,W,111,98,117.8,104.0,94.3,.154,.451,.571,51.6,61.9,7.4,11.1,,.549,10.2,23.8,.121,,.443,9.2,73.6,.241
10,10,2021-11-05,@,POR,L,106,110,112.0,116.2,94.6,.114,.477,.574,48.8,65.1,8.5,4.7,,.568,10.6,16.3,.068,,.591,12.8,84.6,.159
11,11,2021-11-07,@,SAC,W,94,91,100.1,96.9,94.0,.217,.301,.517,62.1,35.1,8.5,14.0,,.482,17.3,34.2,.169,,.429,11.4,83.7,.226
12,12,2021-11-10,@,DEN,L,98,101,109.8,113.2,89.2,.131,.369,.552,55.2,55.0,5.6,20.4,,.542,11.9,26.3,.083,,.500,9.7,77.6,.202
13,13,2021-11-11,@,UTA,W,111,100,115.9,104.4,95.8,.198,.323,.532,58.9,44.2,7.3,9.8,,.505,8.7,33.3,.146,,.524,11.4,84.4,.157
14,14,2021-11-13,,PHI,W,118,113,124.4,119.2,94.8,.183,.341,.666,44.6,70.2,7.4,15.2,,.659,14.5,20.0,.122,,.494,12.1,62.5,.281
