 
,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,@,ATL,L,107,117,42,98,.429,9,35,.257,14,15,.933,15,54,25,4,3,15,20,,45,90,.500,7,25,.280,20,24,.833,4,38,30,12,5,9,18
2,2,2022-10-21,,MEM,L,122,129,44,93,.473,16,35,.457,18,30,.600,13,45,18,4,6,14,22,,45,98,.459,19,42,.452,20,29,.690,17,50,26,8,10,12,21
3,3,2022-10-22,@,MIL,L,105,125,36,93,.387,16,37,.432,17,22,.773,15,47,20,9,6,12,22,,48,85,.565,16,31,.516,13,21,.619,8,47,29,6,10,16,22
4,4,2022-10-24,,UTA,W,114,108,38,90,.422,11,35,.314,27,32,.844,17,47,17,7,7,15,20,,44,93,.473,11,32,.344,9,16,.563,18,49,23,8,10,20,27
5,5,2022-10-26,@,UTA,L,101,109,36,94,.383,11,40,.275,18,24,.750,14,49,19,7,2,19,30,,38,90,.422,13,45,.289,20,30,.667,11,53,28,11,5,15,28
6,6,2022-10-28,@,POR,L,111,125,40,94,.426,14,38,.368,17,21,.810,13,39,23,10,6,15,18,,48,90,.533,13,35,.371,16,20,.800,11,45,30,9,6,15,19
7,7,2022-10-30,@,PHO,L,109,124,38,87,.437,11,34,.324,22,26,.846,17,49,18,7,1,15,25,,45,84,.536,12,40,.300,22,30,.733,10,36,29,9,8,11,22
8,8,2022-10-31,@,LAC,L,93,95,34,88,.386,8,28,.286,17,23,.739,7,44,17,9,8,13,16,,37,87,.425,9,36,.250,12,17,.706,8,46,23,7,10,13,18
9,9,2022-11-02,,LAC,L,101,109,37,88,.420,11,38,.289,16,21,.762,16,50,17,9,5,19,22,,41,84,.488,12,33,.364,15,19,.789,9,43,20,10,6,14,20
10,10,2022-11-05,@,MIN,L,117,129,40,84,.476,16,38,.421,21,31,.677,12,33,27,10,0,22,18,,49,80,.613,15,33,.455,16,20,.800,9,36,38,11,5,24,27
11,11,2022-11-07,@,ORL,W,134,127,46,87,.529,24,48,.500,18,25,.720,14,40,31,9,6,20,23,,45,82,.549,12,25,.480,25,31,.806,11,37,27,7,4,19,25
12,12,2022-11-09,@,TOR,L,109,116,37,84,.440,9,35,.257,26,31,.839,16,49,29,9,7,16,18,,42,102,.412,15,44,.341,17,20,.850,22,50,19,12,9,13,26
13,13,2022-11-12,@,NOP,L,106,119,40,79,.506,12,36,.333,14,18,.778,10,43,24,7,4,26,23,,42,86,.488,8,29,.276,27,31,.871,12,36,28,13,1,12,23
14,14,2022-11-14,,LAC,L,106,122,39,86,.453,9,30,.300,19,31,.613,10,40,20,11,3,14,22,,41,81,.506,14,38,.368,26,33,.788,9,44,25,6,4,16,23
15,15,2022-11-16,@,DAL,W,101,92,35,75,.467,10,22,.455,21,24,.875,9,56,21,1,19,20,19,,31,102,.304,12,55,.218,18,19,.947,13,38,21,9,2,6,19
16,16,2022-11-18,,IND,L,91,99,29,86,.337,6,28,.214,27,32,.844,14,49,15,8,4,17,24,,33,82,.402,12,41,.293,21,27,.778,12,45,25,8,10,15,26
17,17,2022-11-20,,GSW,L,120,127,41,90,.456,15,45,.333,23,27,.852,12,45,24,13,1,12,12,,46,86,.535,24,47,.511,11,15,.733,8,40,38,8,5,17,22
18,18,2022-11-25,,ATL,W,128,122,41,87,.471,12,35,.343,34,41,.829,22,59,25,9,4,21,29,,39,82,.476,15,39,.385,29,36,.806,6,28,14,9,6,13,26
19,19,2022-11-26,,OKC,W,118,105,45,86,.523,18,36,.500,10,14,.714,11,53,25,9,3,24,19,,38,97,.392,10,44,.227,19,23,.826,16,41,19,12,3,15,15
20,20,2022-11-28,@,DEN,L,113,129,39,85,.459,16,44,.364,19,25,.760,12,37,25,4,2,17,20,,50,88,.568,12,30,.400,17,20,.850,13,43,31,8,4,14,22
21,21,2022-11-30,@,DEN,L,100,120,37,88,.420,12,41,.293,14,18,.778,10,39,18,5,6,14,20,,44,83,.530,17,32,.531,15,20,.750,8,42,30,6,8,11,21
22,22,2022-12-02,@,PHO,W,122,121,40,81,.494,8,24,.333,34,43,.791,13,41,19,12,2,16,22,,45,85,.529,17,37,.459,14,19,.737,9,37,30,9,5,17,28
23,23,2022-12-03,@,GSW,L,101,120,40,91,.440,3,28,.107,18,20,.900,14,45,17,6,4,15,14,,45,85,.529,25,52,.481,5,10,.500,6,35,34,8,5,13,24
24,24,2022-12-05,,PHI,W,132,123,42,94,.447,14,39,.359,34,44,.773,16,51,19,9,3,19,27,,39,87,.448,17,36,.472,28,36,.778,11,39,23,10,6,19,34
25,25,2022-12-08,@,SAS,L,109,118,44,98,.449,10,29,.345,11,15,.733,16,42,23,3,4,14,19,,46,83,.554,13,36,.361,13,15,.867,7,38,25,5,7,16,19
26,26,2022-12-11,,MIL,W,97,92,40,91,.440,6,27,.222,11,12,.917,10,49,23,11,8,12,17,,33,90,.367,12,43,.279,14,18,.778,13,52,18,5,6,15,12
27,27,2022-12-13,,PHO,W,111,97,34,81,.420,12,35,.343,31,34,.912,17,67,16,6,9,22,21,,33,103,.320,13,51,.255,18,19,.947,18,44,22,13,7,9,24
28,28,2022-12-15,,MIA,L,108,111,44,94,.468,9,33,.273,11,17,.647,18,51,22,10,4,14,19,,39,88,.443,16,47,.340,17,23,.739,14,40,21,10,6,14,19
29,29,2022-12-17,,POR,L,95,107,36,90,.400,3,29,.103,20,29,.690,18,51,19,7,6,15,18,,40,85,.471,13,36,.361,14,19,.737,10,36,20,8,4,12,20
30,30,2022-12-19,,SAS,L,105,124,40,94,.426,5,24,.208,20,31,.645,16,41,23,13,3,11,16,,46,83,.554,17,34,.500,15,19,.789,9,46,30,6,6,19,23
31,31,2022-12-21,,ORL,L,110,116,41,88,.466,17,43,.395,11,17,.647,9,49,22,6,4,16,23,,41,91,.451,11,37,.297,23,33,.697,11,45,19,11,6,11,18
32,32,2022-12-23,,DAL,L,106,112,37,81,.457,8,26,.308,24,28,.857,12,45,26,9,3,14,21,,36,80,.450,16,44,.364,24,27,.889,7,34,20,10,7,14,21
33,33,2022-12-26,@,CHI,W,133,118,50,90,.556,17,44,.386,16,22,.727,8,45,28,7,5,12,15,,45,92,.489,13,35,.371,15,21,.714,8,35,27,6,2,8,19
34,34,2022-12-27,@,BOS,L,102,126,38,95,.400,14,45,.311,12,14,.857,13,49,24,5,2,13,16,,43,91,.473,20,56,.357,20,23,.870,9,49,32,8,5,10,14
35,35,2022-12-29,@,DAL,L,114,129,38,86,.442,12,34,.353,26,37,.703,12,48,21,5,0,12,23,,47,91,.516,18,45,.400,17,25,.680,6,44,30,7,8,8,26
36,36,2022-12-31,,NYK,L,88,108,29,77,.377,14,46,.304,16,23,.696,12,52,20,4,6,24,24,,35,90,.389,15,51,.294,23,32,.719,16,46,20,10,5,10,20
