,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,@,PHO,L,105,107,35,75,.467,14,35,.400,21,34,.618,5,40,17,6,4,12,22,,40,85,.471,8,22,.364,19,22,.864,8,40,25,4,5,12,29
2,2,2022-10-22,,MEM,W,137,96,45,90,.500,17,39,.436,30,36,.833,15,52,23,7,7,15,24,,34,79,.430,9,33,.273,19,24,.792,6,29,20,4,8,17,29
3,3,2022-10-25,@,NOP,L,111,113,41,82,.500,12,39,.308,17,24,.708,11,37,18,8,5,11,16,,44,76,.579,12,27,.444,13,18,.722,4,26,25,7,3,14,21
4,4,2022-10-27,@,BRK,W,129,125,41,81,.506,20,40,.500,27,35,.771,7,37,25,8,4,17,23,,43,93,.462,12,35,.343,27,30,.900,13,45,20,10,6,13,28
5,5,2022-10-29,,OKC,L,111,117,38,95,.400,8,40,.200,27,34,.794,12,49,17,8,5,16,30,,44,89,.494,5,25,.200,24,31,.774,9,47,25,9,6,15,29
6,6,2022-10-30,,ORL,W,114,105,41,83,.494,11,35,.314,21,28,.750,5,37,15,10,1,4,22,,37,81,.457,11,29,.379,20,27,.741,11,47,20,2,5,12,23
7,7,2022-11-02,,UTA,W,103,100,42,84,.500,11,38,.289,8,15,.533,7,37,20,9,4,11,14,,39,84,.464,10,30,.333,12,14,.857,12,40,28,6,1,16,17
8,8,2022-11-04,,TOR,W,111,110,39,77,.506,12,34,.353,21,25,.840,6,31,23,12,3,18,21,,39,88,.443,11,34,.324,21,25,.840,18,44,20,10,4,19,22
9,9,2022-11-07,,BRK,W,96,94,32,72,.444,12,28,.429,20,24,.833,12,41,18,7,3,22,20,,35,80,.438,10,29,.345,14,19,.737,14,34,22,13,5,13,26
10,10,2022-11-09,@,ORL,L,87,94,32,85,.376,11,42,.262,12,19,.632,4,29,17,14,4,4,19,,36,73,.493,8,21,.381,14,21,.667,4,49,20,1,6,18,20
11,11,2022-11-10,@,WAS,L,105,113,37,86,.430,18,47,.383,13,21,.619,7,41,19,9,1,12,13,,41,84,.488,12,30,.400,19,20,.950,8,52,25,5,5,17,21
12,12,2022-11-12,,POR,W,117,112,41,81,.506,14,43,.326,21,26,.808,7,40,26,8,2,11,27,,36,80,.450,13,31,.419,27,35,.771,12,44,20,6,2,12,21
13,13,2022-11-15,,LAC,W,103,101,35,80,.438,17,43,.395,16,24,.667,8,34,20,12,1,12,20,,34,64,.531,12,28,.429,21,26,.808,3,40,23,8,2,21,27
14,14,2022-11-16,,HOU,L,92,101,31,102,.304,12,55,.218,18,19,.947,13,38,21,9,2,6,19,,35,75,.467,10,22,.455,21,24,.875,9,56,21,1,19,20,19
15,15,2022-11-18,,DEN,W,127,99,46,77,.597,13,32,.406,22,28,.786,6,44,29,5,3,10,19,,38,90,.422,10,30,.333,13,18,.722,13,36,24,4,1,11,20
16,16,2022-11-20,,DEN,L,97,98,35,78,.449,15,42,.357,12,21,.571,6,36,24,5,3,12,18,,37,78,.474,9,27,.333,15,19,.789,4,44,22,10,5,15,20
17,17,2022-11-23,@,BOS,L,112,125,44,82,.537,11,31,.355,13,21,.619,5,35,20,4,3,14,23,,45,84,.536,17,34,.500,18,21,.857,6,38,29,4,4,11,22
18,18,2022-11-26,@,TOR,L,100,105,35,73,.479,11,39,.282,19,24,.792,4,34,28,7,5,16,26,,38,88,.432,8,26,.308,21,26,.808,17,48,20,10,2,13,21
19,19,2022-11-27,@,MIL,L,115,124,41,80,.513,17,41,.415,16,25,.640,6,32,23,6,2,13,17,,48,86,.558,17,37,.459,11,15,.733,8,40,28,8,5,13,24
20,20,2022-11-29,,GSW,W,116,113,42,91,.462,15,44,.341,17,27,.630,8,39,21,7,4,13,21,,42,88,.477,11,43,.256,18,23,.783,10,50,27,6,3,18,23
21,21,2022-12-01,@,DET,L,125,131,46,86,.535,19,46,.413,14,29,.483,4,30,25,8,7,13,24,,51,94,.543,15,35,.429,14,24,.583,13,52,29,9,0,13,26
22,22,2022-12-03,@,NYK,W,121,100,43,100,.430,24,61,.393,11,14,.786,14,50,27,7,5,11,20,,35,77,.455,10,31,.323,20,28,.714,7,45,18,7,1,19,17
23,23,2022-12-05,,PHO,W,130,111,44,84,.524,20,41,.488,22,26,.846,10,41,23,7,6,12,23,,40,91,.440,13,37,.351,18,26,.692,13,41,28,5,5,11,16
24,24,2022-12-06,@,DEN,W,116,115,36,72,.500,17,36,.472,27,31,.871,4,35,27,10,4,15,32,,40,78,.513,13,32,.406,22,28,.786,8,36,30,8,4,17,28
25,25,2022-12-09,,MIL,L,105,106,41,88,.466,13,40,.325,10,24,.417,12,43,21,8,6,10,21,,38,87,.437,11,32,.344,19,23,.826,13,51,27,5,4,15,21
26,26,2022-12-10,@,CHI,L,115,144,41,90,.456,11,44,.250,22,26,.846,8,37,24,5,4,8,17,,54,85,.635,19,34,.559,17,24,.708,4,44,33,8,5,8,17
27,27,2022-12-12,,OKC,W,121,114,39,93,.419,22,54,.407,21,25,.840,16,50,24,4,3,14,19,,42,88,.477,10,31,.323,20,21,.952,10,42,21,4,1,13,22
28,28,2022-12-14,,CLE,L,90,105,29,74,.392,13,38,.342,19,26,.731,6,33,17,2,3,12,15,,41,78,.526,8,24,.333,15,19,.789,5,43,26,5,2,6,20
29,29,2022-12-16,,POR,W,130,110,45,81,.556,18,43,.419,22,26,.846,3,40,25,4,5,12,19,,39,89,.438,13,37,.351,19,25,.760,10,42,21,4,2,12,22
30,30,2022-12-17,@,CLE,L,99,100,36,88,.409,15,49,.306,12,19,.632,5,45,19,5,6,11,20,,40,94,.426,7,36,.194,13,22,.591,9,51,23,6,5,10,24
31,31,2022-12-19,@,MIN,L,106,116,31,76,.408,19,45,.422,25,31,.806,8,42,23,5,5,15,23,,42,89,.472,12,31,.387,20,24,.833,9,44,19,5,4,10,24
32,32,2022-12-21,@,MIN,W,104,99,34,75,.453,13,39,.333,23,27,.852,7,39,17,6,3,13,12,,42,85,.494,8,30,.267,7,10,.700,8,39,23,7,4,13,24
33,33,2022-12-23,@,HOU,W,112,106,36,80,.450,16,44,.364,24,27,.889,7,34,20,10,7,14,21,,37,81,.457,8,26,.308,24,28,.857,12,45,26,9,3,14,21
34,34,2022-12-25,,LAL,W,124,115,44,84,.524,18,44,.409,18,25,.720,11,38,31,6,3,11,26,,39,80,.488,9,28,.321,28,32,.875,6,35,18,5,2,8,23
35,35,2022-12-27,,NYK,W,126,121,44,90,.489,13,46,.283,25,33,.758,7,47,20,4,5,9,25,,45,103,.437,16,50,.320,15,24,.625,17,55,27,5,0,9,23
36,36,2022-12-29,,HOU,W,129,114,47,91,.516,18,45,.400,17,25,.680,6,44,30,7,8,8,26,,38,86,.442,12,34,.353,26,37,.703,12,48,21,5,0,12,23
37,37,2022-12-31,@,SAS,W,126,125,50,86,.581,14,34,.412,12,21,.571,6,26,21,5,3,5,24,,47,85,.553,8,19,.421,23,32,.719,15,48,28,1,0,13,21
38,38,2023-01-02,@,HOU,W,111,106,34,81,.420,13,43,.302,30,34,.882,8,41,19,8,6,8,19,,38,82,.463,9,29,.310,21,29,.724,8,46,21,4,4,10,28
