,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,@,SAC,W,115,108,113.6,106.7,101.2,.375,.318,.561,51.8,51.3,10.9,4.9,,.506,9.7,22.9,.295,,.559,13.8,89.2,.153
2,2,2022-10-21,,PHO,W,113,111,109.0,107.0,93.9,.439,.354,.577,53.9,38.9,7.7,7.5,,.500,15.5,28.9,.378,,.511,13.4,79.5,.160
3,3,2022-10-23,@,LAL,W,106,104,105.8,103.8,100.2,.321,.321,.553,56.5,51.4,6.0,8.5,,.500,16.5,30.2,.262,,.478,11.4,79.6,.174
4,4,2022-10-24,,DEN,W,135,110,143.5,116.9,94.1,.373,.422,.698,54.2,47.9,3.2,10.0,,.675,7.6,24.3,.277,,.560,7.6,78.3,.088
5,5,2022-10-26,,MIA,L,98,119,103.6,125.8,94.6,.333,.474,.548,45.2,58.8,9.5,8.2,,.513,17.5,26.2,.231,,.592,14.4,64.3,.184
6,6,2022-10-28,,HOU,W,125,111,124.3,110.4,100.5,.222,.389,.633,53.6,62.5,9.0,10.7,,.606,13.2,29.7,.178,,.500,12.7,72.3,.181
7,7,2022-11-02,,MEM,L,106,111,107.2,112.3,98.9,.292,.371,.528,50.0,75.0,5.1,5.5,,.478,16.6,30.8,.236,,.536,12.9,75.0,.265
8,8,2022-11-04,@,PHO,W,108,106,114.8,112.7,94.1,.176,.271,.590,51.9,69.8,6.4,6.1,,.565,15.7,29.7,.141,,.518,15.6,70.5,.241
9,9,2022-11-05,@,PHO,L,82,102,86.5,107.5,94.9,.304,.190,.458,47.6,73.3,5.3,13.5,,.424,16.0,19.5,.190,,.494,12.9,74.4,.256
10,10,2022-11-07,@,MIA,W,110,107,117.3,114.1,93.8,.292,.514,.677,53.6,71.1,7.5,4.4,,.639,18.1,12.9,.250,,.560,9.9,86.8,.155
11,11,2022-11-09,@,CHO,W,105,95,115.2,104.3,91.1,.333,.453,.610,51.7,70.0,5.5,7.8,,.607,16.5,26.7,.187,,.429,9.8,64.9,.187
12,12,2022-11-10,@,NOP,W,106,95,113.4,101.7,93.5,.306,.400,.550,50.5,67.6,8.6,3.9,,.506,7.7,23.4,.235,,.481,16.0,79.5,.241
13,13,2022-11-12,@,DAL,L,112,117,119.0,124.4,94.1,.438,.388,.587,52.4,55.6,6.4,5.3,,.531,11.2,26.7,.338,,.593,10.6,82.1,.259
14,14,2022-11-15,,SAS,W,117,110,121.1,113.8,96.6,.329,.405,.647,50.6,53.7,6.2,5.4,,.614,14.2,25.0,.253,,.571,17.0,73.2,.153
15,15,2022-11-17,,BRK,L,107,109,105.7,107.7,101.2,.290,.387,.510,45.3,61.1,8.9,10.0,,.457,7.9,16.0,.237,,.576,16.0,86.1,.228
16,16,2022-11-19,,UTA,L,113,118,113.3,118.3,99.7,.325,.506,.595,50.6,69.2,11.0,15.4,,.548,15.2,24.4,.265,,.538,11.4,75.0,.220
17,17,2022-11-21,@,MIL,L,111,119,110.8,118.8,100.2,.204,.312,.548,48.8,43.2,5.0,5.2,,.516,12.9,27.3,.161,,.599,12.6,73.7,.186
18,18,2022-11-23,@,CLE,L,96,114,110.8,131.6,86.6,.167,.397,.573,45.1,80.0,10.4,8.5,,.532,16.0,28.2,.167,,.635,16.0,65.6,.270
19,19,2022-11-25,@,NYK,W,132,129,123.3,120.5,97.0,.600,.376,.614,52.2,57.1,2.8,4.7,,.553,10.0,28.9,.447,,.500,7.9,74.5,.229
20,20,2022-11-27,@,BRK,L,97,111,109.6,125.4,88.5,.278,.418,.547,52.5,77.1,4.5,4.7,,.519,12.8,24.4,.190,,.622,7.5,88.6,.179
21,21,2022-11-29,,LAC,L,112,118,115.2,121.4,97.2,.167,.389,.580,47.3,57.1,6.2,12.1,,.561,10.2,20.9,.122,,.534,11.4,70.8,.258
22,22,2022-11-30,@,LAL,L,109,128,111.9,131.4,97.4,.233,.267,.549,48.4,50.0,4.1,8.3,,.511,9.2,25.5,.189,,.567,6.1,71.7,.186
23,23,2022-12-03,@,UTA,W,116,111,118.5,113.4,97.9,.365,.294,.588,52.7,46.3,5.1,12.5,,.541,11.6,26.1,.282,,.530,11.9,78.7,.262
24,24,2022-12-04,,IND,W,116,100,119.4,102.9,97.2,.256,.465,.606,50.6,76.2,10.3,5.2,,.587,13.6,25.6,.174,,.495,13.5,73.9,.110
25,25,2022-12-08,,DEN,L,120,121,124.8,125.8,96.1,.176,.440,.612,44.2,68.2,10.4,4.9,,.571,10.9,28.9,.176,,.582,13.7,61.0,.165
26,26,2022-12-10,,MIN,W,124,118,125.2,119.2,99.0,.337,.410,.650,61.6,46.5,5.0,6.7,,.596,14.4,31.4,.301,,.602,12.2,89.5,.217
27,27,2022-12-12,,MIN,W,133,112,128.4,108.1,103.6,.236,.517,.677,59.3,66.7,3.9,6.1,,.657,15.5,26.8,.180,,.548,9.0,86.0,.108
28,28,2022-12-14,@,SAS,W,128,112,128.7,112.6,99.5,.210,.494,.723,50.0,53.1,5.0,4.4,,.716,16.1,16.1,.148,,.521,9.5,71.4,.113
29,29,2022-12-16,@,DAL,L,110,130,110.2,130.2,99.9,.281,.416,.550,51.2,53.8,4.0,5.3,,.511,10.7,21.3,.213,,.667,11.5,91.4,.272
30,30,2022-12-17,@,HOU,W,107,95,114.8,102.0,93.2,.224,.424,.573,41.4,50.0,8.6,6.6,,.547,11.4,23.3,.165,,.417,12.7,59.1,.222
31,31,2022-12-19,@,OKC,L,121,123,123.4,125.5,98.0,.239,.420,.622,53.6,59.1,5.1,3.5,,.591,14.1,33.3,.193,,.517,8.8,73.8,.364
32,32,2022-12-21,@,OKC,L,98,101,106.4,109.7,92.1,.114,.456,.591,49.3,74.4,9.8,9.4,,.582,17.8,24.3,.076,,.519,17.0,75.0,.273
33,33,2022-12-23,@,DEN,L,107,120,110.7,124.2,96.7,.299,.402,.543,53.1,61.5,5.2,5.0,,.500,11.7,27.7,.230,,.642,9.8,88.2,.198
34,34,2022-12-26,,CHO,W,124,113,121.5,110.7,102.1,.326,.442,.631,52.6,65.1,7.8,13.4,,.581,13.2,27.0,.279,,.456,9.5,69.0,.184
35,35,2022-12-30,@,GSW,L,112,118,119.1,125.5,94.0,.253,.429,.554,51.6,52.4,2.1,8.3,,.527,12.2,37.0,.176,,.555,10.7,65.3,.187
36,36,2023-01-02,,DET,W,135,106,122.7,96.3,110.0,.417,.369,.679,49.4,60.4,14.5,9.4,,.655,15.3,14.3,.298,,.451,17.3,80.9,.390
37,37,2023-01-04,@,MIN,L,106,113,112.4,119.8,94.3,.560,.387,.567,54.2,54.5,8.5,13.5,,.500,14.6,32.4,.413,,.572,13.2,77.1,.342
38,38,2023-01-06,@,IND,L,99,108,95.7,104.4,103.4,.181,.351,.488,55.9,78.9,4.8,1.7,,.452,15.1,24.5,.149,,.494,11.1,90.9,.298
39,39,2023-01-08,@,TOR,L,105,117,106.2,118.3,98.9,.487,.395,.569,50.6,55.9,5.1,6.7,,.507,19.3,26.3,.368,,.505,8.8,71.1,.275
40,40,2023-01-10,,ORL,L,106,109,109.9,113.0,96.5,.218,.402,.556,55.1,52.4,10.4,13.0,,.517,14.4,31.0,.184,,.571,15.2,83.3,.256
41,41,2023-01-12,,CLE,L,113,119,113.5,119.6,99.5,.372,.423,.623,45.0,42.5,6.0,6.0,,.583,15.0,13.5,.282,,.534,9.7,72.1,.270
42,42,2023-01-14,,DAL,W,136,119,142.7,124.9,95.3,.250,.466,.696,65.3,69.4,7.3,11.1,,.653,8.4,30.3,.239,,.659,10.0,94.9,.134
43,43,2023-01-15,,DAL,W,140,123,143.7,126.2,97.5,.494,.518,.676,51.3,65.1,3.1,12.8,,.606,6.3,23.5,.435,,.539,8.0,71.7,.303
44,44,2023-01-17,@,DEN,L,113,122,114.8,123.9,98.4,.301,.482,.601,45.5,55.3,3.0,7.1,,.536,12.1,13.9,.289,,.563,9.9,73.2,.261
45,45,2023-01-19,,PHI,L,95,105,99.1,109.5,95.9,.341,.435,.486,50.6,59.4,4.2,5.5,,.429,13.3,25.5,.259,,.556,11.8,86.1,.185
46,46,2023-01-22,,LAL,L,112,121,116.2,125.5,96.4,.291,.535,.577,42.7,64.9,5.2,12.5,,.529,10.2,21.2,.244,,.581,10.9,73.0,.244
47,47,2023-01-23,,SAS,W,147,127,146.6,126.7,100.3,.239,.359,.723,47.4,61.8,11.0,6.3,,.707,8.1,23.5,.185,,.594,12.9,66.7,.222
48,48,2023-01-25,,UTA,W,134,124,134.5,124.5,99.6,.202,.404,.691,53.9,51.0,9.0,8.2,,.669,9.4,18.2,.169,,.633,11.9,81.4,.111
49,49,2023-01-28,,TOR,L,105,123,116.8,136.8,89.9,.303,.316,.610,37.5,45.0,3.3,9.7,,.572,11.3,9.1,.237,,.576,5.7,61.5,.185
50,50,2023-01-30,,ATL,W,129,125,138.5,134.2,93.2,.342,.506,.710,41.6,55.8,2.1,10.9,,.665,8.1,9.7,.304,,.537,5.3,63.0,.255
51,51,2023-02-01,@,MEM,W,122,112,124.0,113.8,98.4,.310,.414,.617,48.2,58.5,3.0,10.0,,.552,11.6,22.0,.299,,.523,10.8,72.7,.241
52,52,2023-02-03,@,WAS,W,124,116,135.2,126.5,91.7,.261,.466,.632,48.1,58.1,5.5,3.9,,.585,6.7,25.6,.239,,.571,9.6,75.0,.238
53,53,2023-02-04,@,CHI,L,121,129,125.8,134.2,96.2,.241,.494,.629,44.6,50.0,3.1,5.6,,.586,8.6,16.7,.218,,.675,11.7,81.3,.263
54,54,2023-02-06,,MIL,L,108,127,102.9,120.9,105.0,.319,.396,.520,33.7,62.2,4.8,4.4,,.456,7.2,2.0,.275,,.632,12.7,79.4,.195
55,55,2023-02-08,,GSW,W,125,122,126.0,122.9,99.2,.410,.346,.679,59.5,58.1,6.0,6.3,,.603,18.6,35.3,.397,,.582,9.8,77.8,.093
56,56,2023-02-10,,OKC,L,129,138,135.8,145.2,95.0,.408,.526,.720,52.5,69.0,3.2,8.5,,.658,16.7,32.1,.382,,.639,9.2,69.7,.386
