,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
72,72,2023-03-20,@,CHO,L,109,115,107.3,113.2,101.6,.415,.317,.562,56.5,73.0,4.9,10.2,,.506,17.8,32.5,.317,,.511,9.6,77.8,.256
73,73,2023-03-22,@,TOR,W,118,114,120.7,116.6,97.7,.325,.273,.670,49.4,62.8,4.1,9.1,,.630,17.0,22.9,.273,,.478,8.6,70.5,.326
74,74,2023-03-24,@,BOS,L,95,120,91.3,115.3,104.0,.262,.310,.507,47.3,61.5,8.7,7.8,,.488,15.4,13.0,.155,,.570,12.1,80.9,.151
75,75,2023-03-25,@,ATL,L,130,143,127.8,140.6,101.7,.125,.385,.642,43.2,63.5,6.9,10.6,,.615,14.4,27.0,.125,,.630,9.3,59.5,.229
76,76,2023-03-27,,DAL,L,104,127,106.9,130.6,97.3,.247,.301,.504,56.6,51.3,6.2,6.5,,.462,11.2,32.6,.194,,.675,12.6,87.9,.181
77,77,2023-03-29,,MIL,L,136,149,127.0,139.1,107.1,.218,.297,.614,35.8,67.9,8.4,5.9,,.594,6.7,20.8,.158,,.677,14.5,57.6,.247
78,78,2023-03-31,,OKC,W,121,117,119.0,115.1,101.6,.286,.418,.548,55.4,66.7,4.9,6.9,,.520,12.0,37.0,.194,,.500,8.9,76.6,.330
79,79,2023-04-02,@,CLE,L,105,115,109.0,119.4,96.3,.349,.289,.548,50.6,58.3,5.2,9.1,,.488,13.5,26.8,.289,,.539,9.0,71.7,.200
80,80,2023-04-05,,NYK,L,129,138,124.4,133.0,103.7,.345,.345,.644,41.6,73.3,5.8,9.3,,.603,14.5,23.8,.276,,.610,11.2,57.4,.160
81,81,2023-04-07,,DET,L,115,122,112.0,118.9,102.6,.337,.373,.603,50.0,70.7,6.8,5.1,,.560,16.6,22.0,.265,,.561,11.4,76.7,.233
82,82,2023-04-09,@,NYK,W,141,136,127.3,122.8,110.8,.427,.382,.667,45.4,71.7,7.2,13.2,,.624,12.4,19.0,.337,,.551,11.3,65.5,.157
