,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-20,@,LAL,W,103,97,37,80,.463,9,29,.310,20,31,.645,10,58,18,7,7,22,24,,33,94,.351,9,45,.200,22,26,.846,8,38,23,13,5,10,24
2,2,2022-10-22,@,SAC,W,111,109,41,81,.506,9,22,.409,20,22,.909,5,40,24,8,3,13,21,,40,85,.471,14,35,.400,15,26,.577,9,39,24,5,5,12,21
3,3,2022-10-23,,PHO,L,95,112,36,82,.439,9,32,.281,14,20,.700,9,43,16,10,0,14,18,,43,93,.462,15,42,.357,11,12,.917,13,49,29,5,3,12,18
4,4,2022-10-25,@,OKC,L,94,108,35,83,.422,10,31,.323,14,18,.778,7,47,21,5,14,18,18,,42,110,.382,4,30,.133,20,25,.800,21,60,19,12,8,5,13
5,5,2022-10-27,@,OKC,L,110,118,44,82,.537,9,28,.321,13,18,.722,10,44,21,6,5,19,17,,47,95,.495,17,38,.447,7,8,.875,13,36,27,10,4,11,21
6,6,2022-10-30,,NOP,L,91,112,36,86,.419,11,39,.282,8,13,.615,8,39,24,3,6,14,15,,46,93,.495,15,36,.417,5,8,.625,12,50,32,9,1,10,15
7,7,2022-10-31,,HOU,W,95,93,37,87,.425,9,36,.250,12,17,.706,8,46,23,7,10,13,18,,34,88,.386,8,28,.286,17,23,.739,7,44,17,9,8,13,16
8,8,2022-11-02,@,HOU,W,109,101,41,84,.488,12,33,.364,15,19,.789,9,43,20,10,6,14,20,,37,88,.420,11,38,.289,16,21,.762,16,50,17,9,5,19,22
9,9,2022-11-04,@,SAS,W,113,106,42,80,.525,15,33,.455,14,19,.737,3,44,26,6,5,16,25,,42,88,.477,12,31,.387,10,18,.556,6,35,23,7,2,13,17
10,10,2022-11-06,,UTA,L,102,110,43,87,.494,8,33,.242,8,13,.615,4,32,22,11,2,13,26,,35,75,.467,15,40,.375,25,26,.962,7,42,18,5,4,20,15
11,11,2022-11-07,,CLE,W,119,117,40,79,.506,17,38,.447,22,28,.786,4,31,19,8,2,9,19,,43,83,.518,16,33,.485,15,21,.714,10,48,29,6,2,17,21
12,12,2022-11-09,,LAL,W,114,101,41,81,.506,12,33,.364,20,26,.769,6,41,24,10,7,15,24,,40,88,.455,10,32,.313,11,17,.647,8,43,26,7,2,15,20
13,13,2022-11-12,,BRK,L,95,110,34,85,.400,11,31,.355,16,20,.800,10,46,22,4,6,16,17,,40,83,.482,16,35,.457,14,21,.667,6,41,27,9,6,12,18
14,14,2022-11-14,@,HOU,W,122,106,41,81,.506,14,38,.368,26,33,.788,9,44,25,6,4,16,23,,39,86,.453,9,30,.300,19,31,.613,10,40,20,11,3,14,22
15,15,2022-11-15,@,DAL,L,101,103,34,64,.531,12,28,.429,21,26,.808,3,40,23,8,2,21,27,,35,80,.438,17,43,.395,16,24,.667,8,34,20,12,1,12,20
16,16,2022-11-17,,DET,W,96,91,33,81,.407,11,30,.367,19,24,.792,10,51,17,1,1,18,21,,33,88,.375,6,31,.194,19,24,.792,10,43,15,9,7,12,26
17,17,2022-11-19,,SAS,W,119,97,44,81,.543,21,40,.525,10,19,.526,7,35,32,9,1,12,20,,36,87,.414,7,26,.269,18,21,.857,15,43,22,4,2,15,13
18,18,2022-11-21,,UTA,W,121,114,47,91,.516,9,24,.375,18,19,.947,12,41,26,6,6,16,20,,40,89,.449,12,38,.316,22,24,.917,16,45,22,8,5,17,18
19,19,2022-11-23,@,GSW,L,107,124,39,86,.453,11,29,.379,18,27,.667,10,43,22,5,2,16,13,,48,97,.495,19,51,.373,9,13,.692,12,45,36,11,5,13,26
20,20,2022-11-25,,DEN,L,104,114,37,68,.544,11,22,.500,19,34,.559,4,33,22,1,5,14,20,,44,89,.494,10,30,.333,16,23,.696,10,37,27,9,5,6,24
21,21,2022-11-27,,IND,W,114,100,42,94,.447,6,32,.188,24,32,.750,18,62,33,7,4,18,18,,36,94,.383,9,42,.214,19,23,.826,9,39,23,14,4,11,28
22,22,2022-11-29,@,POR,W,118,112,41,89,.461,13,31,.419,23,28,.821,14,48,26,6,7,13,18,,42,90,.467,17,35,.486,11,15,.733,9,43,24,6,7,11,23
