,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,@,TOR,L,105,108,38,77,.494,10,28,.357,19,23,.826,6,38,25,5,5,17,21,,36,86,.419,13,30,.433,23,32,.719,12,41,19,15,4,13,23
2,2,2022-10-22,@,CHI,W,128,96,48,85,.565,16,27,.593,16,18,.889,8,48,32,4,5,17,17,,34,84,.405,7,29,.241,21,25,.840,10,35,19,12,7,10,19
3,3,2022-10-23,,WAS,W,117,107,41,96,.427,13,33,.394,22,25,.880,16,48,19,10,5,13,20,,43,87,.494,12,28,.429,9,15,.600,4,35,25,9,4,18,24
4,4,2022-10-26,,ORL,W,103,92,36,87,.414,10,33,.303,21,30,.700,12,43,25,6,3,12,22,,35,81,.432,6,24,.250,16,21,.762,10,43,19,6,6,16,29
5,5,2022-10-28,@,BOS,W,132,123,45,87,.517,16,35,.457,26,34,.765,9,42,18,5,2,15,28,,42,82,.512,13,33,.394,26,32,.813,5,34,28,9,2,19,27
6,6,2022-10-30,,NYK,W,121,108,41,89,.461,23,50,.460,16,19,.842,10,43,33,3,5,14,22,,45,92,.489,10,27,.370,8,16,.500,12,45,26,9,2,14,25
7,7,2022-11-02,,BOS,W,114,113,42,100,.420,11,39,.282,19,24,.792,9,51,24,6,4,11,23,,38,93,.409,11,41,.268,26,27,.963,8,52,26,5,9,14,24
8,8,2022-11-04,@,DET,W,112,88,44,81,.543,11,26,.423,13,16,.813,10,47,30,5,13,18,15,,31,83,.373,13,37,.351,13,15,.867,9,34,16,10,6,18,22
9,9,2022-11-06,@,LAL,W,114,100,37,84,.440,8,32,.250,32,36,.889,9,48,19,7,6,12,20,,40,87,.460,8,27,.296,12,21,.571,10,43,24,4,4,16,26
10,10,2022-11-07,@,LAC,L,117,119,43,83,.518,16,33,.485,15,21,.714,10,48,29,6,2,17,21,,40,79,.506,17,38,.447,22,28,.786,4,31,19,8,2,9,19
11,11,2022-11-09,@,SAC,L,120,127,46,86,.535,11,26,.423,17,20,.850,12,42,24,4,1,18,23,,40,76,.526,17,39,.436,30,35,.857,2,24,30,12,4,9,20
12,12,2022-11-11,@,GSW,L,101,106,37,92,.402,8,30,.267,19,26,.731,14,46,25,6,3,10,17,,40,82,.488,15,36,.417,11,14,.786,8,44,29,5,3,14,27
13,13,2022-11-13,,MIN,L,124,129,40,89,.449,17,34,.500,27,39,.692,16,40,22,6,1,10,22,,46,82,.561,12,24,.500,25,34,.735,11,47,30,5,4,13,30
14,14,2022-11-16,@,MIL,L,98,113,36,84,.429,12,28,.429,14,17,.824,6,34,22,7,7,8,18,,41,86,.477,16,39,.410,15,27,.556,13,52,26,5,6,14,16
15,15,2022-11-18,,CHO,W,132,122,49,92,.533,8,28,.286,26,32,.813,7,50,25,8,8,19,25,,44,110,.400,14,44,.318,20,24,.833,17,53,24,11,6,14,33
16,16,2022-11-20,,MIA,W,113,87,44,83,.530,13,37,.351,12,16,.750,13,49,31,7,1,19,23,,31,80,.388,6,31,.194,19,22,.864,11,30,17,6,3,16,16
17,17,2022-11-21,,ATL,W,114,102,42,70,.600,10,19,.526,20,23,.870,3,37,24,8,3,19,17,,38,87,.437,11,34,.324,15,17,.882,10,35,24,11,3,16,21
18,18,2022-11-23,,POR,W,114,96,41,74,.554,12,27,.444,20,23,.870,11,39,22,4,4,16,14,,35,78,.449,13,31,.419,13,13,1.000,11,32,28,9,4,16,24
19,19,2022-11-25,@,MIL,L,102,117,34,87,.391,12,33,.364,22,26,.846,10,41,12,9,2,9,17,,42,83,.506,15,32,.469,18,25,.720,8,43,27,4,9,13,22
20,20,2022-11-27,@,DET,W,102,94,33,77,.429,8,28,.286,28,33,.848,10,41,14,3,4,14,20,,36,79,.456,8,28,.286,14,26,.538,7,36,14,9,6,13,26
21,21,2022-11-28,@,TOR,L,88,100,34,90,.378,7,38,.184,13,16,.813,13,47,21,7,3,9,18,,37,84,.440,12,28,.429,14,17,.824,7,45,23,4,5,10,17
22,22,2022-11-30,,PHI,W,113,85,45,74,.608,15,29,.517,8,10,.800,6,40,28,10,3,18,13,,32,77,.416,6,26,.231,15,18,.833,7,30,19,7,1,16,11
23,23,2022-12-02,,ORL,W,107,96,41,84,.488,16,42,.381,9,9,1.000,5,33,22,7,5,12,14,,40,81,.494,8,23,.348,8,12,.667,11,40,19,6,4,17,13
24,24,2022-12-04,@,NYK,L,81,92,29,83,.349,8,35,.229,15,20,.750,8,39,17,7,6,17,15,,35,86,.407,5,29,.172,17,21,.810,14,54,17,6,3,20,16
25,25,2022-12-06,,LAL,W,116,102,48,93,.516,7,27,.259,13,17,.765,9,44,25,11,3,7,20,,38,89,.427,6,36,.167,20,24,.833,14,43,16,4,6,16,13
26,26,2022-12-09,,SAC,L,95,106,34,79,.430,10,30,.333,17,22,.773,8,36,20,7,4,19,23,,35,66,.530,16,33,.485,20,32,.625,5,38,21,11,5,17,22
27,27,2022-12-10,,OKC,W,110,102,40,85,.471,12,32,.375,18,26,.692,12,48,25,6,4,11,14,,38,83,.458,10,29,.345,16,20,.800,7,40,25,8,6,10,26
28,28,2022-12-12,@,SAS,L,111,112,45,92,.489,5,23,.217,16,17,.941,15,44,21,7,7,15,13,,46,97,.474,9,27,.333,11,16,.688,19,46,25,6,2,12,19
29,29,2022-12-14,@,DAL,W,105,90,41,78,.526,8,24,.333,15,19,.789,5,43,26,5,2,6,20,,29,74,.392,13,38,.342,19,26,.731,6,33,17,2,3,12,15
30,30,2022-12-16,,IND,W,118,112,38,76,.500,14,31,.452,28,32,.875,6,34,23,6,2,8,15,,42,80,.525,11,36,.306,17,19,.895,5,33,34,6,4,10,22
31,31,2022-12-17,,DAL,W,100,99,40,94,.426,7,36,.194,13,22,.591,9,51,23,6,5,10,24,,36,88,.409,15,49,.306,12,19,.632,5,45,19,5,6,11,20
32,32,2022-12-19,,UTA,W,122,99,43,70,.614,15,26,.577,21,26,.808,4,45,24,5,4,21,20,,36,93,.387,10,34,.294,17,23,.739,15,35,19,9,2,14,22
33,33,2022-12-21,,MIL,W,114,106,41,85,.482,10,32,.313,22,28,.786,9,37,22,8,3,10,21,,39,83,.470,13,30,.433,15,22,.682,13,46,20,7,5,19,23
34,34,2022-12-23,,TOR,L,107,118,39,76,.513,11,33,.333,18,30,.600,6,35,27,9,4,14,17,,42,84,.500,19,37,.514,15,18,.833,11,45,25,10,2,18,20
35,35,2022-12-26,,BRK,L,117,125,39,82,.476,13,36,.361,26,30,.867,10,33,21,8,3,12,14,,47,82,.573,18,30,.600,13,17,.765,7,38,27,7,4,15,25
36,36,2022-12-29,@,IND,L,126,135,50,96,.521,12,28,.429,14,20,.700,17,44,29,7,4,10,17,,48,85,.565,19,31,.613,20,21,.952,4,32,28,6,8,8,18
37,37,2022-12-31,@,CHI,W,103,102,39,85,.459,13,38,.342,12,19,.632,15,50,20,9,5,20,18,,39,81,.481,7,21,.333,17,24,.708,9,40,14,15,6,15,15
38,38,2023-01-02,,CHI,W,145,134,48,92,.522,16,46,.348,33,45,.733,13,47,27,1,3,10,27,,47,95,.495,10,33,.303,30,34,.882,6,42,22,8,2,7,33
39,39,2023-01-04,,PHO,W,90,88,30,77,.390,11,36,.306,19,23,.826,7,46,15,9,4,14,17,,32,81,.395,10,28,.357,14,18,.778,8,49,24,8,3,13,19
40,40,2023-01-06,@,DEN,L,108,121,40,88,.455,10,26,.385,18,32,.563,18,40,30,7,5,6,18,,43,81,.531,17,35,.486,18,23,.783,13,49,28,5,4,12,23
41,41,2023-01-08,@,PHO,W,112,98,45,78,.577,11,29,.379,11,17,.647,3,39,29,8,5,14,12,,37,84,.440,14,26,.538,10,11,.909,6,36,22,7,2,16,14
42,42,2023-01-10,@,UTA,L,114,116,42,90,.467,10,37,.270,20,24,.833,7,37,18,7,7,5,25,,38,87,.437,10,36,.278,30,37,.811,15,54,21,3,3,15,17
43,43,2023-01-12,@,POR,W,119,113,44,89,.494,7,22,.318,24,31,.774,12,44,28,6,1,11,19,,40,78,.513,11,33,.333,22,29,.759,5,36,17,6,4,16,27
44,44,2023-01-14,@,MIN,L,102,110,37,76,.487,8,28,.286,20,23,.870,8,40,24,5,2,18,17,,45,80,.563,9,28,.321,11,15,.733,4,31,22,10,5,13,21
45,45,2023-01-16,,NOP,W,113,103,39,80,.488,9,28,.321,26,33,.788,13,43,22,5,4,15,19,,38,75,.507,10,27,.370,17,22,.773,3,28,26,9,1,17,23
46,46,2023-01-18,@,MEM,L,114,115,42,82,.512,16,35,.457,14,21,.667,11,47,29,4,7,16,17,,44,97,.454,11,34,.324,16,22,.727,15,42,22,10,7,8,19
47,47,2023-01-20,,GSW,L,114,120,42,84,.500,14,33,.424,16,19,.842,10,35,24,7,8,15,15,,42,86,.488,23,43,.535,13,19,.684,14,45,25,9,4,17,19
48,48,2023-01-21,,MIL,W,114,102,48,86,.558,7,22,.318,11,17,.647,9,41,33,9,3,9,13,,39,86,.453,14,39,.359,10,11,.909,7,36,24,3,6,14,17
49,49,2023-01-24,@,NYK,L,103,105,40,87,.460,12,33,.364,11,16,.688,10,41,29,8,4,10,19,,37,75,.493,17,33,.515,14,21,.667,9,42,25,4,3,15,18
50,50,2023-01-26,@,HOU,W,113,95,40,87,.460,15,36,.417,18,22,.818,11,36,29,12,4,9,16,,39,76,.513,5,21,.238,12,20,.600,10,46,24,5,6,22,20
51,51,2023-01-27,@,OKC,L,100,112,39,88,.443,8,29,.276,14,18,.778,11,37,27,9,5,10,21,,40,76,.526,10,18,.556,22,25,.880,10,46,19,5,2,14,17
52,52,2023-01-29,,LAC,W,122,99,44,78,.564,20,33,.606,14,19,.737,4,35,35,9,7,10,23,,37,89,.416,2,19,.105,23,27,.852,15,45,17,6,0,13,19
53,53,2023-01-31,,MIA,L,97,100,40,83,.482,11,40,.275,6,12,.500,5,39,32,9,6,13,20,,34,78,.436,14,31,.452,18,25,.720,9,45,21,7,3,13,17
54,54,2023-02-02,,MEM,W,128,113,49,91,.538,14,29,.483,16,22,.727,9,41,33,12,7,15,17,,41,87,.471,10,23,.435,21,22,.955,11,44,22,8,5,18,23
55,55,2023-02-05,@,IND,W,122,103,46,88,.523,15,37,.405,15,16,.938,8,46,33,7,5,12,20,,40,92,.435,8,32,.250,15,22,.682,12,42,28,3,6,13,20
56,56,2023-02-06,@,WAS,W,114,91,44,78,.564,12,29,.414,14,20,.700,7,43,26,9,6,16,15,,35,82,.427,6,28,.214,15,19,.789,7,37,20,8,5,14,18
57,57,2023-02-08,,DET,W,113,85,43,87,.494,6,26,.231,21,25,.840,13,50,30,8,4,10,16,,30,81,.370,8,32,.250,17,18,.944,9,32,19,8,6,13,21
58,58,2023-02-10,@,NOP,W,118,107,48,85,.565,10,28,.357,12,15,.800,12,41,28,9,5,11,22,,39,82,.476,9,24,.375,20,25,.800,11,34,25,8,3,14,18
59,59,2023-02-11,,CHI,W,97,89,36,86,.419,9,35,.257,16,19,.842,10,39,26,9,4,12,15,,36,74,.486,5,21,.238,12,15,.800,6,44,27,7,3,22,22
60,60,2023-02-13,,SAS,W,117,109,44,78,.564,9,28,.321,20,25,.800,11,36,21,8,6,14,16,,43,85,.506,8,21,.381,15,20,.750,11,35,27,10,1,16,21
61,61,2023-02-15,@,PHI,L,112,118,41,82,.500,10,30,.333,20,25,.800,10,35,23,7,5,8,17,,39,78,.500,13,27,.481,27,29,.931,8,38,24,7,4,11,22
62,62,2023-02-23,,DEN,L,109,115,43,90,.478,6,26,.231,17,20,.850,13,41,24,10,2,10,21,,39,84,.464,17,36,.472,20,23,.870,18,47,30,7,4,16,20
63,63,2023-02-24,@,ATL,L,119,136,40,88,.455,13,35,.371,26,29,.897,10,35,20,9,6,11,23,,50,85,.588,15,28,.536,21,23,.913,5,42,28,7,8,14,21
64,64,2023-02-26,,TOR,W,118,93,44,84,.524,18,36,.500,12,14,.857,8,45,31,7,5,13,17,,36,93,.387,9,25,.360,12,15,.800,13,43,19,4,4,14,16
65,65,2023-03-01,@,BOS,L,113,117,45,92,.489,10,32,.313,13,21,.619,10,38,21,8,3,6,18,,39,78,.500,16,32,.500,23,28,.821,7,43,27,5,4,12,18
66,66,2023-03-04,,DET,W,114,90,45,91,.495,14,34,.412,10,18,.556,8,39,29,14,8,11,18,,33,81,.407,6,24,.250,18,25,.720,12,49,19,5,7,23,15
67,67,2023-03-06,,BOS,W,118,114,43,96,.448,12,34,.353,20,25,.800,16,58,27,4,7,15,20,,42,101,.416,16,48,.333,14,21,.667,15,52,25,5,5,12,21
68,68,2023-03-08,@,MIA,W,104,100,39,80,.488,9,28,.321,17,19,.895,7,32,26,13,3,15,23,,35,70,.500,8,29,.276,22,29,.759,10,37,22,7,4,22,19
69,69,2023-03-10,@,MIA,L,115,119,40,86,.465,18,43,.419,17,21,.810,8,34,25,5,6,11,20,,42,82,.512,14,29,.483,21,23,.913,11,46,22,7,4,16,20
70,70,2023-03-12,@,CHO,W,114,108,41,87,.471,7,27,.259,25,34,.735,11,40,18,8,3,10,22,,41,80,.513,10,21,.476,16,22,.727,7,43,25,8,5,19,26
71,71,2023-03-14,@,CHO,W,120,104,45,88,.511,14,30,.467,16,19,.842,8,30,29,8,6,8,19,,43,76,.566,6,23,.261,12,15,.800,6,40,28,3,8,19,18
72,72,2023-03-15,,PHI,L,109,118,40,85,.471,14,41,.341,15,22,.682,12,33,20,6,2,10,18,,39,75,.520,17,36,.472,23,27,.852,13,46,24,8,6,18,21
73,73,2023-03-17,,WAS,W,117,94,48,87,.552,4,19,.211,17,22,.773,9,41,31,9,7,10,19,,35,76,.461,8,23,.348,16,20,.800,6,38,22,5,6,16,19
74,74,2023-03-21,@,BRK,W,115,109,42,83,.506,14,29,.483,17,21,.810,8,34,23,6,3,14,20,,41,92,.446,9,33,.273,18,23,.783,19,49,25,6,5,16,19
75,75,2023-03-23,@,BRK,W,116,114,42,89,.472,12,32,.375,20,26,.769,13,40,24,7,7,9,21,,39,81,.481,12,34,.353,24,27,.889,9,42,24,7,7,15,21
76,76,2023-03-26,,HOU,W,108,91,39,83,.470,9,30,.300,21,24,.875,13,41,20,5,7,9,16,,35,80,.438,6,25,.240,15,18,.833,12,36,20,6,1,16,22
77,77,2023-03-28,@,ATL,L,118,120,47,93,.505,9,25,.360,15,22,.682,10,40,20,5,6,8,24,,41,89,.461,12,27,.444,26,33,.788,14,51,25,5,3,12,16
78,78,2023-03-31,,NYK,L,116,130,44,86,.512,17,37,.459,11,13,.846,3,33,33,2,9,10,21,,49,93,.527,17,36,.472,15,24,.625,16,48,24,6,5,7,12
79,79,2023-04-02,,IND,W,115,105,44,90,.489,9,24,.375,18,26,.692,13,43,23,7,7,10,22,,36,83,.434,9,24,.375,24,29,.828,11,44,21,5,6,15,26
80,80,2023-04-04,@,ORL,W,117,113,42,84,.500,15,31,.484,18,20,.900,5,30,23,3,7,8,16,,45,89,.506,10,23,.435,13,17,.765,13,47,25,6,1,13,22
81,81,2023-04-06,@,ORL,W,118,94,46,88,.523,18,38,.474,8,9,.889,9,42,31,13,7,16,21,,33,83,.398,13,39,.333,15,19,.789,9,39,21,8,8,21,11
82,82,2023-04-09,,CHO,L,95,106,35,89,.393,10,37,.270,15,16,.938,11,44,27,9,5,16,24,,37,81,.457,6,32,.188,26,30,.867,10,49,23,8,5,18,14
