,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
33,33,2022-12-23,,MIL,W,118,100,123.5,104.7,95.5,.140,.344,.598,50.0,65.2,11.5,4.3,,.570,9.2,27.3,.129,,.494,16.1,71.7,.202
34,34,2022-12-26,@,CLE,W,125,117,131.7,123.3,94.9,.207,.366,.698,53.5,57.4,7.4,8.7,,.683,14.4,23.3,.159,,.555,11.2,75.6,.317
35,35,2022-12-28,@,ATL,W,108,107,111.9,110.9,96.5,.205,.313,.597,50.0,52.4,0.0,17.3,,.566,11.7,12.2,.169,,.474,2.7,79.2,.155
36,36,2022-12-31,@,CHO,W,123,106,123.1,106.1,99.9,.238,.425,.696,48.3,54.2,7.0,10.9,,.681,13.7,6.1,.175,,.453,10.2,74.1,.198
37,37,2023-01-02,,SAS,W,139,103,133.0,98.5,104.5,.161,.215,.698,51.1,53.4,12.4,10.6,,.683,10.8,20.0,.129,,.474,14.6,71.7,.113
38,38,2023-01-04,@,CHI,L,112,121,109.7,118.5,102.1,.231,.407,.559,42.5,57.1,8.8,11.5,,.527,9.1,11.1,.176,,.580,13.8,82.9,.333
39,39,2023-01-06,@,NOP,W,108,102,113.6,107.3,95.1,.235,.388,.576,45.7,70.3,8.4,20.3,,.524,11.3,21.3,.224,,.466,13.2,70.2,.227
40,40,2023-01-08,@,MIA,W,102,101,112.3,111.2,90.8,.197,.434,.617,49.4,56.4,8.8,14.0,,.592,16.2,19.4,.158,,.484,10.0,68.0,.130
41,41,2023-01-12,,BOS,L,98,109,105.1,116.9,93.2,.131,.405,.552,39.2,68.4,8.6,18.0,,.530,11.9,10.0,.107,,.547,12.2,69.2,.174
42,42,2023-01-15,,OKC,L,102,112,104.6,114.8,97.5,.209,.451,.513,50.5,61.5,4.1,11.9,,.495,13.1,26.4,.132,,.511,7.3,77.1,.222
43,43,2023-01-17,@,SAS,L,98,106,91.1,98.6,107.5,.273,.261,.497,47.6,59.5,9.3,12.7,,.438,17.6,19.6,.239,,.418,12.1,75.0,.258
44,44,2023-01-19,@,PHO,L,112,117,108.8,113.7,102.9,.305,.317,.602,41.0,62.8,9.7,10.5,,.591,11.4,5.1,.183,,.524,13.4,72.7,.329
45,45,2023-01-20,@,UTA,W,117,106,127.4,115.4,91.8,.250,.513,.659,47.7,60.5,7.6,12.2,,.650,9.2,15.4,.163,,.511,9.2,73.5,.182
46,46,2023-01-22,@,GSW,W,120,116,122.1,118.0,98.3,.392,.342,.648,50.0,69.8,4.1,12.1,,.633,13.9,22.0,.253,,.528,8.9,76.7,.233
47,47,2023-01-25,@,PHI,L,133,137,140.3,144.6,94.8,.355,.342,.757,46.3,59.2,3.2,9.1,,.737,15.4,19.4,.276,,.622,8.4,69.4,.427
48,48,2023-01-26,,DET,L,122,130,121.2,129.2,100.6,.287,.404,.576,45.5,55.8,5.0,8.8,,.527,13.1,31.3,.245,,.563,9.4,62.5,.242
49,49,2023-01-28,,NYK,W,122,115,135.4,127.6,90.1,.161,.460,.655,43.8,67.4,5.5,5.0,,.655,7.9,22.5,.092,,.568,9.4,65.0,.170
50,50,2023-01-30,,LAL,W,121,104,121.5,104.4,99.6,.200,.432,.585,48.5,53.3,8.0,15.0,,.558,8.0,24.5,.158,,.455,11.7,70.4,.258
51,51,2023-02-01,@,BOS,L,96,139,101.8,147.4,94.3,.205,.443,.500,36.0,52.8,8.5,2.6,,.460,5.0,9.8,.170,,.717,9.4,71.1,.076
52,52,2023-02-04,,WAS,W,125,123,121.2,119.3,103.1,.326,.384,.636,50.0,48.8,3.9,18.9,,.581,13.2,23.3,.291,,.562,13.2,82.9,.395
53,53,2023-02-06,,LAC,L,116,124,116.8,124.8,99.3,.262,.369,.619,47.7,51.2,4.0,8.1,,.583,14.6,18.6,.214,,.543,6.2,75.6,.261
54,54,2023-02-07,,PHO,L,112,116,111.0,115.0,100.9,.392,.354,.604,42.9,65.8,10.9,3.3,,.538,14.7,13.5,.342,,.516,12.6,66.0,.228
55,55,2023-02-09,,CHI,W,116,105,115.5,104.6,100.4,.275,.484,.569,51.6,66.7,8.0,1.5,,.522,9.7,22.4,.231,,.489,9.9,82.6,.176
56,56,2023-02-11,,PHI,L,98,101,110.7,114.1,88.5,.141,.435,.501,50.6,62.2,7.9,11.5,,.473,7.6,26.7,.120,,.480,10.2,78.9,.387
57,57,2023-02-13,@,NYK,L,106,124,115.3,134.9,91.9,.423,.372,.573,50.6,51.4,3.3,6.3,,.526,9.8,23.8,.308,,.640,7.9,82.9,.232
58,58,2023-02-15,,MIA,W,116,105,129.2,117.0,89.7,.260,.506,.676,46.8,63.4,3.3,9.1,,.643,11.4,14.7,.221,,.506,7.7,72.1,.253
59,59,2023-02-24,@,CHI,L,87,131,90.9,136.8,95.8,.235,.543,.487,35.2,70.0,6.3,4.8,,.444,12.7,10.0,.185,,.636,8.2,68.4,.216
60,60,2023-02-26,@,ATL,L,127,129,125.5,127.5,101.2,.333,.448,.637,44.6,46.5,11.9,10.0,,.575,8.3,15.4,.310,,.589,12.8,70.5,.256
61,61,2023-02-28,,MIL,L,104,118,95.7,108.6,108.6,.301,.434,.553,40.9,69.4,11.0,9.2,,.506,15.3,6.4,.241,,.559,13.7,76.1,.039
62,62,2023-03-01,@,NYK,L,118,142,112.6,135.5,104.8,.222,.433,.597,40.3,61.9,5.7,9.3,,.550,10.8,11.4,.211,,.719,14.0,78.8,.157
63,63,2023-03-03,@,BOS,W,115,105,112.7,102.9,102.0,.274,.463,.540,49.5,62.5,8.8,10.9,,.495,10.1,25.0,.221,,.542,17.0,79.1,.167
64,64,2023-03-05,,CHO,W,102,86,104.8,88.4,97.3,.239,.467,.502,51.5,58.3,5.1,15.5,,.457,4.7,15.4,.196,,.420,9.6,89.8,.136
65,65,2023-03-07,@,HOU,W,118,96,121.6,99.0,97.0,.358,.494,.629,42.9,57.5,12.4,12.3,,.586,11.3,13.2,.284,,.476,16.9,67.4,.205
66,66,2023-03-09,@,MIL,L,113,118,109.4,114.2,103.3,.163,.346,.507,43.5,48.8,9.7,7.4,,.462,10.4,26.8,.163,,.514,12.7,61.5,.106
67,67,2023-03-10,@,MIN,W,124,123,115.3,114.4,97.4,.363,.374,.588,50.5,47.6,6.5,7.4,,.549,11.7,25.5,.264,,.536,11.2,75.0,.184
68,68,2023-03-12,@,DEN,W,122,120,126.5,124.4,96.5,.286,.524,.645,36.4,76.2,11.4,3.4,,.601,7.8,10.5,.250,,.567,13.0,61.5,.200
69,69,2023-03-14,@,OKC,L,107,121,106.1,119.9,100.9,.415,.500,.552,47.4,71.4,3.0,7.6,,.500,14.9,22.9,.305,,.510,7.6,71.4,.202
