,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,@,POR,W,124,121,42,92,.457,17,41,.415,23,29,.793,7,43,24,6,4,10,22,,45,93,.484,12,35,.343,19,22,.864,9,49,25,5,5,12,22
2,2,2021-10-22,,UTA,L,101,110,39,99,.394,8,36,.222,15,21,.714,16,52,20,15,5,15,22,,37,90,.411,16,42,.381,20,23,.870,13,51,16,14,3,17,17
3,3,2021-10-24,,GSW,L,107,119,42,86,.488,15,46,.326,8,13,.615,10,47,26,0,4,19,16,,43,97,.443,13,37,.351,20,24,.833,14,43,26,12,3,6,13
4,4,2021-10-27,@,PHO,W,110,107,42,95,.442,15,38,.395,11,15,.733,8,40,28,7,6,11,20,,42,93,.452,6,22,.273,17,24,.708,14,56,23,6,6,11,16
5,5,2021-10-29,@,NOP,W,113,109,40,80,.500,9,27,.333,24,25,.960,3,45,19,4,5,14,20,,42,98,.429,9,34,.265,16,25,.640,13,49,18,9,6,10,22
6,6,2021-10-31,@,DAL,L,99,105,38,96,.396,7,36,.194,16,20,.800,17,56,20,6,3,12,19,,40,90,.444,12,37,.324,13,20,.650,10,45,24,8,4,9,20
7,7,2021-11-02,@,UTA,L,113,119,42,93,.452,12,31,.387,17,24,.708,6,38,24,8,8,11,24,,43,98,.439,14,48,.292,19,27,.704,15,59,16,7,6,16,23
8,8,2021-11-03,,NOP,W,112,99,42,80,.525,10,30,.333,18,22,.818,4,37,27,8,7,8,21,,37,86,.430,12,34,.353,13,15,.867,8,40,24,1,3,16,16
9,9,2021-11-05,,CHO,W,140,110,48,87,.552,22,44,.500,22,26,.846,13,56,29,5,1,18,21,,43,92,.467,11,35,.314,13,21,.619,7,28,29,8,5,10,19
10,10,2021-11-07,,IND,L,91,94,31,84,.369,10,34,.294,19,22,.864,8,33,20,14,6,12,18,,37,83,.446,6,25,.240,14,18,.778,13,54,13,8,7,19,24
11,11,2021-11-08,,PHO,L,104,109,37,82,.451,10,24,.417,20,26,.769,8,46,18,6,6,24,18,,44,93,.473,12,30,.400,9,11,.818,5,38,28,14,9,14,21
12,12,2021-11-10,@,SAS,L,117,136,47,91,.516,10,36,.278,13,16,.813,11,44,20,4,6,15,26,,49,92,.533,18,32,.563,20,31,.645,12,43,34,11,3,8,16
13,13,2021-11-12,@,OKC,L,103,105,38,95,.400,14,41,.341,13,17,.765,11,49,20,5,7,13,12,,42,99,.424,10,30,.333,11,15,.733,16,52,13,8,6,10,18
14,14,2021-11-15,@,DET,W,129,107,52,98,.531,16,33,.485,9,11,.818,11,47,32,11,5,13,17,,39,96,.406,13,47,.277,16,17,.941,16,47,23,7,2,17,10
15,15,2021-11-17,@,MIN,L,97,107,34,93,.366,10,38,.263,19,25,.760,20,47,19,7,3,16,22,,41,82,.500,10,36,.278,15,18,.833,10,35,20,8,10,17,24
16,16,2021-11-19,,TOR,L,89,108,32,84,.381,9,37,.243,16,25,.640,11,40,15,8,4,13,18,,38,84,.452,12,31,.387,20,24,.833,13,53,20,9,9,14,24
17,17,2021-11-20,,UTA,L,105,123,41,91,.451,10,31,.323,13,21,.619,8,35,20,8,5,8,14,,46,91,.505,17,39,.436,14,17,.824,14,52,20,5,2,11,16
18,18,2021-11-22,,PHI,L,94,102,33,80,.413,7,31,.226,21,29,.724,11,49,17,4,0,13,19,,36,85,.424,9,32,.281,21,27,.778,11,45,19,9,6,7,20
19,19,2021-11-24,,POR,W,125,121,45,86,.523,12,33,.364,23,34,.676,14,43,21,4,4,14,21,,44,94,.468,12,38,.316,21,25,.840,13,43,27,9,1,13,26
20,20,2021-11-26,@,LAL,W,141,137,54,120,.450,14,45,.311,19,29,.655,16,56,32,11,4,13,26,,51,102,.500,15,44,.341,20,28,.714,9,51,32,9,6,19,27
21,21,2021-11-28,@,MEM,L,101,128,33,97,.340,9,42,.214,26,37,.703,12,49,17,5,8,8,18,,50,104,.481,13,39,.333,15,20,.750,14,68,30,4,11,9,25
22,22,2021-11-30,,LAL,L,92,117,35,79,.443,6,29,.207,16,22,.727,9,40,22,11,4,19,21,,46,92,.500,11,28,.393,14,20,.700,10,47,21,10,6,14,20
23,23,2021-12-01,@,LAC,W,124,115,46,88,.523,15,38,.395,17,20,.850,7,38,28,8,1,11,16,,47,100,.470,9,31,.290,12,16,.750,17,49,35,8,6,11,15
24,24,2021-12-04,,LAC,W,104,99,36,86,.419,12,34,.353,20,25,.800,11,51,19,8,8,15,25,,34,89,.382,13,34,.382,18,27,.667,9,47,23,7,3,17,24
25,25,2021-12-08,,ORL,W,142,130,53,97,.546,15,34,.441,21,25,.840,12,43,24,8,7,8,22,,48,97,.495,16,34,.471,18,23,.783,17,43,29,2,5,12,18
26,26,2021-12-10,@,CHO,L,123,124,48,101,.475,14,41,.341,13,17,.765,20,48,22,11,4,14,20,,48,87,.552,14,35,.400,14,20,.700,11,39,29,9,8,15,20
27,27,2021-12-11,@,CLE,L,103,117,41,93,.441,7,28,.250,14,22,.636,11,48,19,8,6,17,21,,41,88,.466,12,31,.387,23,28,.821,7,47,27,13,6,14,24
28,28,2021-12-13,@,TOR,L,101,124,38,94,.404,11,34,.324,14,21,.667,19,53,21,5,4,17,16,,53,98,.541,11,31,.355,7,10,.700,8,46,28,10,8,8,19
29,29,2021-12-15,,WAS,W,119,105,45,82,.549,8,26,.308,21,29,.724,6,39,25,7,6,11,21,,42,89,.472,5,24,.208,16,21,.762,7,39,20,8,3,10,22
30,30,2021-12-17,,MEM,L,105,124,36,88,.409,13,35,.371,20,26,.769,10,45,21,5,6,18,20,,45,97,.464,13,24,.542,21,27,.778,12,50,25,11,3,11,21
31,31,2021-12-19,,SAS,W,121,114,46,91,.505,14,25,.560,15,18,.833,11,40,23,11,3,11,19,,45,91,.495,12,25,.480,12,13,.923,13,44,24,7,8,14,12
32,32,2021-12-20,@,GSW,L,98,113,37,83,.446,13,32,.406,11,16,.688,6,37,23,10,3,19,9,,46,88,.523,15,37,.405,6,9,.667,10,42,28,12,9,16,18
33,33,2021-12-22,,LAC,L,89,105,34,85,.400,12,38,.316,9,12,.750,7,40,24,7,5,16,15,,42,82,.512,7,24,.292,14,16,.875,6,43,26,10,3,12,15
34,34,2021-12-26,,MEM,L,102,127,34,81,.420,10,29,.345,24,27,.889,9,38,22,7,9,18,23,,47,100,.470,9,30,.300,24,30,.800,19,53,33,11,6,11,19
35,35,2021-12-28,,OKC,W,117,111,40,95,.421,17,39,.436,20,27,.741,11,57,25,3,9,10,22,,35,90,.389,11,33,.333,30,36,.833,8,45,16,6,6,9,21
36,36,2021-12-29,,DAL,W,95,94,36,75,.480,10,26,.385,13,15,.867,7,38,21,5,2,14,21,,38,81,.469,9,24,.375,9,13,.692,7,36,23,7,5,11,19
37,37,2021-12-31,,DAL,L,96,112,38,91,.418,10,29,.345,10,12,.833,8,33,25,7,4,10,16,,42,81,.519,9,22,.409,19,22,.864,10,47,30,5,7,11,14
38,38,2022-01-02,,MIA,W,115,113,40,78,.513,13,34,.382,22,27,.815,7,39,31,3,2,16,18,,46,105,.438,9,33,.273,12,12,1.000,18,49,26,4,3,9,18
39,39,2022-01-04,@,LAL,L,114,122,43,83,.518,14,34,.412,14,18,.778,9,45,31,2,3,18,18,,49,99,.495,11,32,.344,13,20,.650,14,44,24,6,5,5,16
40,40,2022-01-05,,ATL,L,102,108,38,90,.422,11,27,.407,15,20,.750,10,47,15,6,1,11,20,,39,86,.453,8,30,.267,22,30,.733,10,48,20,8,5,10,14
41,41,2022-01-07,@,DEN,L,111,121,40,92,.435,11,29,.379,20,24,.833,12,47,21,6,3,11,19,,47,85,.553,12,34,.353,15,24,.625,5,41,32,5,7,7,20
