,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,DEN,W,123,102,122.2,101.4,100.6,.373,.458,.636,55.1,64.3,9.9,1.6,,.602,16.4,30.6,.277,,.512,18.8,76.2,.205
2,2,2022-10-21,@,MIN,W,132,126,118.1,112.7,101.3,.189,.450,.549,47.4,79.6,9.8,10.8,,.532,9.8,32.8,.126,,.509,14.6,62.5,.159
3,3,2022-10-23,@,NOP,W,122,121,113.5,112.6,97.4,.286,.388,.553,49.4,67.4,12.1,8.0,,.505,12.7,32.6,.235,,.510,13.2,67.4,.167
4,4,2022-10-24,@,HOU,L,108,114,109.2,115.2,98.9,.172,.344,.540,51.0,52.3,8.1,18.2,,.532,16.7,37.5,.097,,.483,12.6,64.6,.300
5,5,2022-10-26,,HOU,W,109,101,103.4,95.8,105.4,.333,.500,.528,52.0,73.7,10.4,9.3,,.494,12.7,23.9,.222,,.441,15.4,75.0,.191
6,6,2022-10-28,@,DEN,L,101,117,105.7,122.4,95.6,.209,.429,.508,39.6,63.2,7.3,16.7,,.473,8.3,16.3,.165,,.559,10.7,63.8,.259
7,7,2022-10-29,,MEM,W,124,123,121.1,120.1,102.4,.230,.506,.647,45.9,66.7,7.8,9.8,,.626,16.6,25.0,.172,,.636,17.5,70.6,.125
8,8,2022-10-31,,MEM,W,121,105,117.2,101.7,103.2,.247,.528,.613,48.0,61.9,9.7,9.1,,.579,13.2,24.4,.202,,.446,12.7,67.3,.250
9,9,2022-11-02,@,DAL,L,100,103,108.8,112.0,91.9,.167,.357,.555,51.9,71.8,6.5,2.2,,.524,15.1,28.6,.143,,.565,10.8,80.0,.095
10,10,2022-11-04,@,LAL,W,130,116,135.0,120.5,96.3,.097,.388,.605,54.5,59.6,8.3,5.3,,.587,6.9,32.6,.087,,.548,10.3,78.6,.301
11,11,2022-11-06,@,LAC,W,110,102,111.6,103.4,98.6,.347,.533,.636,56.8,51.4,5.1,7.4,,.567,18.8,20.0,.333,,.540,12.3,89.7,.092
12,12,2022-11-07,,LAL,W,139,116,134.3,112.1,103.5,.232,.400,.664,55.4,56.6,9.7,12.1,,.642,11.8,27.8,.179,,.543,14.4,81.6,.329
13,13,2022-11-09,@,ATL,W,125,119,121.1,115.3,103.2,.255,.415,.598,46.5,61.4,4.8,7.4,,.559,11.1,26.0,.213,,.505,8.8,66.7,.083
14,14,2022-11-12,@,WAS,L,112,121,111.7,120.7,100.3,.117,.426,.567,47.7,75.0,4.0,5.8,,.543,10.8,14.9,.106,,.591,8.5,85.4,.193
15,15,2022-11-13,@,PHI,L,98,105,101.0,108.3,97.0,.245,.394,.471,56.2,62.2,3.1,6.7,,.452,14.0,36.7,.138,,.506,11.3,80.0,.253
16,16,2022-11-15,,NYK,L,111,118,111.7,118.8,99.4,.361,.518,.577,53.3,80.6,7.0,8.2,,.518,17.2,33.3,.301,,.532,10.3,72.3,.204
17,17,2022-11-18,,PHO,W,134,133,128.4,127.5,104.4,.264,.341,.660,46.2,62.7,5.7,4.7,,.648,13.6,26.8,.176,,.569,11.6,67.6,.277
18,18,2022-11-19,@,POR,W,118,113,118.3,113.3,99.7,.253,.429,.583,49.4,54.8,6.0,9.8,,.538,11.4,25.0,.220,,.548,15.2,75.6,.265
19,19,2022-11-21,@,LAC,L,114,121,115.3,122.4,98.9,.270,.427,.573,52.3,55.0,8.1,7.5,,.517,14.6,35.6,.247,,.566,13.9,70.7,.198
20,20,2022-11-23,,DET,L,116,125,119.6,128.9,97.0,.229,.494,.635,50.0,75.6,4.1,10.8,,.602,14.1,18.9,.193,,.562,6.5,79.5,.281
21,21,2022-11-25,@,GSW,L,118,129,116.5,127.3,101.3,.175,.464,.565,46.2,60.9,11.8,10.7,,.531,11.1,31.3,.155,,.614,15.5,62.8,.050
22,22,2022-11-26,@,PHO,L,112,113,122.4,123.5,91.5,.316,.405,.622,45.5,50.0,5.5,2.9,,.589,11.8,21.1,.241,,.489,5.4,64.0,.250
