,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-21,,DAL,W,113,87,45,94,.479,15,35,.429,8,9,.889,6,55,31,8,9,13,16,,31,93,.333,13,43,.302,12,13,.923,10,50,16,7,3,15,21
2,2,2021-10-23,@,CLE,L,95,101,38,99,.384,10,34,.294,9,15,.600,17,54,20,5,3,9,23,,37,89,.416,7,28,.250,20,27,.741,12,54,23,6,6,10,16
3,3,2021-10-25,,DET,W,122,104,46,90,.511,12,32,.375,18,21,.857,10,49,24,11,3,13,19,,40,91,.440,9,33,.273,15,18,.833,11,36,26,7,6,14,15
4,4,2021-10-27,@,NOP,W,102,99,40,96,.417,8,30,.267,14,17,.824,21,55,21,4,4,11,14,,40,93,.430,11,36,.306,8,9,.889,9,44,24,5,6,9,19
5,5,2021-10-28,@,WAS,L,111,122,48,88,.545,6,21,.286,9,14,.643,6,43,26,4,3,13,16,,46,99,.465,13,34,.382,17,21,.810,14,51,26,6,4,6,16
6,6,2021-10-30,@,PHI,L,94,122,36,95,.379,8,22,.364,14,19,.737,20,49,24,6,1,19,17,,46,86,.535,12,38,.316,18,19,.947,5,37,24,11,6,12,24
7,7,2021-11-01,,WAS,W,118,111,38,83,.458,13,34,.382,29,29,1.000,13,47,24,9,5,11,17,,41,86,.477,13,39,.333,16,16,1.000,7,36,27,7,4,12,24
8,8,2021-11-03,@,BRK,L,108,117,41,94,.436,13,35,.371,13,15,.867,12,52,23,8,4,14,16,,43,88,.489,22,48,.458,9,12,.750,7,42,34,7,8,14,18
9,9,2021-11-04,,UTA,L,98,116,35,82,.427,7,28,.250,21,26,.808,5,32,18,11,4,9,24,,41,81,.506,17,41,.415,17,23,.739,8,46,30,6,4,14,20
10,10,2021-11-06,@,PHO,L,117,121,42,97,.433,13,33,.394,20,23,.870,14,50,18,3,1,12,16,,45,88,.511,14,43,.326,17,21,.810,5,42,26,8,6,12,22
11,11,2021-11-08,@,GSW,L,113,127,38,82,.463,17,43,.395,20,26,.769,3,35,21,6,2,18,16,,44,92,.478,18,44,.409,21,22,.955,10,39,31,13,4,13,22
12,12,2021-11-09,@,UTA,L,98,110,37,85,.435,18,35,.514,6,10,.600,6,32,22,6,5,11,18,,41,81,.506,15,38,.395,13,16,.813,8,44,21,8,4,14,20
13,13,2021-11-12,@,DEN,L,96,105,38,93,.409,5,28,.179,15,21,.714,14,50,20,2,5,8,20,,40,90,.444,10,35,.286,15,20,.750,10,49,26,6,5,7,21
14,14,2021-11-14,,MIL,W,120,100,47,97,.485,15,35,.429,11,13,.846,15,51,21,6,1,12,19,,38,84,.452,14,41,.341,10,16,.625,4,30,24,8,3,11,17
15,15,2021-11-15,,ORL,W,129,111,47,85,.553,14,30,.467,21,32,.656,9,46,32,10,7,11,17,,43,95,.453,16,43,.372,9,14,.643,12,41,30,8,5,16,27
16,16,2021-11-17,,BOS,W,110,99,41,81,.506,13,37,.351,15,18,.833,6,40,28,9,4,11,17,,37,84,.440,11,41,.268,14,17,.824,12,42,24,9,2,14,17
17,17,2021-11-20,,CHO,W,115,105,43,82,.524,12,34,.353,17,21,.810,8,46,24,6,6,12,22,,43,102,.422,10,40,.250,9,15,.600,20,51,26,6,2,10,22
18,18,2021-11-22,,OKC,W,113,101,42,87,.483,14,34,.412,15,16,.938,8,44,25,6,6,7,16,,39,97,.402,10,38,.263,13,14,.929,16,50,24,5,5,8,15
19,19,2021-11-24,@,SAS,W,124,106,45,88,.511,12,26,.462,22,24,.917,8,44,26,10,5,9,11,,43,100,.430,12,33,.364,8,10,.800,15,44,27,8,4,12,16
20,20,2021-11-26,@,MEM,W,132,100,52,89,.584,13,27,.481,15,21,.714,9,49,33,8,5,12,15,,37,91,.407,12,38,.316,14,19,.737,10,36,27,8,7,13,19
21,21,2021-11-27,,NYK,L,90,99,33,93,.355,9,37,.243,15,20,.750,13,52,18,8,6,6,17,,36,82,.439,11,29,.379,16,22,.727,8,50,20,4,3,10,17
22,22,2021-12-01,@,IND,W,114,111,44,86,.512,16,33,.485,10,12,.833,7,41,24,4,8,13,15,,44,90,.489,10,33,.303,13,16,.813,8,40,23,8,4,10,18
23,23,2021-12-03,,PHI,L,96,98,31,76,.408,10,28,.357,24,30,.800,11,47,20,5,3,14,20,,38,81,.469,9,22,.409,13,17,.765,6,40,22,8,5,11,24
24,24,2021-12-05,,CHO,L,127,130,48,93,.516,17,37,.459,14,18,.778,10,45,29,4,3,10,19,,46,86,.535,17,37,.459,21,28,.750,7,39,21,9,3,6,18
25,25,2021-12-06,@,MIN,W,121,110,40,90,.444,25,49,.510,16,19,.842,11,49,31,5,8,10,20,,39,98,.398,17,40,.425,15,19,.789,16,50,22,9,5,8,17
