,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,@,PHO,L,105,107,109.6,111.7,95.8,.453,.467,.584,50.0,48.6,6.3,6.3,,.560,11.8,13.5,.280,,.518,11.2,81.4,.224
2,2,2022-10-22,,MEM,W,137,96,137.5,96.3,99.6,.400,.433,.647,64.2,51.1,7.0,15.2,,.594,12.4,39.5,.333,,.487,16.0,86.0,.241
3,3,2022-10-25,@,NOP,L,111,113,122.9,125.1,90.3,.293,.476,.600,58.7,43.9,8.9,10.2,,.573,10.6,33.3,.207,,.658,14.3,86.7,.171
4,4,2022-10-27,@,BRK,W,129,125,125.2,121.3,93.3,.432,.494,.669,45.1,61.0,7.8,6.9,,.630,15.0,17.9,.333,,.527,10.9,69.8,.290
5,5,2022-10-29,,OKC,L,111,117,102.3,107.9,98.2,.358,.421,.505,51.0,44.7,7.4,7.8,,.442,12.7,24.0,.284,,.522,12.8,80.4,.270
6,6,2022-10-30,,ORL,W,114,105,123.6,113.8,92.2,.337,.422,.598,44.0,36.6,10.8,1.9,,.560,4.0,12.2,.253,,.525,11.4,74.4,.247
7,7,2022-11-02,,UTA,W,103,100,112.0,108.8,91.9,.179,.452,.568,48.1,47.6,9.8,7.4,,.565,10.8,20.0,.095,,.524,15.1,71.4,.143
8,8,2022-11-04,,TOR,W,111,110,115.4,114.3,96.2,.325,.442,.631,41.3,59.0,12.5,5.6,,.584,17.0,18.8,.273,,.506,16.1,58.1,.239
9,9,2022-11-07,,BRK,W,96,94,111.3,109.0,86.2,.333,.389,.581,54.7,56.3,8.1,5.9,,.528,21.0,37.5,.278,,.500,12.8,67.4,.175
