,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,,SAC,L,121,124,45,93,.484,12,35,.343,19,22,.864,9,49,25,5,5,12,22,,42,92,.457,17,41,.415,23,29,.793,7,43,24,6,4,10,22
2,2,2021-10-23,,PHO,W,134,105,51,94,.543,21,50,.420,11,17,.647,8,48,24,8,5,9,15,,43,89,.483,9,28,.321,10,15,.667,7,38,27,6,1,14,19
3,3,2021-10-25,@,LAC,L,86,116,32,85,.376,8,37,.216,14,18,.778,7,47,15,11,4,30,18,,44,93,.473,14,43,.326,14,19,.737,5,43,37,21,6,17,23
4,4,2021-10-27,,MEM,W,116,96,39,84,.464,15,36,.417,23,31,.742,13,48,22,11,6,13,20,,35,96,.365,17,50,.340,9,19,.474,21,50,27,9,3,21,25
5,5,2021-10-29,,LAC,W,111,92,41,98,.418,19,41,.463,10,16,.625,16,63,21,8,6,14,19,,34,87,.391,15,42,.357,9,16,.563,6,43,17,7,5,12,14
6,6,2021-10-31,@,CHO,L,113,125,43,97,.443,17,54,.315,10,11,.909,15,47,30,4,5,12,18,,46,89,.517,20,42,.476,13,21,.619,10,44,36,4,6,8,18
7,7,2021-11-01,@,PHI,L,103,113,40,84,.476,12,34,.353,11,18,.611,13,45,21,5,2,14,15,,43,83,.518,13,36,.361,14,16,.875,7,34,34,11,6,10,18
8,8,2021-11-03,@,CLE,L,104,107,40,90,.444,13,37,.351,11,17,.647,10,39,24,12,6,9,19,,39,74,.527,15,30,.500,14,18,.778,5,43,29,4,2,17,14
9,9,2021-11-05,,IND,W,110,106,40,82,.488,17,39,.436,13,15,.867,6,42,27,7,4,13,15,,43,88,.489,14,42,.333,6,10,.600,7,40,28,8,2,11,18
10,10,2021-11-06,,LAL,W,105,90,36,95,.379,15,55,.273,18,24,.750,12,52,22,14,7,11,21,,31,90,.344,9,32,.281,19,24,.792,11,59,20,8,5,19,17
11,11,2021-11-09,@,LAC,L,109,117,43,91,.473,14,37,.378,9,12,.750,9,43,29,6,5,9,15,,44,85,.518,16,30,.533,13,19,.684,5,43,25,5,0,8,17
12,12,2021-11-10,@,PHO,L,109,119,44,91,.484,7,30,.233,14,16,.875,14,46,24,5,2,14,21,,49,94,.521,11,28,.393,10,12,.833,9,39,27,6,6,10,20
13,13,2021-11-12,@,HOU,W,104,92,34,87,.391,11,36,.306,25,31,.806,11,52,21,10,4,13,27,,34,85,.400,7,32,.219,17,27,.630,9,49,13,6,6,13,23
14,14,2021-11-14,@,DEN,L,95,124,35,80,.438,13,39,.333,12,13,.923,8,36,22,8,4,12,15,,47,90,.522,19,40,.475,11,14,.786,14,49,29,9,1,9,14
15,15,2021-11-15,,TOR,W,118,113,46,82,.561,16,36,.444,10,14,.714,7,39,25,6,7,12,15,,41,89,.461,15,33,.455,16,18,.889,12,39,20,7,2,11,17
16,16,2021-11-17,,CHI,W,112,107,37,84,.440,11,31,.355,27,28,.964,12,44,26,10,5,16,19,,39,83,.470,13,29,.448,16,20,.800,10,36,23,7,9,15,23
17,17,2021-11-20,,PHI,W,118,111,40,80,.500,15,34,.441,23,23,1.000,5,38,23,6,7,12,21,,41,81,.506,10,28,.357,19,21,.905,3,32,24,7,4,11,24
18,18,2021-11-23,,DEN,W,119,100,45,88,.511,15,39,.385,14,20,.700,12,43,25,12,7,9,18,,38,78,.487,15,33,.455,9,11,.818,7,37,26,6,5,17,15
19,19,2021-11-24,@,SAC,L,121,125,44,94,.468,12,38,.316,21,25,.840,13,43,27,9,1,13,26,,45,86,.523,12,33,.364,23,34,.676,14,43,21,4,4,14,21
20,20,2021-11-26,@,GSW,L,103,118,36,86,.419,13,38,.342,18,23,.783,7,37,23,7,2,10,13,,47,87,.540,12,37,.324,12,16,.750,11,48,31,8,5,15,19
21,21,2021-11-29,@,UTA,L,107,129,42,91,.462,11,31,.355,12,17,.706,12,42,19,1,3,8,18,,47,89,.528,19,46,.413,16,23,.696,8,43,30,6,3,5,19
22,22,2021-11-30,,DET,W,110,92,41,96,.427,14,42,.333,14,18,.778,10,43,24,8,5,10,22,,29,76,.382,9,35,.257,25,30,.833,7,45,17,4,7,18,20
23,23,2021-12-02,,SAS,L,83,114,29,82,.354,12,34,.353,13,17,.765,8,41,19,8,6,18,20,,44,91,.484,14,36,.389,12,16,.750,6,48,32,10,5,12,15
24,24,2021-12-04,,BOS,L,117,145,42,89,.472,8,29,.276,25,32,.781,9,32,22,7,2,9,21,,49,87,.563,21,37,.568,26,29,.897,12,46,26,5,7,11,21
25,25,2021-12-06,,LAC,L,90,102,35,79,.443,5,22,.227,15,20,.750,7,45,16,6,6,18,19,,41,92,.446,11,36,.306,9,14,.643,7,37,18,8,7,13,21
26,26,2021-12-08,@,GSW,L,94,104,33,80,.413,8,30,.267,20,28,.714,7,42,24,5,3,16,24,,33,83,.398,14,46,.304,24,31,.774,10,47,22,9,3,15,19
27,27,2021-12-12,,MIN,L,111,116,37,81,.457,18,48,.375,19,28,.679,12,45,25,9,8,19,25,,38,85,.447,14,36,.389,26,32,.813,10,42,23,9,2,17,22
