,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
45,45,2023-01-18,,IND,W,126,106,122.7,103.2,102.7,.226,.409,.616,46.7,87.2,11.7,11.5,,.591,14.3,31.7,.172,,.479,18.0,59.2,.170
46,46,2023-01-20,@,SAC,L,113,118,115.6,120.8,97.7,.118,.430,.577,40.4,46.7,4.1,2.0,,.570,8.4,16.7,.075,,.540,13.1,68.3,.276
47,47,2023-01-22,@,DEN,W,101,99,111.6,109.4,90.5,.180,.292,.526,54.3,52.5,4.4,9.3,,.489,7.7,30.4,.157,,.500,8.5,78.3,.207
48,48,2023-01-25,,ATL,L,132,137,126.9,131.7,104.0,.157,.333,.605,44.6,58.5,11.5,3.6,,.593,9.2,25.5,.108,,.661,14.0,69.4,.310
49,49,2023-01-27,,CLE,W,112,100,122.9,109.8,91.1,.329,.237,.644,55.4,47.5,5.5,3.4,,.592,13.9,27.8,.289,,.489,9.4,76.6,.159
50,50,2023-01-30,,GSW,L,120,128,112.0,119.4,107.2,.215,.258,.589,49.4,50.0,9.3,9.3,,.554,13.6,17.4,.183,,.622,13.2,85.4,.178
51,51,2023-02-01,@,HOU,L,106,112,109.6,115.9,96.7,.214,.417,.470,44.4,57.9,11.4,8.5,,.427,8.2,36.9,.175,,.473,13.6,53.8,.245
52,52,2023-02-04,,HOU,W,153,121,147.6,116.7,103.6,.237,.474,.714,55.3,69.6,10.6,10.2,,.686,6.9,26.5,.206,,.562,12.9,78.6,.236
53,53,2023-02-06,@,GSW,L,114,141,110.9,137.2,102.8,.231,.352,.569,44.4,47.7,7.8,6.4,,.544,9.9,17.1,.165,,.711,13.8,72.5,.031
54,54,2023-02-07,@,LAL,W,133,130,123.7,121.0,107.5,.213,.362,.647,47.4,65.3,11.2,3.7,,.612,10.5,16.7,.191,,.659,17.2,83.3,.212
55,55,2023-02-10,@,POR,W,138,129,145.2,135.8,95.0,.422,.289,.701,47.5,61.7,9.5,8.3,,.639,9.2,30.3,.386,,.658,16.7,67.9,.382
56,56,2023-02-13,,NOP,L,100,103,105.4,108.6,94.9,.200,.367,.511,56.6,52.6,8.4,6.8,,.472,14.0,32.6,.167,,.588,18.0,87.9,.216
57,57,2023-02-15,,HOU,W,133,96,127.2,91.8,104.6,.540,.391,.618,51.0,50.0,7.7,7.7,,.534,8.5,23.3,.460,,.393,13.9,73.6,.292
58,58,2023-02-23,@,UTA,L,119,120,108.0,108.9,99.8,.241,.330,.480,48.2,51.1,7.3,5.8,,.438,7.5,32.8,.188,,.485,15.8,66.7,.230
59,59,2023-02-24,@,PHO,L,115,124,117.3,126.5,98.0,.253,.400,.545,46.5,65.9,5.1,3.8,,.511,7.9,26.4,.189,,.544,9.6,68.8,.289
60,60,2023-02-26,,SAC,L,115,124,115.4,124.4,99.7,.267,.465,.598,43.5,58.5,10.0,0.0,,.570,12.7,20.5,.198,,.635,16.6,68.3,.188
61,61,2023-02-28,,SAC,L,117,123,112.0,117.7,104.5,.245,.357,.539,45.2,65.1,8.6,2.5,,.495,8.4,21.8,.204,,.616,16.6,78.9,.268
62,62,2023-03-01,,LAL,L,117,123,120.0,126.2,97.5,.264,.440,.576,50.6,65.9,8.2,8.9,,.544,9.8,27.9,.198,,.575,11.8,75.0,.388
63,63,2023-03-03,,UTA,W,130,103,126.6,100.3,102.7,.135,.413,.590,45.5,59.6,11.7,10.2,,.582,6.0,22.4,.087,,.545,22.1,74.4,.231
64,64,2023-03-05,,UTA,W,129,119,128.8,118.9,100.1,.379,.425,.635,51.9,54.5,9.0,7.8,,.586,10.6,28.9,.310,,.551,13.8,72.1,.250
65,65,2023-03-07,,GSW,W,137,128,130.7,122.1,104.8,.255,.394,.655,57.1,56.0,9.5,5.3,,.622,12.5,34.2,.213,,.640,17.9,79.5,.157
66,66,2023-03-08,@,PHO,L,101,132,99.6,130.2,101.4,.239,.489,.519,40.7,69.7,8.9,3.9,,.460,14.1,14.9,.227,,.628,12.2,68.2,.149
67,67,2023-03-11,@,NOP,W,110,96,109.9,96.0,100.1,.400,.350,.585,46.9,45.9,11.0,4.3,,.519,10.5,10.3,.338,,.494,19.8,81.0,.198
68,68,2023-03-12,@,SAS,W,102,90,101.4,89.5,100.6,.242,.411,.485,52.4,72.2,8.0,5.8,,.432,7.9,23.1,.211,,.432,15.7,81.1,.159
69,69,2023-03-14,,BRK,W,121,107,119.9,106.1,100.9,.232,.333,.554,52.6,48.9,8.9,0.0,,.510,7.6,28.6,.202,,.500,14.9,77.1,.305
70,70,2023-03-16,@,TOR,L,111,128,111.5,128.6,99.6,.213,.330,.540,39.8,45.0,5.0,6.2,,.495,11.2,21.6,.191,,.557,8.4,59.6,.206
71,71,2023-03-19,,PHO,W,124,120,117.0,113.3,105.9,.429,.333,.621,52.4,47.6,7.6,5.4,,.565,13.1,16.2,.345,,.560,12.0,80.9,.185
72,72,2023-03-21,@,LAC,W,101,100,106.5,105.5,94.8,.151,.398,.509,50.5,48.7,2.1,7.3,,.473,10.0,26.1,.140,,.512,12.0,74.5,.140
73,73,2023-03-23,@,LAC,L,105,127,109.4,132.3,96.0,.118,.419,.537,48.8,58.5,6.3,6.4,,.511,12.5,27.7,.108,,.667,12.3,77.1,.179
74,74,2023-03-24,@,LAL,L,111,116,115.6,120.8,96.0,.207,.391,.553,45.9,52.5,6.2,8.8,,.511,9.1,24.5,.185,,.527,9.6,67.3,.220
75,75,2023-03-26,@,POR,W,118,112,118.3,112.3,99.7,.298,.372,.555,53.2,56.1,13.0,4.0,,.500,9.4,31.0,.255,,.561,16.1,78.4,.244
76,76,2023-03-28,,CHO,L,134,137,121.6,124.3,110.2,.302,.313,.616,42.9,50.0,10.0,5.1,,.578,9.2,15.9,.240,,.628,14.4,68.1,.202
77,77,2023-03-29,,DET,W,107,106,115.6,114.5,92.6,.287,.333,.546,47.5,48.7,7.6,6.4,,.506,8.4,23.8,.218,,.600,16.5,73.7,.125
78,78,2023-03-31,@,IND,L,117,121,115.1,119.0,101.6,.386,.341,.568,44.6,50.0,9.8,5.3,,.500,8.9,23.4,.330,,.520,12.0,63.0,.194
79,79,2023-04-02,,PHO,L,118,128,120.3,130.5,98.1,.466,.364,.556,51.9,58.3,7.1,0.0,,.472,7.0,28.3,.398,,.648,12.2,84.8,.284
80,80,2023-04-04,@,GSW,L,125,136,124.6,135.6,100.3,.376,.344,.577,41.3,52.3,4.0,2.1,,.532,8.4,27.1,.280,,.600,10.7,56.8,.232
81,81,2023-04-06,@,UTA,W,114,98,113.6,97.6,100.4,.268,.464,.526,52.6,74.4,12.0,3.8,,.479,10.0,30.9,.216,,.524,17.4,82.5,.133
82,82,2023-04-09,,MEM,W,115,100,114.9,99.9,100.1,.178,.400,.593,53.3,66.7,5.0,3.6,,.567,12.6,20.0,.144,,.473,10.7,78.8,.141
