,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,MEM,L,121,132,119.7,130.6,101.1,.194,.409,.599,40.4,80.9,5.9,7.5,,.581,9.0,14.9,.140,,.600,8.7,69.0,.120
2,2,2021-10-22,,CHO,L,112,123,108.8,119.5,102.9,.238,.369,.603,43.9,60.5,8.7,5.1,,.565,16.2,16.7,.202,,.599,15.5,72.5,.154
3,3,2021-10-23,,ATL,W,101,95,105.6,99.3,95.7,.303,.315,.501,50.0,62.2,6.3,9.2,,.455,9.0,24.5,.225,,.434,7.9,71.2,.091
4,4,2021-10-25,@,DEN,W,99,87,102.8,90.4,96.3,.244,.305,.545,51.0,68.4,8.3,10.4,,.506,13.4,23.4,.195,,.459,18.7,77.6,.093
5,5,2021-10-27,@,LAC,W,92,79,96.8,83.1,95.0,.333,.247,.495,61.3,36.4,9.5,6.5,,.426,17.7,34.1,.284,,.408,13.1,82.7,.092
6,6,2021-10-29,@,LAL,L,101,113,108.5,121.4,93.1,.253,.391,.522,46.2,75.7,10.7,1.8,,.494,13.4,34.0,.172,,.619,18.5,64.5,.107
7,7,2021-10-30,@,PHO,L,92,101,91.5,100.4,100.6,.077,.484,.489,47.5,58.3,8.0,5.2,,.473,16.8,18.5,.066,,.500,11.9,82.2,.202
8,8,2021-11-01,@,CHO,W,113,110,113.4,110.4,99.7,.422,.311,.529,51.6,53.8,12.0,11.3,,.483,13.0,39.5,.289,,.490,13.6,61.5,.109
9,9,2021-11-03,,POR,W,107,104,114.2,111.0,93.7,.243,.405,.653,52.4,74.4,4.3,3.8,,.628,17.2,14.7,.189,,.517,8.5,79.2,.122
10,10,2021-11-05,@,TOR,W,102,101,113.2,112.1,90.1,.229,.361,.558,46.4,57.9,4.4,4.2,,.518,15.7,29.7,.193,,.485,8.0,59.6,.051
11,11,2021-11-07,@,NYK,W,126,109,130.7,113.1,96.4,.122,.389,.664,60.0,63.3,8.3,3.7,,.650,13.7,30.6,.100,,.512,9.5,84.1,.259
12,12,2021-11-10,,WAS,L,94,97,103.6,106.9,90.7,.276,.408,.551,44.9,60.0,7.7,7.1,,.520,14.1,14.0,.197,,.476,11.6,73.9,.202
13,13,2021-11-12,,DET,W,98,78,103.1,82.1,95.0,.110,.500,.570,48.2,69.2,12.6,12.2,,.561,18.1,19.5,.073,,.424,21.4,76.2,.139
14,14,2021-11-13,,BOS,W,91,89,99.7,97.5,91.2,.272,.469,.502,45.3,54.8,11.0,7.3,,.444,10.8,19.6,.235,,.462,18.1,75.0,.218
15,15,2021-11-15,,BOS,L,92,98,98.0,104.4,93.8,.193,.482,.511,47.7,56.3,6.4,6.1,,.482,12.6,14.9,.145,,.526,13.9,85.4,.205
16,16,2021-11-17,@,BRK,L,99,109,102.9,113.3,96.2,.236,.494,.504,51.5,57.1,9.4,2.0,,.455,11.7,23.5,.202,,.530,10.5,82.6,.253
17,17,2021-11-18,,GSW,L,89,104,99.6,116.4,89.4,.200,.488,.511,55.3,64.7,6.7,7.5,,.500,16.3,31.0,.113,,.584,11.3,85.3,.084
18,18,2021-11-22,,BRK,L,112,117,111.5,116.5,100.5,.312,.473,.530,55.8,66.7,6.0,8.3,,.462,10.2,29.2,.280,,.532,8.0,83.0,.168
19,19,2021-11-24,,PHO,L,115,120,113.0,117.9,101.7,.258,.402,.532,48.4,51.2,6.9,0.0,,.505,8.5,26.0,.175,,.570,13.2,75.6,.256
20,20,2021-11-27,,ORL,W,105,92,109.3,95.8,96.0,.133,.433,.551,54.3,68.3,3.1,16.1,,.533,12.0,22.2,.100,,.443,7.5,83.7,.159
21,21,2021-11-29,@,DAL,W,114,96,115.3,97.1,98.8,.225,.238,.648,59.3,64.4,3.0,8.0,,.625,17.8,16.1,.175,,.506,9.5,86.0,.067
22,22,2021-12-01,@,MIA,W,111,85,123.3,94.4,90.0,.338,.456,.710,62.2,73.0,8.9,29.2,,.662,20.4,24.0,.309,,.447,10.8,81.6,.106
23,23,2021-12-03,@,WAS,W,116,101,121.8,106.1,95.2,.281,.337,.580,62.1,71.4,2.1,9.8,,.545,12.3,33.3,.213,,.524,8.1,92.9,.183
24,24,2021-12-05,,UTA,L,108,109,115.9,116.9,93.2,.143,.418,.558,49.5,47.6,12.9,11.9,,.538,11.8,31.9,.110,,.556,15.3,68.2,.100
25,25,2021-12-06,@,MIL,L,104,112,103.6,111.5,100.4,.222,.511,.526,42.4,77.1,8.0,7.4,,.472,8.3,13.5,.211,,.541,14.2,80.0,.221
26,26,2021-12-08,,CHI,W,115,92,120.1,96.0,95.8,.200,.350,.661,53.2,63.6,10.4,13.8,,.631,13.9,16.1,.175,,.458,15.4,77.1,.179
27,27,2021-12-10,@,MIN,W,123,106,118.7,102.3,103.6,.259,.388,.650,54.0,73.9,7.7,13.2,,.618,13.7,16.7,.212,,.451,11.8,80.4,.250
28,28,2021-12-11,,SAC,W,117,103,110.4,97.2,106.0,.318,.352,.583,49.5,65.9,12.3,9.2,,.534,12.2,15.9,.261,,.478,14.2,78.4,.151
29,29,2021-12-13,,MIA,W,105,94,116.8,104.6,89.9,.222,.444,.590,51.9,66.7,6.7,2.2,,.543,11.9,22.2,.210,,.524,13.6,75.6,.059
30,30,2021-12-15,,HOU,W,124,89,128.7,92.3,96.4,.300,.500,.685,51.8,57.8,6.2,10.2,,.675,14.2,22.5,.200,,.417,14.6,77.8,.308
31,31,2021-12-18,@,MIL,W,119,90,123.2,93.2,96.6,.156,.500,.619,51.1,80.0,11.4,5.9,,.589,11.9,22.5,.144,,.461,15.3,74.0,.090
32,32,2021-12-22,@,BOS,L,101,111,101.7,111.8,99.3,.261,.413,.492,52.5,47.2,8.1,4.8,,.440,12.8,29.4,.217,,.527,11.5,76.0,.152
33,33,2021-12-26,,TOR,W,144,99,134.4,92.4,107.2,.113,.491,.647,54.7,69.6,11.2,9.4,,.632,9.7,28.9,.094,,.466,17.5,78.0,.180
34,34,2021-12-28,@,NOP,L,104,108,113.9,118.3,91.3,.216,.466,.540,48.8,73.0,6.6,6.8,,.500,6.8,23.4,.182,,.550,11.6,79.5,.250
35,35,2021-12-30,@,WAS,L,93,110,98.7,116.8,94.2,.277,.337,.499,48.4,57.1,4.2,4.9,,.470,11.4,17.8,.181,,.550,6.7,78.3,.122
36,36,2021-12-31,,ATL,L,118,121,126.7,129.9,93.2,.286,.298,.624,51.1,56.3,1.1,13.6,,.619,8.7,21.1,.167,,.526,1.8,73.1,.196
37,37,2022-01-02,,IND,W,108,104,116.4,112.1,92.8,.318,.295,.538,55.2,63.4,6.5,10.8,,.500,7.4,28.6,.227,,.560,13.6,80.0,.133
38,38,2022-01-04,,MEM,L,106,110,111.9,116.1,94.8,.228,.370,.524,52.1,70.0,2.1,9.5,,.489,9.8,29.8,.174,,.517,8.3,74.5,.189
39,39,2022-01-07,@,POR,W,114,101,124.2,110.0,91.8,.363,.488,.614,45.7,56.4,7.6,5.3,,.594,7.9,18.6,.238,,.489,9.9,68.6,.120
40,40,2022-01-09,@,GSW,L,82,96,90.3,105.7,90.8,.240,.320,.494,43.8,65.6,9.9,5.5,,.473,17.8,20.0,.147,,.454,12.1,60.7,.082
41,41,2022-01-10,@,SAC,W,109,108,117.2,116.1,93.0,.172,.391,.582,52.7,67.4,6.4,13.1,,.552,14.6,33.3,.149,,.505,9.0,69.4,.176
42,42,2022-01-12,@,UTA,W,111,91,120.4,98.7,92.2,.210,.370,.627,61.0,65.1,6.5,7.9,,.599,12.8,20.0,.173,,.494,7.2,91.5,.082
43,43,2022-01-14,@,SAS,W,114,109,113.5,108.6,100.4,.253,.211,.540,49.5,52.2,7.0,5.2,,.526,7.9,24.5,.147,,.538,13.3,77.3,.109
44,44,2022-01-15,@,OKC,W,107,102,117.8,112.3,90.8,.287,.402,.546,42.0,70.0,6.6,7.1,,.511,6.7,22.9,.207,,.494,13.9,65.0,.241
45,45,2022-01-17,,BRK,W,114,107,120.0,112.6,95.0,.259,.395,.632,53.3,61.9,7.4,5.7,,.586,14.3,22.9,.235,,.566,13.3,80.0,.157
46,46,2022-01-19,@,CHI,L,104,117,112.6,126.7,92.4,.286,.351,.600,50.7,67.5,7.6,6.3,,.578,13.9,23.1,.195,,.605,8.7,80.6,.151
47,47,2022-01-22,,OKC,W,94,87,98.2,90.8,95.8,.461,.355,.514,56.8,62.9,5.2,13.6,,.500,19.4,33.3,.237,,.459,14.0,78.0,.106
48,48,2022-01-24,,NYK,W,95,93,101.6,99.5,93.5,.247,.444,.529,53.1,82.9,7.5,2.2,,.512,17.5,26.1,.148,,.488,10.6,78.0,.131
49,49,2022-01-26,,MIL,W,115,99,123.3,106.2,93.2,.195,.483,.609,50.0,65.9,11.8,6.3,,.580,11.3,27.9,.161,,.519,17.8,74.4,.200
50,50,2022-01-30,@,DET,L,105,115,115.7,126.7,90.8,.305,.415,.565,46.1,65.8,6.6,9.2,,.543,10.6,27.3,.195,,.516,8.1,64.4,.231
51,51,2022-01-31,,NOP,W,93,90,105.0,101.6,88.5,.167,.369,.516,42.0,72.2,6.8,16.4,,.482,9.1,16.7,.143,,.424,12.1,65.2,.212
52,52,2022-02-02,@,HOU,L,104,115,107.0,118.3,97.2,.338,.263,.566,56.5,56.1,6.2,9.5,,.556,15.6,29.3,.188,,.561,11.1,81.8,.280
53,53,2022-02-04,@,CHO,W,102,101,109.0,107.9,93.6,.222,.389,.516,49.5,72.2,7.5,0.0,,.478,10.8,28.8,.178,,.489,12.6,70.6,.120
54,54,2022-02-06,,IND,W,98,85,108.0,93.7,90.7,.333,.381,.509,51.5,73.5,9.9,9.6,,.470,9.4,32.0,.226,,.422,17.4,72.3,.181
55,55,2022-02-09,,SAS,W,105,92,109.2,95.7,96.1,.293,.256,.567,52.6,46.2,8.3,3.0,,.530,12.3,24.4,.220,,.424,11.1,73.2,.081
56,56,2022-02-11,@,IND,W,120,113,119.1,112.2,100.7,.370,.296,.637,45.7,46.5,11.9,13.7,,.586,12.1,17.1,.309,,.573,17.2,74.3,.124
57,57,2022-02-12,@,PHI,L,93,103,102.8,113.8,90.5,.195,.312,.556,45.9,58.3,3.3,5.3,,.519,15.2,13.5,.169,,.544,11.1,78.4,.215
58,58,2022-02-15,@,ATL,L,116,124,126.4,135.1,91.8,.136,.466,.622,52.7,66.7,8.7,6.4,,.602,12.2,33.3,.114,,.625,10.7,78.1,.300
59,59,2022-02-24,@,DET,L,103,106,110.4,113.6,93.3,.442,.455,.560,46.7,58.8,3.2,13.5,,.519,11.5,18.2,.299,,.471,9.2,72.9,.291
60,60,2022-02-26,,WAS,W,92,86,99.9,93.4,92.1,.289,.301,.492,53.8,68.8,9.8,8.6,,.434,12.2,27.1,.241,,.500,17.7,83.7,.062
61,61,2022-02-28,,MIN,L,122,127,126.0,131.2,96.8,.459,.500,.686,55.1,74.4,5.2,6.8,,.628,18.4,30.3,.392,,.651,12.1,77.8,.174
62,62,2022-03-02,,CHO,L,98,119,102.6,124.6,95.5,.266,.392,.555,45.1,56.8,6.3,2.1,,.532,13.7,10.0,.177,,.606,9.6,78.6,.188
63,63,2022-03-04,@,PHI,L,119,125,126.5,132.8,94.1,.293,.341,.643,57.7,68.2,5.3,9.5,,.598,11.5,27.0,.256,,.640,11.0,91.2,.387
64,64,2022-03-06,,TOR,W,104,96,108.6,100.2,95.8,.271,.424,.547,56.3,61.5,5.2,10.0,,.524,15.2,32.6,.176,,.426,6.2,75.4,.170
65,65,2022-03-08,@,IND,W,127,124,129.4,126.4,98.1,.287,.340,.600,51.3,53.2,13.2,10.2,,.548,7.0,34.1,.255,,.626,14.8,70.3,.110
66,66,2022-03-11,@,MIA,L,105,117,107.2,119.4,98.0,.367,.316,.572,48.8,71.4,5.1,3.9,,.494,15.6,17.1,.342,,.541,8.4,80.5,.279
67,67,2022-03-12,@,CHI,L,91,101,92.5,102.6,98.4,.198,.279,.487,46.5,52.8,7.1,6.0,,.448,13.0,11.6,.163,,.494,11.3,81.4,.159
68,68,2022-03-14,,LAC,W,120,111,122.0,112.8,89.1,.372,.349,.600,53.3,68.3,7.1,6.5,,.564,9.9,27.9,.267,,.500,8.7,75.5,.133
69,69,2022-03-16,,PHI,L,114,118,122.1,126.4,93.4,.400,.350,.606,50.0,64.1,9.6,8.5,,.544,8.7,20.0,.338,,.595,10.8,81.6,.304
70,70,2022-03-18,,DEN,W,119,116,115.7,112.8,93.1,.265,.378,.544,47.4,70.5,10.7,6.8,,.520,9.1,28.3,.173,,.554,15.3,70.5,.152
71,71,2022-03-19,,DET,W,113,109,116.6,112.5,96.9,.261,.295,.576,53.7,62.2,7.2,7.3,,.568,12.5,30.0,.148,,.559,13.8,76.2,.165
72,72,2022-03-21,,LAL,L,120,131,123.0,134.3,97.6,.221,.453,.636,48.1,64.4,3.1,3.2,,.605,11.3,20.0,.186,,.628,7.3,76.9,.138
73,73,2022-03-24,@,TOR,L,104,117,117.0,131.6,88.9,.278,.380,.586,47.4,64.9,4.5,5.8,,.544,12.8,25.0,.228,,.562,7.6,67.5,.191
74,74,2022-03-26,,CHI,L,94,98,104.3,108.7,90.1,.329,.378,.501,55.4,50.0,7.8,5.6,,.457,12.2,32.6,.232,,.513,13.1,83.8,.280
75,75,2022-03-28,,ORL,W,107,101,107.8,101.7,99.3,.277,.494,.575,47.7,70.3,11.1,8.0,,.524,12.3,14.0,.241,,.540,15.5,81.4,.080
76,76,2022-03-30,,DAL,L,112,120,118.5,127.0,94.5,.265,.301,.604,50.6,57.1,7.4,6.5,,.572,12.3,23.7,.205,,.614,10.4,76.9,.136
77,77,2022-03-31,@,ATL,L,107,131,109.2,133.7,98.0,.311,.333,.523,49.5,48.7,6.1,9.6,,.472,12.0,29.4,.244,,.588,7.2,72.7,.264
78,78,2022-04-02,@,NYK,W,119,101,129.2,109.6,92.1,.259,.420,.659,55.1,59.1,6.5,6.4,,.636,9.1,19.4,.198,,.487,9.8,85.7,.338
79,79,2022-04-03,,PHI,L,108,112,113.7,117.9,95.0,.397,.423,.589,45.1,68.6,10.5,6.1,,.545,8.9,15.6,.295,,.481,12.4,73.9,.438
80,80,2022-04-05,@,ORL,L,115,120,118.8,124.0,96.8,.256,.419,.601,52.2,59.5,6.2,6.9,,.581,10.3,20.5,.174,,.591,6.6,82.6,.108
81,81,2022-04-08,@,BRK,L,107,118,119.4,131.7,89.6,.293,.329,.578,40.8,47.5,4.5,6.7,,.537,8.0,23.8,.232,,.533,9.0,61.8,.217
82,82,2022-04-10,,MIL,W,133,115,130.5,112.9,101.9,.181,.404,.655,53.9,76.5,4.9,8.6,,.644,9.0,23.3,.128,,.511,10.5,82.6,.284
