,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,DET,W,94,88,95.4,89.3,98.5,.174,.267,.508,50.5,48.6,8.1,8.1,,.471,15.5,20.0,.151,,.433,14.3,78.0,.111
2,2,2021-10-22,,NOP,W,128,112,127.2,111.3,100.7,.281,.315,.640,52.3,68.1,8.9,12.1,,.607,12.3,25.0,.225,,.569,14.5,79.5,.149
3,3,2021-10-23,,DET,W,97,82,96.3,81.4,100.7,.226,.310,.525,44.2,68.6,12.9,18.3,,.482,11.5,6.7,.190,,.415,17.5,78.0,.102
4,4,2021-10-25,@,TOR,W,111,108,116.3,113.2,95.4,.272,.333,.612,38.2,61.5,11.5,5.7,,.556,12.5,12.8,.259,,.554,17.1,64.9,.193
5,5,2021-10-28,,NYK,L,103,104,110.0,111.1,93.6,.262,.381,.550,43.0,69.4,6.4,8.9,,.494,7.0,11.6,.238,,.524,12.2,74.4,.176
6,6,2021-10-30,,UTA,W,107,99,104.7,96.9,102.2,.330,.231,.513,45.5,41.0,7.8,9.3,,.456,8.0,18.4,.264,,.440,16.6,72.0,.196
7,7,2021-11-01,@,BOS,W,128,114,131.5,117.1,97.4,.209,.360,.681,56.8,61.2,7.2,12.7,,.645,13.0,28.6,.198,,.516,7.9,75.5,.156
8,8,2021-11-03,@,PHI,L,98,103,104.3,109.6,93.9,.220,.256,.545,57.3,50.0,11.7,8.2,,.500,14.3,23.1,.195,,.571,14.0,88.4,.195
9,9,2021-11-06,,PHI,L,105,114,111.4,121.0,94.2,.326,.315,.499,52.9,54.1,7.4,1.8,,.440,7.9,34.0,.261,,.611,13.5,82.4,.185
10,10,2021-11-08,,BRK,W,118,95,118.5,95.4,99.6,.204,.316,.552,57.1,45.7,8.0,9.4,,.515,7.8,29.4,.173,,.459,12.9,87.2,.186
11,11,2021-11-10,,DAL,W,117,107,121.2,110.8,96.5,.157,.348,.615,51.7,57.8,9.3,4.0,,.590,10.4,18.6,.135,,.530,11.4,82.6,.229
12,12,2021-11-12,@,GSW,L,93,119,93.0,119.0,100.0,.282,.346,.530,44.7,52.9,9.0,4.3,,.487,18.6,16.7,.218,,.565,13.8,72.1,.151
13,13,2021-11-14,@,LAC,W,100,90,102.2,91.9,97.9,.163,.337,.543,50.6,50.0,9.2,8.5,,.506,14.0,16.7,.151,,.426,17.4,80.9,.259
14,14,2021-11-15,@,LAL,W,121,103,118.5,100.9,102.1,.124,.382,.645,45.6,63.3,8.8,4.3,,.635,14.6,10.3,.090,,.494,15.5,80.0,.316
15,15,2021-11-17,@,POR,L,107,112,112.6,117.8,95.1,.241,.349,.583,45.0,59.0,7.4,17.0,,.548,14.0,23.8,.193,,.506,14.2,68.4,.321
16,16,2021-11-19,@,DEN,W,114,108,122.0,115.6,93.4,.258,.333,.550,56.8,46.3,7.5,6.7,,.484,9.6,35.4,.258,,.561,10.8,82.5,.195
17,17,2021-11-21,,NYK,W,109,103,115.2,108.8,94.6,.307,.330,.546,50.0,56.8,5.3,1.8,,.483,8.3,25.6,.273,,.458,11.7,73.3,.310
18,18,2021-11-22,,IND,L,77,109,81.3,115.1,94.7,.176,.329,.420,39.2,41.9,6.3,3.4,,.400,8.9,9.4,.106,,.517,10.1,75.0,.178
19,19,2021-11-24,@,HOU,L,113,118,107.6,112.3,105.0,.125,.365,.558,46.5,59.1,11.4,12.5,,.536,11.4,17.0,.104,,.601,18.3,82.1,.202
20,20,2021-11-26,@,ORL,W,123,88,124.2,88.9,99.0,.186,.395,.661,56.6,66.7,11.1,2.1,,.657,12.3,16.2,.116,,.419,12.2,89.1,.263
