,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,PHO,W,110,98,111.5,99.3,98.7,.108,.470,.632,50.5,56.8,9.1,2.0,,.633,16.4,15.0,.060,,.494,16.0,78.4,.138
2,2,2021-10-22,,SAS,W,102,96,100.7,94.8,101.3,.093,.349,.570,51.3,59.1,9.9,3.3,,.564,19.0,20.0,.058,,.512,18.2,82.5,.119
3,3,2021-10-25,,CLE,L,87,99,90.4,102.8,96.3,.140,.442,.477,49.0,60.0,10.4,5.3,,.459,18.7,22.4,.093,,.506,13.4,76.6,.195
4,4,2021-10-26,@,UTA,L,110,122,109.9,121.9,100.1,.289,.337,.588,46.1,45.2,9.0,6.5,,.566,12.2,13.2,.193,,.588,11.7,78.9,.259
5,5,2021-10-29,,DAL,W,106,75,107.0,75.7,99.0,.157,.434,.597,58.6,65.1,8.1,7.3,,.584,17.6,14.3,.108,,.346,14.3,88.5,.269
6,6,2021-10-30,@,MIN,W,93,91,97.9,95.8,95.0,.182,.420,.489,51.1,66.7,11.6,20.8,,.460,15.9,31.1,.136,,.466,17.7,69.4,.090
7,7,2021-11-01,@,MEM,L,97,106,98.2,107.3,98.8,.170,.432,.513,42.1,69.2,8.1,12.7,,.494,11.3,12.0,.114,,.521,10.7,75.6,.052
8,8,2021-11-03,@,MEM,L,106,108,112.5,114.6,94.2,.143,.297,.548,55.0,55.8,7.4,8.5,,.516,10.2,25.0,.132,,.617,11.2,91.7,.099
9,9,2021-11-06,,HOU,W,95,94,100.6,99.5,94.5,.191,.449,.492,48.9,52.8,10.6,10.6,,.455,10.2,20.0,.157,,.520,15.8,83.3,.213
10,10,2021-11-08,,MIA,W,113,96,119.6,101.6,94.5,.264,.451,.556,57.0,66.7,7.4,11.9,,.527,8.1,27.9,.187,,.481,12.7,86.0,.269
11,11,2021-11-10,,IND,W,101,98,113.2,109.8,89.2,.238,.357,.544,44.8,52.8,5.6,7.5,,.500,9.7,22.4,.202,,.542,11.9,73.7,.083
12,12,2021-11-12,,ATL,W,105,96,112.2,102.6,93.6,.222,.389,.531,49.5,65.0,6.4,7.7,,.500,6.6,21.7,.167,,.435,7.3,73.6,.161
13,13,2021-11-14,,POR,W,124,95,139.7,107.0,88.8,.156,.444,.645,57.6,61.7,10.1,2.4,,.628,8.6,33.3,.122,,.519,12.3,81.4,.150
14,14,2021-11-15,@,DAL,L,101,111,110.6,121.6,91.3,.202,.381,.552,51.1,50.0,4.4,9.3,,.530,10.7,22.7,.143,,.578,7.8,78.3,.078
15,15,2021-11-18,,PHI,L,89,103,96.0,111.2,92.7,.180,.404,.463,50.5,68.8,6.5,7.1,,.427,9.4,20.4,.146,,.571,9.1,85.7,.071
