,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,DEN,W,123,102,42,83,.506,16,38,.421,23,31,.742,11,43,27,10,1,19,21,,40,83,.482,5,22,.227,17,18,.944,10,35,21,10,3,21,23
2,2,2022-10-21,@,MIN,W,132,126,49,111,.441,20,50,.400,14,21,.667,19,54,39,11,8,13,23,,49,107,.458,11,33,.333,17,23,.739,21,60,20,5,7,20,22
3,3,2022-10-23,@,NOP,W,122,121,43,98,.439,13,38,.342,23,28,.821,15,44,29,13,6,16,20,,48,102,.471,8,27,.296,17,22,.773,14,45,30,8,6,17,22
4,4,2022-10-24,@,HOU,L,108,114,44,93,.473,11,32,.344,9,16,.563,18,49,23,8,10,20,27,,38,90,.422,11,35,.314,27,32,.844,17,47,17,7,7,15,20
5,5,2022-10-26,,HOU,W,109,101,38,90,.422,13,45,.289,20,30,.667,11,53,28,11,5,15,28,,36,94,.383,11,40,.275,18,24,.750,14,49,19,7,2,19,30
6,6,2022-10-28,@,DEN,L,101,117,38,91,.418,10,39,.256,15,19,.789,8,38,24,7,8,9,30,,39,85,.459,17,37,.459,22,34,.647,17,58,18,2,4,12,18
7,7,2022-10-29,,MEM,W,124,123,45,87,.517,19,44,.432,15,20,.750,10,34,30,8,6,19,17,,50,88,.568,12,27,.444,11,15,.733,10,40,24,11,5,20,26
8,8,2022-10-31,,MEM,W,121,105,42,89,.472,19,47,.404,18,22,.818,11,48,26,10,6,15,30,,38,92,.413,6,26,.231,23,42,.548,18,52,14,8,4,16,17
9,9,2022-11-02,@,DAL,L,100,103,39,84,.464,10,30,.333,12,14,.857,12,40,28,6,1,16,17,,42,84,.500,11,38,.289,8,15,.533,7,37,20,9,4,11,14
10,10,2022-11-04,@,LAL,W,130,116,52,103,.505,17,40,.425,9,10,.900,15,48,31,8,3,8,22,,40,83,.482,11,26,.423,25,28,.893,9,40,22,6,6,11,17
11,11,2022-11-06,@,LAC,W,110,102,35,75,.467,15,40,.375,25,26,.962,7,42,18,5,4,20,15,,43,87,.494,8,33,.242,8,13,.615,4,32,22,11,2,13,26
12,12,2022-11-07,,LAL,W,139,116,53,95,.558,16,38,.421,17,22,.773,10,41,30,10,7,14,23,,40,82,.488,9,24,.375,27,30,.900,7,33,15,7,5,16,21
13,13,2022-11-09,@,ATL,W,125,119,44,94,.468,17,39,.436,20,24,.833,13,47,27,5,6,13,20,,51,109,.468,8,28,.286,9,11,.818,17,54,24,5,5,11,16
14,14,2022-11-12,@,WAS,L,112,121,44,94,.468,14,40,.350,10,11,.909,7,42,33,4,3,12,17,,44,88,.500,16,36,.444,17,20,.850,6,46,27,6,8,9,14
15,15,2022-11-13,@,PHI,L,98,105,37,94,.394,11,37,.297,13,23,.565,18,50,23,3,4,17,17,,40,83,.482,4,23,.174,21,26,.808,8,39,21,12,14,12,19
16,16,2022-11-15,,NYK,L,111,118,36,83,.434,14,43,.326,25,30,.833,15,49,29,7,5,20,22,,44,93,.473,11,32,.344,19,25,.760,13,43,26,10,3,12,25
