,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
33,33,2022-12-23,@,BOS,L,109,121,109.2,121.2,99.8,.165,.352,.558,45.9,56.8,3.0,14.8,,.538,14.1,25.0,.121,,.505,9.0,63.0,.200
34,34,2022-12-26,@,MIA,L,110,113,112.0,115.1,98.2,.177,.430,.646,52.4,72.1,4.1,5.7,,.639,20.5,22.9,.114,,.525,7.9,73.5,.059
35,35,2022-12-28,@,NOP,L,118,119,116.8,117.8,101.0,.386,.349,.608,44.9,42.9,5.9,13.8,,.566,10.2,12.8,.289,,.549,11.5,76.9,.370
36,36,2022-12-30,@,MIL,L,114,123,107.6,116.1,105.9,.370,.326,.533,34.6,45.0,9.4,9.3,,.478,7.0,12.7,.283,,.538,16.3,59.2,.247
37,37,2022-12-31,,DET,L,104,116,105.9,118.2,98.2,.313,.410,.551,42.9,47.2,6.1,8.1,,.494,13.7,19.6,.265,,.539,12.1,66.7,.225
38,38,2023-01-02,,DEN,W,124,111,131.1,117.4,94.6,.310,.414,.627,47.7,64.4,7.4,6.5,,.592,10.0,28.9,.241,,.522,12.3,62.5,.176
39,39,2023-01-04,,POR,W,113,106,119.8,112.4,94.3,.474,.316,.615,45.8,64.1,8.5,13.0,,.572,13.2,22.9,.342,,.500,14.6,67.6,.413
40,40,2023-01-06,,LAC,W,128,115,129.1,116.0,99.2,.358,.432,.683,52.9,60.9,4.0,9.3,,.648,16.8,31.3,.284,,.485,6.7,66.0,.180
41,41,2023-01-08,@,HOU,W,104,96,107.1,98.9,97.1,.275,.350,.580,51.8,60.5,8.2,7.5,,.538,15.9,23.7,.225,,.489,15.8,74.5,.101
42,42,2023-01-11,@,DET,L,118,135,118.4,135.4,99.7,.239,.375,.607,48.6,51.2,7.0,4.2,,.580,15.6,29.5,.182,,.706,14.8,76.7,.275
43,43,2023-01-13,,PHO,W,121,116,114.5,109.7,105.7,.222,.311,.612,46.3,51.1,12.3,4.8,,.578,12.4,10.5,.189,,.558,16.4,78.6,.233
44,44,2023-01-14,,CLE,W,110,102,116.7,108.2,94.3,.188,.350,.635,43.7,48.9,10.6,10.4,,.619,13.1,11.1,.138,,.539,17.3,77.1,.263
45,45,2023-01-16,,UTA,L,125,126,129.3,130.4,96.7,.178,.406,.574,45.1,60.9,9.3,12.0,,.545,4.4,30.8,.149,,.613,15.7,64.1,.274
46,46,2023-01-18,@,DEN,L,118,122,119.7,123.8,98.6,.346,.395,.632,51.4,61.9,6.1,15.6,,.593,15.4,31.6,.272,,.576,12.4,75.0,.282
47,47,2023-01-19,,TOR,W,128,126,123.3,121.4,103.8,.258,.449,.646,49.3,68.9,11.6,8.5,,.601,13.1,21.1,.236,,.609,13.9,78.4,.230
48,48,2023-01-21,,HOU,W,113,104,114.2,105.1,98.9,.289,.494,.604,34.9,52.6,12.1,16.4,,.560,10.5,6.8,.241,,.538,18.3,64.3,.241
49,49,2023-01-23,@,HOU,L,114,119,107.9,112.6,105.7,.242,.462,.566,46.6,46.3,7.6,12.1,,.538,15.9,25.5,.176,,.563,16.5,70.7,.227
50,50,2023-01-25,@,NOP,W,111,102,114.1,104.8,97.3,.341,.354,.588,46.2,57.5,8.2,10.6,,.555,8.7,10.5,.244,,.506,12.9,80.0,.188
51,51,2023-01-27,,MEM,W,111,100,108.6,97.8,102.2,.174,.407,.599,48.9,70.5,11.7,10.0,,.587,17.0,22.0,.116,,.452,16.5,70.6,.172
52,52,2023-01-28,,SAC,W,117,110,122.1,114.8,95.8,.263,.463,.656,55.0,59.5,5.2,4.1,,.631,17.6,25.7,.200,,.506,8.4,77.8,.329
53,53,2023-01-30,,SAC,L,111,118,100.8,107.2,99.7,.272,.424,.539,49.5,60.5,6.4,4.3,,.533,14.9,16.7,.141,,.520,9.9,80.4,.152
