,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
33,33,2022-12-23,,MIN,W,121,109,121.2,109.2,99.8,.260,.460,.543,54.1,63.6,9.0,10.2,,.505,9.0,37.0,.200,,.538,14.1,75.0,.121
34,34,2022-12-25,,MIL,W,139,118,138.2,117.3,100.6,.294,.459,.724,47.3,58.0,8.9,2.1,,.700,10.3,13.9,.235,,.577,13.5,78.9,.250
35,35,2022-12-27,,HOU,W,126,102,126.9,102.7,99.3,.253,.615,.623,50.0,74.4,8.1,10.0,,.582,9.0,20.0,.220,,.474,11.4,75.5,.126
36,36,2022-12-29,,LAC,W,116,110,118.2,112.1,98.1,.242,.429,.576,54.4,50.0,3.1,14.0,,.544,9.8,25.0,.187,,.567,11.2,82.6,.101
37,37,2023-01-01,@,DEN,L,111,123,111.9,124.0,99.2,.310,.379,.561,53.9,75.0,8.1,6.1,,.511,11.6,22.7,.253,,.677,13.9,96.9,.203
38,38,2023-01-03,@,OKC,L,117,150,109.2,140.0,107.1,.352,.455,.576,46.3,72.5,3.7,12.1,,.523,14.3,23.9,.284,,.694,10.8,75.0,.143
39,39,2023-01-05,@,DAL,W,124,95,127.3,97.6,97.4,.369,.512,.635,55.3,70.7,6.2,13.8,,.583,10.1,24.4,.310,,.417,9.8,79.2,.222
40,40,2023-01-07,@,SAS,W,121,116,114.1,109.4,106.1,.189,.358,.588,45.7,63.8,5.7,13.3,,.574,12.0,17.0,.126,,.525,10.9,74.5,.110
41,41,2023-01-09,,CHI,W,107,99,115.0,106.4,93.0,.241,.471,.556,54.3,65.8,2.1,13.7,,.500,8.6,20.0,.230,,.523,7.1,87.2,.105
42,42,2023-01-11,,NOP,W,125,114,128.3,117.0,97.4,.275,.484,.613,60.2,54.5,7.2,8.8,,.566,8.1,27.5,.242,,.580,8.7,90.7,.149
43,43,2023-01-12,@,BRK,W,109,98,116.9,105.1,93.2,.198,.419,.583,60.8,56.1,4.3,12.0,,.547,12.2,30.8,.174,,.530,11.9,90.0,.107
44,44,2023-01-14,@,CHO,W,122,106,129.1,112.1,94.5,.101,.535,.590,50.0,74.5,8.5,6.6,,.571,6.3,28.0,.091,,.511,10.2,76.2,.182
45,45,2023-01-16,@,CHO,W,130,118,141.9,128.8,91.6,.287,.494,.663,55.3,79.1,1.1,6.8,,.609,10.1,35.9,.276,,.528,4.6,71.7,.256
46,46,2023-01-19,,GSW,W,121,118,105.0,102.4,104.4,.278,.380,.499,57.3,48.8,8.7,10.4,,.458,12.3,31.6,.204,,.490,12.7,84.9,.200
47,47,2023-01-21,@,TOR,W,106,104,111.8,109.7,94.8,.176,.412,.579,50.0,65.8,9.5,11.9,,.541,14.1,23.9,.165,,.576,13.6,83.3,.058
48,48,2023-01-23,@,ORL,L,98,113,103.5,119.3,94.7,.133,.554,.558,48.1,66.7,5.3,7.0,,.542,17.0,20.0,.096,,.577,9.6,78.4,.190
49,49,2023-01-24,@,MIA,L,95,98,100.2,103.3,94.8,.365,.432,.553,46.3,65.6,5.3,9.8,,.500,16.5,11.9,.284,,.426,6.3,73.6,.191
50,50,2023-01-26,,NYK,L,117,120,113.1,116.0,93.7,.230,.460,.531,51.9,53.7,3.9,6.9,,.490,10.6,27.3,.190,,.526,7.0,79.6,.198
51,51,2023-01-28,,LAL,W,125,121,116.2,112.5,97.4,.464,.476,.618,49.5,46.2,7.4,14.3,,.542,10.6,16.3,.405,,.505,9.5,78.0,.143
52,52,2023-02-01,,BRK,W,139,96,147.4,101.8,94.3,.109,.587,.721,64.0,52.8,4.2,8.2,,.717,9.4,28.9,.076,,.460,5.0,90.2,.170
53,53,2023-02-03,,PHO,L,94,106,96.3,108.6,97.6,.413,.507,.530,44.8,62.1,5.1,4.8,,.453,13.6,6.5,.347,,.495,7.3,80.0,.126
