,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-18,@,BOS,L,117,126,119.2,128.3,98.2,.350,.425,.634,46.3,40.0,8.1,6.4,,.581,13.2,11.8,.300,,.634,9.6,81.8,.268
2,2,2022-10-20,,MIL,L,88,90,95.1,97.3,92.5,.157,.289,.496,47.8,47.2,6.5,11.9,,.464,10.1,12.8,.133,,.482,11.7,84.4,.107
3,3,2022-10-22,,SAS,L,105,114,112.1,121.7,93.7,.333,.369,.545,48.2,70.3,6.4,9.8,,.500,11.1,27.9,.250,,.573,12.8,70.0,.135
4,4,2022-10-24,,IND,W,120,106,129.3,114.2,92.8,.350,.538,.650,45.3,65.8,8.6,15.2,,.594,7.0,17.5,.313,,.489,11.5,69.6,.200
5,5,2022-10-26,@,TOR,L,109,119,117.3,128.0,93.0,.241,.456,.624,46.6,72.5,6.5,4.3,,.608,12.1,10.8,.165,,.643,9.1,83.3,.131
6,6,2022-10-28,@,TOR,W,112,90,119.3,95.9,93.9,.134,.463,.645,47.7,58.1,11.7,12.8,,.622,13.9,18.9,.122,,.436,15.0,69.4,.174
7,7,2022-10-29,@,CHI,W,114,109,115.4,110.4,98.8,.342,.367,.627,50.6,71.8,8.1,12.2,,.582,15.8,20.5,.278,,.519,16.3,78.6,.325
8,8,2022-10-31,@,WAS,W,118,111,120.3,113.2,98.1,.241,.361,.643,47.4,56.5,14.3,5.4,,.627,12.4,11.1,.169,,.531,14.0,78.6,.309
9,9,2022-11-02,,WAS,L,111,121,121.0,131.9,91.7,.238,.429,.598,42.7,64.1,3.3,1.8,,.577,7.9,14.3,.167,,.609,7.1,78.8,.333
10,10,2022-11-04,,NYK,L,104,106,101.0,102.9,103.0,.214,.480,.485,46.8,73.0,11.7,17.0,,.444,12.3,24.5,.173,,.519,18.6,75.6,.288
11,11,2022-11-07,,PHO,W,100,88,112.1,98.7,89.2,.388,.400,.534,56.5,71.0,5.6,11.1,,.463,13.8,32.6,.325,,.479,13.6,84.6,.247
12,12,2022-11-10,@,ATL,L,95,104,92.5,101.2,102.7,.361,.361,.494,45.5,46.9,9.7,8.1,,.422,15.0,17.3,.301,,.477,15.5,76.6,.227
13,13,2022-11-12,,ATL,W,121,109,118.3,106.6,102.3,.388,.300,.646,41.9,54.5,9.8,7.7,,.600,11.4,6.1,.313,,.483,15.1,70.7,.258
