,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,,IND,W,123,122,46,107,.430,13,31,.419,18,27,.667,12,46,29,9,5,8,21,,42,90,.467,17,47,.362,21,24,.875,8,51,29,2,10,16,24
2,2,2021-10-22,@,CLE,W,123,112,48,91,.527,13,32,.406,14,17,.824,11,46,32,13,1,18,16,,43,84,.512,9,31,.290,17,20,.850,7,36,26,9,3,18,15
3,3,2021-10-24,@,BRK,W,111,95,43,94,.457,10,30,.333,15,19,.789,10,48,26,10,5,12,17,,38,87,.437,9,35,.257,10,12,.833,9,44,18,10,8,17,19
4,4,2021-10-25,,BOS,L,129,140,46,103,.447,19,44,.432,18,28,.643,14,52,26,4,6,14,25,,50,101,.495,19,50,.380,21,25,.840,11,53,33,8,9,12,23
5,5,2021-10-27,@,ORL,W,120,111,43,83,.518,14,30,.467,20,24,.833,10,40,22,14,4,16,14,,43,88,.489,15,40,.375,10,13,.769,8,33,22,6,2,18,21
6,6,2021-10-29,@,MIA,L,99,114,35,90,.389,13,37,.351,16,22,.727,11,37,21,8,6,11,17,,43,91,.473,9,35,.257,19,19,1.000,16,60,23,6,3,17,20
7,7,2021-10-31,,POR,W,125,113,46,89,.517,20,42,.476,13,21,.619,10,44,36,4,6,8,18,,43,97,.443,17,54,.315,10,11,.909,15,47,30,4,5,12,18
8,8,2021-11-01,,CLE,L,110,113,42,101,.416,15,39,.385,11,15,.733,20,46,27,12,12,17,23,,39,90,.433,9,28,.321,26,38,.684,17,49,21,12,7,16,14
9,9,2021-11-03,@,GSW,L,92,114,34,91,.374,10,36,.278,14,19,.737,9,49,18,10,2,16,14,,42,86,.488,18,45,.400,12,18,.667,7,53,33,14,4,16,17
10,10,2021-11-05,@,SAC,L,110,140,43,92,.467,11,35,.314,13,21,.619,7,28,29,8,5,10,19,,48,87,.552,22,44,.500,22,26,.846,13,56,29,5,1,18,21
11,11,2021-11-07,@,LAC,L,106,120,41,101,.406,10,33,.303,14,18,.778,12,44,20,13,2,13,21,,41,86,.477,18,48,.375,20,21,.952,7,50,24,8,5,20,16
12,12,2021-11-08,@,LAL,L,123,126,43,99,.434,14,42,.333,23,28,.821,14,55,23,5,3,18,23,,44,91,.484,13,32,.406,25,35,.714,8,51,30,11,8,15,23
13,13,2021-11-10,@,MEM,W,118,108,41,90,.456,15,36,.417,21,24,.875,9,49,32,13,7,17,16,,45,107,.421,9,38,.237,9,15,.600,20,57,27,14,8,16,18
14,14,2021-11-12,,NYK,W,104,96,39,90,.433,10,36,.278,16,24,.667,12,49,25,10,5,12,18,,36,93,.387,13,35,.371,11,18,.611,14,51,17,8,5,19,22
15,15,2021-11-14,,GSW,W,106,102,42,88,.477,14,36,.389,8,12,.667,4,39,23,10,2,11,21,,38,90,.422,9,39,.231,17,25,.680,11,49,31,8,7,15,17
16,16,2021-11-17,,WAS,W,97,87,42,96,.438,10,32,.313,3,6,.500,16,59,30,6,8,11,16,,33,90,.367,8,42,.190,13,16,.813,11,48,23,7,5,10,12
