,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,@,DET,W,94,88,37,86,.430,7,23,.304,13,15,.867,9,48,18,8,5,17,19,,36,90,.400,6,28,.214,10,13,.769,11,47,17,7,5,16,16
2,2,2021-10-22,,NOP,W,128,112,47,89,.528,14,28,.500,20,25,.800,11,46,32,9,7,14,14,,42,87,.483,15,29,.517,13,16,.813,9,42,26,7,5,16,20
3,3,2021-10-23,,DET,W,97,82,35,84,.417,11,26,.423,16,19,.842,3,42,24,13,11,12,17,,34,88,.386,5,28,.179,9,15,.600,11,53,14,9,8,20,17
4,4,2021-10-25,@,TOR,W,111,108,39,81,.481,12,27,.444,21,22,.955,5,29,24,11,3,13,16,,40,83,.482,12,30,.400,16,20,.800,13,47,27,8,1,19,18
5,5,2021-10-28,,NYK,L,103,104,36,84,.429,11,32,.344,20,22,.909,5,37,25,6,5,7,18,,39,85,.459,11,29,.379,15,20,.750,11,49,16,5,7,13,21
6,6,2021-10-30,,UTA,W,107,99,39,91,.429,5,21,.238,24,30,.800,9,45,16,8,5,9,19,,35,92,.380,11,38,.289,18,19,.947,14,54,15,5,7,20,21
7,7,2021-11-01,@,BOS,W,128,114,49,86,.570,13,31,.419,17,18,.944,10,50,30,7,8,14,19,,42,96,.438,15,33,.455,15,20,.750,13,38,20,10,1,9,15
8,8,2021-11-03,@,PHI,L,98,103,38,82,.463,6,21,.286,16,18,.889,9,47,19,11,4,15,17,,38,77,.494,12,28,.429,15,21,.714,5,35,24,9,4,14,15
9,9,2021-11-06,,PHI,L,105,114,37,92,.402,7,29,.241,24,30,.800,18,46,20,7,1,9,19,,43,81,.531,13,26,.500,15,19,.789,6,41,22,6,5,14,22
10,10,2021-11-08,,BRK,W,118,95,46,98,.469,9,31,.290,17,20,.850,15,56,21,8,5,9,17,,34,86,.395,11,33,.333,16,19,.842,6,42,19,6,7,14,16
11,11,2021-11-10,,DAL,W,117,107,45,89,.506,15,31,.484,12,14,.857,8,46,26,9,2,11,15,,38,83,.458,12,33,.364,19,24,.792,8,43,23,9,4,12,16
12,12,2021-11-12,@,GSW,L,93,119,34,78,.436,8,27,.296,17,22,.773,7,38,18,9,2,20,16,,45,93,.484,15,46,.326,14,16,.875,12,47,27,15,3,16,15
13,13,2021-11-14,@,LAC,W,100,90,38,86,.442,11,29,.379,13,14,.929,7,45,19,9,4,15,20,,29,81,.358,11,34,.324,21,21,1.000,9,44,16,7,7,19,15
14,14,2021-11-15,@,LAL,W,121,103,49,89,.551,15,34,.441,8,11,.727,4,36,31,9,2,16,21,,36,79,.456,6,32,.188,25,31,.806,8,43,19,10,5,17,15
15,15,2021-11-17,@,POR,L,107,112,39,83,.470,13,29,.448,16,20,.800,10,36,23,7,9,15,23,,37,84,.440,11,31,.355,27,28,.964,12,44,26,10,5,16,19
16,16,2021-11-19,@,DEN,W,114,108,41,93,.441,8,31,.258,24,24,1.000,17,50,19,7,3,11,20,,39,82,.476,14,37,.378,16,20,.800,7,38,24,5,5,11,22
17,17,2021-11-21,,NYK,W,109,103,37,88,.420,11,29,.379,24,27,.889,11,44,21,5,1,9,26,,35,84,.417,7,27,.259,26,31,.839,12,44,16,4,11,13,25
18,18,2021-11-22,,IND,L,77,109,31,85,.365,6,28,.214,9,15,.600,5,38,13,6,2,9,16,,40,90,.444,13,31,.419,16,18,.889,11,59,27,7,12,11,15
19,19,2021-11-24,@,HOU,L,113,118,44,96,.458,15,35,.429,10,12,.833,8,40,26,12,6,13,22,,42,84,.500,17,36,.472,17,22,.773,7,46,27,5,6,21,16
20,20,2021-11-26,@,ORL,W,123,88,48,86,.558,17,34,.500,10,16,.625,6,47,32,11,1,13,24,,30,80,.375,7,32,.219,21,30,.700,5,36,18,7,5,13,16
21,21,2021-11-27,,MIA,L,104,107,38,81,.469,11,39,.282,17,21,.810,10,47,22,6,4,22,20,,37,86,.430,14,40,.350,19,22,.864,9,36,23,13,1,10,19
22,22,2021-11-29,,CHO,W,133,119,53,89,.596,14,30,.467,13,19,.684,5,41,35,3,5,10,19,,42,88,.477,18,39,.462,17,21,.810,5,34,23,7,9,9,14
23,23,2021-12-02,@,NYK,W,119,115,44,89,.494,11,29,.379,20,21,.952,13,39,24,10,8,15,22,,42,82,.512,9,26,.346,22,27,.815,10,39,19,10,8,18,20
24,24,2021-12-04,@,BRK,W,111,107,41,86,.477,10,31,.323,19,27,.704,7,47,22,4,10,9,12,,46,111,.414,8,25,.320,7,9,.778,15,55,28,8,6,5,19
25,25,2021-12-06,,DEN,W,109,97,41,91,.451,13,35,.371,14,20,.700,13,55,25,4,7,11,15,,38,96,.396,11,32,.344,10,15,.667,11,50,30,5,2,9,17
26,26,2021-12-08,@,CLE,L,92,115,35,84,.417,7,26,.269,15,21,.714,11,37,21,6,3,17,17,,44,80,.550,13,28,.464,14,16,.875,5,42,28,10,8,14,22
27,27,2021-12-11,@,MIA,L,92,118,31,83,.373,17,40,.425,13,20,.650,7,34,22,5,3,14,15,,46,93,.495,19,43,.442,7,9,.778,12,50,37,8,6,8,21
28,28,2021-12-19,,LAL,W,115,110,40,93,.430,10,30,.333,25,31,.806,16,43,20,10,3,10,17,,42,82,.512,12,34,.353,14,22,.636,9,46,25,6,8,19,25
29,29,2021-12-20,,HOU,W,133,118,47,88,.534,16,35,.457,23,24,.958,9,34,33,7,5,8,23,,44,78,.564,12,33,.364,18,24,.750,7,35,27,4,4,14,17
30,30,2021-12-26,,IND,W,113,105,43,76,.566,11,23,.478,16,22,.727,2,40,17,5,6,15,20,,41,94,.436,8,30,.267,15,21,.714,14,45,23,9,5,9,16
31,31,2021-12-27,@,ATL,W,130,118,51,94,.543,18,37,.486,10,14,.714,9,44,29,5,6,7,19,,40,89,.449,15,34,.441,23,26,.885,11,45,22,3,5,10,14
32,32,2021-12-29,,ATL,W,131,117,52,84,.619,10,22,.455,17,22,.773,6,41,38,9,6,13,18,,44,92,.478,11,26,.423,18,26,.692,10,37,26,6,3,11,17
33,33,2021-12-31,@,IND,W,108,106,35,86,.407,12,27,.444,26,30,.867,8,42,22,11,5,9,19,,38,91,.418,8,31,.258,22,29,.759,17,55,23,7,8,17,22
34,34,2022-01-01,@,WAS,W,120,119,41,84,.488,17,34,.500,21,25,.840,6,44,17,4,4,15,24,,46,87,.529,6,27,.222,21,26,.808,6,43,26,9,3,11,22
35,35,2022-01-03,,ORL,W,102,98,37,86,.430,11,31,.355,17,23,.739,10,49,17,10,4,13,16,,36,85,.424,10,27,.370,16,18,.889,5,44,24,5,2,13,17
36,36,2022-01-07,,WAS,W,130,122,48,91,.527,15,33,.455,19,21,.905,10,41,34,11,3,15,21,,45,88,.511,7,24,.292,25,26,.962,10,41,28,8,5,15,15
37,37,2022-01-09,@,DAL,L,99,113,39,90,.433,11,33,.333,10,13,.769,8,39,23,8,3,7,15,,44,88,.500,16,36,.444,9,9,1.000,7,48,28,4,2,9,14
38,38,2022-01-11,,DET,W,133,87,50,92,.543,18,34,.529,15,19,.789,14,61,33,13,4,17,23,,30,89,.337,6,35,.171,21,27,.778,15,41,17,9,7,18,20
39,39,2022-01-12,,BRK,L,112,138,38,81,.469,11,30,.367,25,31,.806,10,35,22,5,6,17,20,,49,87,.563,17,32,.531,23,28,.821,7,41,35,11,4,9,21
40,40,2022-01-14,,GSW,L,96,138,37,87,.425,10,38,.263,12,18,.667,10,36,26,4,5,14,19,,53,94,.564,19,42,.452,13,17,.765,9,47,39,12,5,7,17
41,41,2022-01-15,@,BOS,L,112,114,44,87,.506,12,29,.414,12,15,.800,7,32,31,3,3,6,19,,44,90,.489,9,26,.346,17,19,.895,17,50,27,6,6,11,15
42,42,2022-01-17,@,MEM,L,106,119,40,92,.435,13,31,.419,13,15,.867,9,43,24,10,7,18,15,,47,92,.511,10,25,.400,15,20,.750,10,48,29,14,7,17,13
43,43,2022-01-19,,CLE,W,117,104,47,86,.547,10,22,.455,13,18,.722,7,37,25,7,4,9,18,,40,77,.519,9,27,.333,15,22,.682,9,38,27,7,4,14,15
44,44,2022-01-21,@,MIL,L,90,94,31,85,.365,7,38,.184,21,24,.875,6,49,21,4,4,8,21,,34,88,.386,6,31,.194,20,28,.714,11,53,20,3,3,8,17
45,45,2022-01-23,@,ORL,L,95,114,33,76,.434,5,21,.238,24,32,.750,11,44,10,3,4,21,22,,42,80,.525,12,26,.462,18,23,.783,3,35,31,7,8,12,25
46,46,2022-01-24,@,OKC,W,111,110,41,89,.461,15,39,.385,14,19,.737,10,51,31,7,9,16,23,,38,92,.413,16,45,.356,18,24,.750,10,44,26,9,5,11,15
47,47,2022-01-26,,TOR,W,111,105,46,84,.548,7,26,.269,12,16,.750,10,45,32,2,1,13,22,,38,79,.481,12,31,.387,17,28,.607,8,34,24,8,5,12,17
48,48,2022-01-28,@,SAS,L,122,131,46,88,.523,8,30,.267,22,26,.846,4,37,22,5,2,6,16,,50,95,.526,16,37,.432,15,18,.833,10,44,35,3,1,7,18
49,49,2022-01-30,,POR,W,130,116,50,90,.556,13,32,.406,17,18,.944,8,44,36,10,3,7,16,,43,83,.518,18,39,.462,12,16,.750,5,36,23,4,3,12,12
