,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
70,70,2022-03-18,@,PHI,L,101,111,113.4,124.6,89.1,.263,.400,.566,51.3,56.8,4.5,8.1,,.538,11.9,25.0,.188,,.600,11.4,85.3,.280
71,71,2022-03-19,@,CHO,L,108,129,111.8,133.5,96.6,.225,.427,.552,48.9,46.2,4.1,8.7,,.517,11.7,25.0,.180,,.614,8.3,76.2,.239
72,72,2022-03-21,,MIN,W,110,108,115.6,113.5,95.1,.253,.554,.596,48.5,67.5,5.3,5.5,,.566,10.7,16.7,.193,,.467,8.0,72.7,.253
73,73,2022-03-23,,HOU,W,110,91,114.5,94.7,96.1,.256,.384,.575,48.3,57.1,9.4,1.9,,.535,11.1,19.5,.209,,.427,13.7,73.9,.256
74,74,2022-03-25,@,MIN,L,95,116,99.1,121.0,95.9,.211,.478,.483,50.0,60.0,4.2,9.6,,.444,9.2,20.4,.167,,.577,8.7,85.4,.226
75,75,2022-03-27,,UTA,W,114,100,130.4,114.4,87.4,.312,.442,.651,55.6,52.5,3.4,3.6,,.630,8.4,25.6,.221,,.528,6.0,83.3,.067
76,76,2022-03-29,,LAL,W,128,110,139.1,119.5,92.0,.264,.529,.659,48.9,60.0,5.4,2.2,,.632,6.7,24.4,.207,,.517,8.4,71.4,.202
77,77,2022-03-30,@,CLE,W,120,112,127.0,118.5,94.5,.170,.477,.634,49.4,60.9,6.3,10.3,,.614,10.4,23.1,.136,,.572,12.3,76.3,.205
78,78,2022-04-01,@,WAS,L,103,135,105.9,138.7,97.3,.333,.487,.576,44.4,41.2,3.1,5.3,,.506,12.7,11.9,.308,,.639,8.3,79.5,.222
79,79,2022-04-03,@,MIL,W,118,112,121.1,115.0,97.4,.355,.500,.671,51.4,71.8,7.2,5.5,,.618,12.0,7.1,.316,,.521,8.0,78.3,.137
80,80,2022-04-06,@,DET,W,131,113,138.4,119.4,94.7,.425,.413,.690,49.4,62.2,8.5,1.9,,.656,9.5,20.5,.325,,.494,9.3,75.0,.390
81,81,2022-04-08,,POR,W,128,78,133.0,81.0,96.2,.392,.570,.691,63.8,59.5,9.4,9.8,,.658,13.1,27.3,.304,,.416,15.3,89.4,.108
82,82,2022-04-10,,SAS,W,130,120,132.1,121.9,98.4,.271,.424,.683,55.1,73.9,5.1,5.2,,.659,14.4,26.3,.212,,.545,7.5,82.5,.258
