,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
58,58,2023-02-14,@,LAC,L,124,134,130.8,141.3,94.8,.325,.410,.653,50.0,62.2,2.1,1.8,,.633,10.4,25.0,.229,,.625,7.3,70.0,.207
59,59,2023-02-23,@,LAL,L,111,124,107.1,119.6,103.7,.200,.467,.486,45.3,60.0,9.6,5.4,,.448,8.0,26.2,.162,,.581,12.2,75.6,.279
60,60,2023-02-24,,HOU,W,116,101,123.3,107.3,94.1,.231,.692,.675,51.6,73.0,3.2,5.3,,.641,17.3,18.4,.205,,.451,6.4,75.5,.196
61,61,2023-02-26,,MIN,W,109,104,108.5,103.5,100.5,.242,.462,.541,56.6,59.0,11.0,11.1,,.511,13.7,32.7,.176,,.517,13.9,80.0,.122
62,62,2023-02-28,,POR,W,123,105,124.7,106.5,98.6,.176,.330,.627,58.2,69.4,5.1,4.3,,.604,15.5,33.3,.143,,.500,12.0,79.1,.221
63,63,2023-03-02,,LAC,W,115,91,114.0,90.2,100.8,.290,.495,.548,56.1,64.1,8.9,13.0,,.495,9.5,28.3,.247,,.410,14.0,83.3,.202
64,64,2023-03-03,,NOP,W,108,99,116.7,106.9,92.6,.256,.397,.622,59.7,70.0,7.6,8.3,,.577,17.2,29.0,.231,,.506,12.8,82.9,.273
65,65,2023-03-05,@,LAL,L,105,113,105.6,113.7,99.4,.198,.571,.531,47.7,75.0,2.0,9.7,,.495,10.8,16.3,.165,,.500,6.3,77.8,.189
66,66,2023-03-07,@,OKC,L,128,137,122.1,130.7,104.8,.180,.573,.666,42.9,76.6,7.6,5.3,,.640,17.9,20.5,.157,,.622,12.5,65.8,.213
67,67,2023-03-09,@,MEM,L,110,131,110.7,131.9,99.3,.293,.549,.594,43.2,69.4,9.1,5.7,,.530,15.5,19.5,.280,,.634,10.6,72.7,.140
68,68,2023-03-11,,MIL,W,125,116,111.9,103.9,101.1,.098,.491,.535,57.5,71.7,10.7,8.2,,.513,11.4,30.5,.089,,.535,14.0,87.0,.090
69,69,2023-03-13,,PHO,W,123,112,125.0,113.8,98.4,.289,.470,.657,46.6,62.2,8.1,8.1,,.657,13.0,23.1,.169,,.505,11.8,65.3,.168
70,70,2023-03-15,@,LAC,L,126,134,127.0,135.1,99.2,.170,.409,.666,45.0,57.1,5.0,1.6,,.653,14.5,20.0,.125,,.563,6.0,64.4,.271
71,71,2023-03-17,@,ATL,L,119,127,113.1,120.7,105.2,.204,.408,.557,54.5,59.6,5.7,15.3,,.536,13.7,33.3,.143,,.550,8.3,74.5,.170
72,72,2023-03-18,@,MEM,L,119,133,123.5,138.1,96.3,.374,.385,.562,51.9,69.2,3.1,14.0,,.500,10.9,34.9,.308,,.642,5.5,71.1,.116
73,73,2023-03-20,@,HOU,W,121,108,121.4,108.3,99.7,.216,.545,.628,53.9,70.5,12.0,10.5,,.597,15.7,36.4,.182,,.473,14.1,71.1,.215
74,74,2023-03-22,@,DAL,W,127,125,128.8,126.8,98.6,.200,.433,.648,58.7,66.0,7.1,10.2,,.622,11.7,32.4,.167,,.590,9.0,80.5,.225
75,75,2023-03-24,,PHI,W,120,112,123.1,114.9,97.5,.273,.568,.609,56.3,64.3,3.1,0.0,,.580,10.0,22.7,.205,,.538,9.7,90.7,.359
76,76,2023-03-26,,MIN,L,96,99,99.0,102.0,97.0,.207,.488,.536,43.0,73.5,9.3,5.0,,.506,15.2,13.0,.159,,.531,15.7,77.5,.175
77,77,2023-03-28,,NOP,W,120,109,122.2,111.0,98.2,.268,.488,.654,50.0,74.4,11.2,6.3,,.634,16.4,26.8,.195,,.533,15.0,73.2,.144
78,78,2023-03-31,,SAS,W,130,115,131.8,116.6,98.7,.226,.527,.636,49.5,78.7,5.1,7.5,,.618,12.0,30.4,.161,,.544,11.4,68.9,.176
79,79,2023-04-02,@,DEN,L,110,112,111.7,113.8,98.4,.162,.400,.489,54.8,61.9,9.1,6.0,,.443,11.8,42.3,.162,,.485,9.2,67.3,.150
80,80,2023-04-04,,OKC,W,136,125,135.6,124.6,100.3,.316,.495,.628,58.7,53.2,6.0,9.8,,.600,10.7,43.2,.232,,.532,8.4,72.9,.280
81,81,2023-04-07,@,SAC,W,119,97,121.8,99.3,97.7,.308,.462,.672,54.0,87.8,6.1,11.9,,.628,21.3,31.3,.269,,.444,10.2,67.3,.102
82,82,2023-04-09,@,POR,W,157,101,143.9,92.6,109.1,.167,.510,.762,65.9,81.0,11.9,10.0,,.745,12.7,27.3,.146,,.447,11.7,89.1,.168
