,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,,HOU,W,124,106,42,87,.483,16,38,.421,24,31,.774,13,46,26,18,12,18,22,,40,88,.455,11,33,.333,15,22,.682,12,41,21,13,3,24,25
2,2,2021-10-23,,NOP,W,96,89,39,96,.406,12,38,.316,6,10,.600,13,47,22,13,8,19,25,,31,89,.348,9,40,.225,18,23,.783,21,61,15,10,5,28,22
3,3,2021-10-25,,NOP,L,98,107,31,90,.344,15,50,.300,21,27,.778,11,41,20,10,7,11,19,,39,87,.448,10,30,.333,19,23,.826,15,60,19,5,5,17,20
4,4,2021-10-27,@,MIL,W,113,108,43,91,.473,13,45,.289,14,17,.824,10,49,29,5,4,17,20,,39,95,.411,14,51,.275,16,21,.762,13,43,22,10,3,8,18
5,5,2021-10-30,,DEN,L,91,93,35,89,.393,13,41,.317,8,9,.889,15,46,21,8,6,20,23,,36,88,.409,9,37,.243,12,16,.750,14,48,24,11,10,18,15
6,6,2021-11-01,,ORL,L,97,115,36,97,.371,14,51,.275,11,19,.579,16,47,21,8,1,12,20,,37,82,.451,17,43,.395,24,30,.800,12,51,21,5,7,16,19
7,7,2021-11-03,,LAC,L,115,126,43,94,.457,14,40,.350,15,16,.938,15,39,27,11,2,16,16,,47,78,.603,21,36,.583,11,12,.917,3,35,33,6,7,20,14
8,8,2021-11-05,,LAC,L,84,104,31,89,.348,17,52,.327,5,7,.714,7,42,17,8,7,21,33,,36,88,.409,6,28,.214,26,32,.813,15,62,18,12,4,17,16
9,9,2021-11-08,@,MEM,L,118,125,41,97,.423,17,45,.378,19,23,.826,15,45,23,7,8,13,27,,46,92,.500,11,28,.393,22,26,.846,15,51,28,7,8,13,22
10,10,2021-11-10,@,GSW,L,110,123,39,95,.411,17,44,.386,15,20,.750,17,40,30,8,4,17,28,,40,85,.471,11,40,.275,32,40,.800,20,53,23,14,6,16,21
11,11,2021-11-12,@,LAL,W,107,83,43,94,.457,12,37,.324,9,12,.750,14,54,24,10,4,16,21,,29,82,.354,9,41,.220,16,20,.800,11,44,17,12,8,19,14
