,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
63,63,2022-03-02,,IND,L,114,122,44,97,.454,10,32,.313,16,20,.800,12,52,22,12,5,18,28,,41,94,.436,12,37,.324,28,35,.800,14,54,23,12,7,18,19
64,64,2022-03-04,@,TOR,W,103,97,36,95,.379,11,37,.297,20,21,.952,12,55,24,5,4,8,18,,37,93,.398,12,37,.324,11,17,.647,12,54,22,2,8,12,18
65,65,2022-03-05,@,MEM,L,96,124,37,86,.430,11,35,.314,11,16,.688,1,41,25,7,5,12,20,,46,92,.500,14,34,.412,18,27,.667,6,55,25,7,4,7,14
66,66,2022-03-08,,PHO,L,99,102,35,92,.380,7,39,.179,22,25,.880,8,53,17,6,2,11,20,,35,92,.380,13,37,.351,19,23,.826,7,52,24,7,6,10,20
67,67,2022-03-09,@,NOP,W,108,102,36,76,.474,14,37,.378,22,26,.846,7,45,25,4,1,18,20,,41,93,.441,7,31,.226,13,18,.722,10,41,23,11,2,11,22
68,68,2022-03-11,,MIN,W,118,110,40,86,.465,16,40,.400,22,25,.880,10,49,31,4,3,12,11,,41,90,.456,15,45,.333,13,13,1.000,5,37,24,8,5,9,24
69,69,2022-03-13,,PHI,L,114,116,41,91,.451,18,43,.419,14,20,.700,8,50,28,7,7,11,27,,35,92,.380,14,37,.378,32,37,.865,10,45,21,7,3,8,17
70,70,2022-03-15,,BRK,L,108,150,36,95,.379,15,41,.366,21,27,.778,11,37,25,2,4,12,25,,53,88,.602,16,27,.593,28,34,.824,7,48,35,9,4,12,23
71,71,2022-03-17,,DET,L,120,134,47,97,.485,11,30,.367,15,21,.714,10,45,24,3,4,13,21,,47,94,.500,20,43,.465,20,31,.645,10,45,34,11,3,7,21
72,72,2022-03-20,,OKC,W,90,85,32,83,.386,7,31,.226,19,24,.792,15,60,22,11,4,21,17,,30,92,.326,13,48,.271,12,18,.667,14,47,19,13,7,16,24
73,73,2022-03-22,,GSW,W,94,90,34,79,.430,10,36,.278,16,20,.800,6,39,25,9,6,13,14,,34,85,.400,11,32,.344,11,16,.688,12,48,21,6,3,18,23
74,74,2022-03-23,@,OKC,L,102,118,36,93,.387,17,51,.333,13,16,.813,9,45,24,3,3,10,22,,38,79,.481,17,41,.415,25,30,.833,5,44,21,6,6,11,16
75,75,2022-03-26,,SAC,L,110,114,45,106,.425,13,36,.361,7,7,1.000,15,57,27,9,3,12,20,,42,98,.429,11,36,.306,19,24,.792,18,59,24,4,4,14,12
76,76,2022-03-28,@,CLE,L,101,107,42,87,.483,10,37,.270,7,13,.538,8,45,31,6,1,17,24,,37,83,.446,13,41,.317,20,23,.870,6,41,26,11,4,13,13
77,77,2022-03-30,@,WAS,L,110,127,40,96,.417,11,34,.324,19,22,.864,11,42,21,8,5,11,23,,47,92,.511,13,36,.361,20,26,.769,12,51,35,5,8,11,15
78,78,2022-04-01,,TOR,L,89,102,34,79,.430,11,35,.314,10,11,.909,9,45,24,6,4,20,14,,36,86,.419,13,42,.310,17,20,.850,10,41,21,13,3,10,14
79,79,2022-04-03,,NYK,L,88,118,30,85,.353,12,44,.273,16,27,.593,8,40,18,5,2,11,12,,45,93,.484,15,44,.341,13,16,.813,13,56,29,9,7,9,22
80,80,2022-04-05,,CLE,W,120,115,47,93,.505,16,35,.457,10,15,.667,8,43,31,9,8,7,19,,42,86,.488,16,36,.444,15,22,.682,9,47,25,6,4,11,11
81,81,2022-04-07,@,CHO,L,101,128,38,95,.400,15,48,.313,10,13,.769,8,43,27,6,4,16,22,,48,92,.522,12,34,.353,20,27,.741,10,56,29,9,10,11,17
82,82,2022-04-10,,MIA,W,125,111,45,91,.495,23,58,.397,12,14,.857,6,48,33,4,3,8,16,,40,94,.426,19,50,.380,12,16,.750,10,47,20,5,4,10,13
