,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,DAL,W,107,105,111.7,109.6,95.8,.259,.259,.565,50.0,62.5,4.2,12.5,,.518,11.2,18.6,.224,,.560,11.8,86.5,.280
2,2,2022-10-21,@,POR,L,111,113,107.0,109.0,93.9,.223,.287,.538,46.1,72.1,13.5,1.9,,.511,13.4,20.5,.160,,.500,15.5,71.1,.378
3,3,2022-10-23,@,LAC,W,112,95,118.4,100.4,94.6,.129,.452,.570,53.3,67.4,5.3,6.0,,.543,10.9,27.7,.118,,.494,13.4,80.0,.171
4,4,2022-10-25,,GSW,W,134,105,132.7,104.0,101.0,.370,.315,.626,54.5,66.0,7.9,7.1,,.576,10.8,31.8,.304,,.505,11.7,77.3,.143
5,5,2022-10-28,,NOP,W,124,111,129.5,116.0,95.7,.217,.359,.615,58.8,68.8,7.3,14.3,,.576,10.6,36.8,.196,,.529,12.0,78.6,.233
6,6,2022-10-30,,HOU,W,124,109,131.4,115.5,94.4,.357,.476,.638,42.4,64.4,9.5,15.1,,.607,10.2,23.8,.262,,.500,13.2,60.5,.253
7,7,2022-11-01,,MIN,W,116,107,118.5,109.3,97.9,.247,.483,.588,44.7,75.6,9.2,15.1,,.556,8.4,17.9,.191,,.500,14.1,73.0,.230
8,8,2022-11-04,,POR,L,106,108,112.7,114.8,94.1,.253,.410,.575,48.1,72.2,8.5,6.5,,.518,15.6,29.5,.241,,.565,15.7,70.3,.141
9,9,2022-11-05,,POR,W,102,82,107.5,86.5,94.9,.341,.366,.541,52.4,62.9,7.4,21.9,,.494,12.9,25.6,.256,,.424,16.0,80.5,.190
10,10,2022-11-07,@,PHI,L,88,100,98.7,112.1,89.2,.301,.260,.532,43.5,59.4,9.0,10.4,,.479,13.6,15.4,.247,,.463,13.8,67.4,.325
11,11,2022-11-09,@,MIN,W,129,117,127.0,115.2,101.6,.206,.361,.610,48.6,66.0,9.8,5.9,,.567,9.4,25.0,.196,,.583,17.1,76.5,.333
12,12,2022-11-11,@,ORL,L,97,114,103.6,121.8,93.6,.095,.442,.490,43.2,57.9,7.5,8.2,,.468,10.0,21.2,.084,,.616,12.8,75.0,.159
13,13,2022-11-14,@,MIA,L,112,113,128.1,129.2,87.4,.040,.364,.556,51.7,45.8,10.3,8.0,,.556,9.8,44.4,.020,,.548,13.0,59.5,.265
14,14,2022-11-16,,GSW,W,130,119,123.2,112.7,105.6,.291,.465,.670,54.0,75.0,4.7,16.0,,.634,13.4,19.0,.244,,.554,14.6,86.7,.185
15,15,2022-11-18,@,UTA,L,133,134,127.5,128.4,104.4,.298,.319,.625,53.8,59.2,6.7,10.0,,.569,11.6,32.4,.277,,.648,13.6,73.2,.176
16,16,2022-11-20,,NYK,W,116,95,123.4,101.0,94.0,.178,.386,.533,60.6,81.4,3.2,13.3,,.510,10.7,43.1,.129,,.441,9.4,79.2,.235
17,17,2022-11-22,,LAL,W,115,105,105.8,96.6,108.7,.049,.333,.552,52.1,47.9,7.4,11.1,,.549,12.6,17.4,.029,,.447,14.5,85.4,.341
18,18,2022-11-25,,DET,W,108,102,112.1,105.8,96.4,.299,.333,.549,46.7,59.5,7.3,10.6,,.523,11.7,26.8,.195,,.473,15.4,62.7,.163
19,19,2022-11-26,,UTA,W,113,112,123.5,122.4,91.5,.326,.239,.537,54.5,54.8,8.7,12.8,,.489,5.4,36.0,.250,,.589,11.8,78.9,.241
20,20,2022-11-28,@,SAC,W,122,117,118.9,114.0,102.6,.149,.340,.609,54.9,52.0,8.8,11.1,,.585,14.5,27.5,.128,,.574,13.5,81.0,.182
21,21,2022-11-30,,CHI,W,132,113,129.7,111.1,101.7,.226,.355,.646,56.8,44.9,2.9,8.8,,.608,11.3,25.0,.204,,.524,10.2,87.8,.329
22,22,2022-12-02,,HOU,L,121,122,121.3,122.3,99.7,.224,.435,.648,47.4,66.7,9.0,8.8,,.629,15.4,24.3,.165,,.543,13.8,68.3,.420
23,23,2022-12-04,@,SAS,W,133,95,136.0,97.2,97.8,.213,.394,.647,52.9,77.6,5.1,0.0,,.622,9.7,33.3,.170,,.471,16.7,72.1,.149
24,24,2022-12-05,@,DAL,L,111,130,116.0,135.8,95.7,.286,.407,.542,50.0,70.0,5.2,11.6,,.511,9.7,29.5,.198,,.643,11.2,73.7,.262
25,25,2022-12-07,,BOS,L,98,125,93.5,119.3,104.8,.204,.344,.483,48.0,51.4,4.8,7.1,,.441,15.1,23.6,.172,,.564,10.1,76.6,.109
