,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,@,TOR,W,98,83,36,81,.444,5,27,.185,21,26,.808,7,51,20,14,8,21,17,,30,97,.309,7,34,.206,16,22,.727,19,54,14,10,4,19,21
2,2,2021-10-22,,IND,W,135,134,49,94,.521,19,38,.500,18,19,.947,6,38,24,5,6,9,21,,52,97,.536,15,34,.441,15,20,.750,7,42,28,5,6,12,22
3,3,2021-10-25,@,BRK,L,90,104,33,95,.347,9,39,.231,15,20,.750,10,53,16,5,5,12,17,,40,94,.426,10,35,.286,14,17,.824,7,54,23,6,4,9,19
4,4,2021-10-27,@,BOS,W,116,107,43,84,.512,9,25,.360,21,29,.724,11,47,18,8,7,15,20,,37,85,.435,10,29,.345,23,28,.821,10,37,18,9,5,13,21
5,5,2021-10-28,,ATL,W,122,111,46,99,.465,13,34,.382,17,21,.810,14,51,26,6,4,6,16,,48,88,.545,6,21,.286,9,14,.643,6,43,26,4,3,13,16
6,6,2021-10-30,,BOS,W,115,112,38,104,.365,10,36,.278,29,36,.806,12,62,19,6,7,13,22,,44,107,.411,2,26,.077,22,25,.880,8,54,23,8,10,11,32
7,7,2021-11-01,@,ATL,L,111,118,41,86,.477,13,39,.333,16,16,1.000,7,36,27,7,4,12,24,,38,83,.458,13,34,.382,29,29,1.000,13,47,24,9,5,11,17
8,8,2021-11-03,,TOR,L,100,109,34,78,.436,8,32,.250,24,30,.800,10,44,19,6,7,13,15,,41,88,.466,10,25,.400,17,20,.850,10,42,17,10,3,10,23
9,9,2021-11-05,,MEM,W,115,87,49,84,.583,10,25,.400,7,13,.538,5,53,34,4,6,18,13,,34,96,.354,6,31,.194,13,17,.765,12,39,19,12,4,9,15
10,10,2021-11-07,,MIL,W,101,94,41,81,.506,11,27,.407,8,13,.615,4,42,24,8,8,19,16,,37,94,.394,10,36,.278,10,18,.556,16,49,17,14,3,12,10
11,11,2021-11-10,@,CLE,W,97,94,35,84,.417,10,28,.357,17,17,1.000,12,49,25,9,2,12,20,,35,76,.461,9,31,.290,15,21,.714,6,40,21,7,4,14,18
12,12,2021-11-13,@,ORL,W,104,92,42,84,.500,12,35,.343,8,10,.800,7,48,29,6,7,15,17,,31,92,.337,13,40,.325,17,20,.850,14,44,21,7,5,13,15
13,13,2021-11-15,,NOP,W,105,100,39,84,.464,10,28,.357,17,25,.680,6,42,23,9,4,5,22,,30,74,.405,11,21,.524,29,34,.853,7,45,20,2,3,12,25
