,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-19,,GSW,L,114,121,101.1,107.3,112.8,.200,.442,.551,47.4,46.7,6.2,7.4,,.553,14.1,10.9,.095,,.516,13.8,81.6,.269
2,2,2021-10-22,,PHO,L,105,115,104.5,114.5,100.5,.337,.395,.532,49.5,73.5,7.0,5.6,,.483,13.9,23.1,.256,,.547,10.1,82.9,.244
3,3,2021-10-24,,MEM,W,121,118,120.4,117.4,100.5,.262,.357,.646,42.4,64.4,9.9,18.5,,.631,15.4,22.5,.179,,.515,13.6,60.0,.150
4,4,2021-10-26,@,SAS,W,125,121,107.7,104.3,105.1,.210,.286,.545,48.7,40.0,6.9,13.9,,.514,10.2,17.3,.162,,.505,11.3,74.6,.111
5,5,2021-10-27,@,OKC,L,115,123,112.8,120.6,102.0,.152,.380,.586,48.8,63.0,7.8,4.1,,.560,14.8,23.8,.130,,.587,13.2,75.0,.256
6,6,2021-10-29,,CLE,W,113,101,121.4,108.5,93.1,.119,.321,.639,53.8,52.2,9.7,11.3,,.619,18.5,35.5,.107,,.494,13.4,66.0,.172
7,7,2021-10-31,,HOU,W,95,85,93.2,83.4,101.9,.135,.323,.467,43.9,56.4,14.7,18.8,,.453,10.6,18.2,.083,,.461,22.0,76.7,.197
8,8,2021-11-02,,HOU,W,119,117,112.1,110.2,106.2,.215,.269,.584,53.1,53.1,9.4,8.2,,.559,14.3,28.9,.161,,.615,20.0,74.4,.055
9,9,2021-11-04,,OKC,L,104,107,106.4,109.5,97.7,.181,.351,.512,49.5,56.4,8.2,10.9,,.479,11.4,29.6,.149,,.511,14.0,73.3,.207
10,10,2021-11-06,@,POR,L,90,105,86.6,101.0,104.0,.267,.356,.447,53.2,64.5,7.7,12.5,,.394,15.9,21.6,.211,,.458,9.4,80.0,.189
11,11,2021-11-08,,CHO,W,126,123,111.9,109.2,102.0,.385,.352,.592,48.1,68.2,9.8,14.0,,.555,12.4,16.3,.275,,.505,13.9,75.4,.232
12,12,2021-11-10,,MIA,W,120,117,108.2,105.5,100.5,.174,.413,.606,51.5,56.5,4.5,10.2,,.598,18.2,20.0,.109,,.469,11.2,78.8,.281
13,13,2021-11-12,,MIN,L,83,107,85.0,109.6,97.7,.244,.500,.457,44.9,58.6,12.3,14.0,,.409,17.3,21.6,.195,,.521,13.9,70.2,.096
