,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
42,42,2023-01-13,@,IND,W,113,111,41,94,.436,16,33,.485,15,21,.714,14,50,26,6,9,13,22,,40,101,.396,7,30,.233,24,29,.828,19,51,24,8,9,12,22
43,43,2023-01-14,@,TOR,W,114,103,43,84,.512,11,27,.407,17,18,.944,5,40,19,6,4,11,22,,36,87,.414,7,29,.241,24,30,.800,11,43,19,9,3,12,19
44,44,2023-01-16,,MIA,W,121,113,45,76,.592,13,27,.481,18,22,.818,2,28,27,9,5,16,17,,43,89,.483,8,31,.258,19,20,.950,12,41,30,10,4,14,22
45,45,2023-01-18,@,DAL,W,130,122,49,86,.570,13,26,.500,19,20,.950,7,35,28,7,4,12,23,,44,84,.524,16,42,.381,18,24,.750,10,31,26,5,3,16,19
46,46,2023-01-20,,NYK,W,139,124,56,100,.560,13,34,.382,14,16,.875,14,39,27,6,4,7,16,,49,83,.590,13,30,.433,13,17,.765,9,34,27,5,3,12,15
47,47,2023-01-21,,CHO,L,118,122,45,83,.542,11,25,.440,17,20,.850,6,40,24,5,4,16,20,,45,89,.506,13,34,.382,19,22,.864,6,36,28,11,2,12,18
48,48,2023-01-23,@,CHI,L,100,111,39,85,.459,10,33,.303,12,19,.632,9,43,24,6,4,18,14,,44,95,.463,11,34,.324,12,18,.667,15,47,28,13,3,9,20
49,49,2023-01-25,@,OKC,W,137,132,50,84,.595,11,29,.379,26,33,.788,11,46,26,5,6,16,16,,53,102,.520,15,34,.441,11,16,.688,12,37,31,12,2,11,23
50,50,2023-01-28,,LAC,L,113,120,45,95,.474,7,27,.259,16,20,.800,15,47,24,12,2,8,18,,42,80,.525,19,39,.487,17,19,.895,6,37,25,5,5,14,15
51,51,2023-01-30,@,POR,L,125,129,44,94,.468,13,30,.433,24,30,.800,17,45,26,5,0,6,21,,43,79,.544,19,40,.475,24,27,.889,3,32,24,2,7,8,21
52,52,2023-02-01,@,PHO,W,132,100,52,91,.571,19,33,.576,9,11,.818,6,45,32,6,5,12,24,,35,86,.407,4,28,.143,26,31,.839,12,44,22,8,4,16,13
53,53,2023-02-03,@,UTA,W,115,108,44,95,.463,10,37,.270,17,23,.739,14,52,28,8,5,9,18,,41,91,.451,13,44,.295,13,18,.722,13,50,20,4,2,15,22
54,54,2023-02-04,@,DEN,L,108,128,44,91,.484,6,20,.300,14,17,.824,10,43,26,7,7,15,18,,48,95,.505,15,38,.395,17,20,.850,12,48,32,14,6,12,15
55,55,2023-02-07,@,NOP,L,107,116,38,85,.447,12,36,.333,19,25,.760,10,41,30,4,6,11,21,,45,91,.495,12,32,.375,14,21,.667,13,47,28,8,2,9,19
56,56,2023-02-09,,PHO,W,116,107,43,95,.453,10,29,.345,20,27,.741,20,59,23,6,4,18,22,,39,86,.453,7,30,.233,22,29,.759,9,35,24,14,10,10,19
57,57,2023-02-11,,SAS,W,125,106,50,103,.485,10,26,.385,15,19,.789,14,48,29,9,6,10,10,,40,94,.426,11,37,.297,15,17,.882,14,49,25,9,5,19,17
58,58,2023-02-13,@,CHO,L,138,144,53,108,.491,11,28,.393,21,21,1.000,16,42,26,9,4,12,15,,53,84,.631,20,37,.541,18,23,.783,3,35,36,5,5,17,19
59,59,2023-02-15,,NYK,L,101,122,40,97,.412,5,26,.192,16,21,.762,8,40,25,6,7,4,18,,45,96,.469,14,43,.326,18,22,.818,10,55,16,2,4,9,21
60,60,2023-02-24,,CLE,W,136,119,50,85,.588,15,28,.536,21,23,.913,5,42,28,7,8,14,21,,40,88,.455,13,35,.371,26,29,.897,10,35,20,9,6,11,23
61,61,2023-02-26,,BRK,W,129,127,45,90,.500,16,30,.533,23,28,.821,13,46,20,7,2,15,18,,43,87,.494,14,39,.359,27,29,.931,6,37,20,12,6,9,21
62,62,2023-02-28,,WAS,L,116,119,43,93,.462,13,35,.371,17,19,.895,13,42,21,4,7,9,17,,48,97,.495,6,21,.286,17,20,.850,16,48,19,6,5,8,15
63,63,2023-03-03,,POR,W,129,111,52,91,.571,12,26,.462,13,16,.813,10,43,30,10,5,17,19,,41,87,.471,13,39,.333,16,20,.800,9,34,22,11,7,17,15
64,64,2023-03-04,@,MIA,L,109,117,37,79,.468,9,30,.300,26,30,.867,10,37,22,12,1,16,23,,42,83,.506,13,35,.371,20,23,.870,12,43,31,5,3,19,19
65,65,2023-03-06,@,MIA,L,128,130,51,92,.554,9,29,.310,17,23,.739,12,37,28,5,0,10,25,,41,77,.532,16,29,.552,32,37,.865,8,32,27,6,4,11,17
66,66,2023-03-08,@,WAS,W,122,120,45,85,.529,12,29,.414,20,26,.769,8,36,26,11,5,11,17,,47,83,.566,12,29,.414,14,17,.824,6,39,34,9,1,17,16
67,67,2023-03-10,@,WAS,W,114,107,42,95,.442,15,31,.484,15,19,.789,13,46,25,9,4,14,17,,43,88,.489,7,27,.259,14,18,.778,7,43,27,8,6,14,17
68,68,2023-03-11,,BOS,L,125,134,50,100,.500,10,34,.294,15,16,.938,13,48,24,4,4,10,17,,52,95,.547,20,42,.476,10,12,.833,5,40,35,6,6,8,21
69,69,2023-03-13,,MIN,L,115,136,44,97,.454,4,22,.182,23,28,.821,18,51,17,6,4,15,19,,54,92,.587,12,28,.429,16,23,.696,5,37,39,12,10,10,22
70,70,2023-03-17,,GSW,W,127,119,47,100,.470,16,41,.390,17,25,.680,13,45,27,7,8,10,15,,47,98,.480,11,40,.275,14,20,.700,16,54,28,6,9,17,20
71,71,2023-03-19,@,SAS,L,118,126,48,101,.475,5,22,.227,17,20,.850,20,51,21,4,4,12,13,,51,94,.543,14,28,.500,10,16,.625,10,41,26,9,5,12,18
72,72,2023-03-21,,DET,W,129,107,44,95,.463,14,38,.368,27,36,.750,21,61,26,5,6,9,20,,37,91,.407,13,40,.325,20,24,.833,9,35,20,8,2,9,26
73,73,2023-03-22,@,MIN,L,124,125,45,85,.529,12,26,.462,22,25,.880,9,41,28,6,6,16,25,,45,92,.489,11,26,.423,24,29,.828,11,42,27,7,3,11,20
74,74,2023-03-25,,IND,W,143,130,53,96,.552,15,30,.500,22,25,.880,15,42,33,10,8,11,14,,52,96,.542,14,37,.378,12,12,1.000,10,32,33,7,7,17,18
75,75,2023-03-26,,MEM,L,119,123,45,98,.459,7,31,.226,22,26,.846,14,48,27,4,5,10,15,,48,89,.539,13,33,.394,14,19,.737,6,39,28,8,7,11,22
76,76,2023-03-28,,CLE,W,120,118,41,89,.461,12,27,.444,26,33,.788,14,51,25,5,3,12,16,,47,93,.505,9,25,.360,15,22,.682,10,40,20,5,6,8,24
77,77,2023-03-31,@,BRK,L,107,124,39,91,.429,8,37,.216,21,23,.913,16,46,23,6,3,11,14,,49,88,.557,15,33,.455,11,13,.846,9,41,33,9,3,12,17
78,78,2023-04-02,,DAL,W,132,130,51,108,.472,12,35,.343,18,22,.818,16,53,28,10,3,9,22,,49,95,.516,10,38,.263,22,32,.688,10,47,24,4,3,14,15
79,79,2023-04-04,@,CHI,W,123,105,48,86,.558,10,28,.357,17,19,.895,7,48,26,5,7,16,18,,41,89,.461,7,31,.226,16,20,.800,6,32,16,8,6,8,18
80,80,2023-04-05,,WAS,W,134,116,43,84,.512,13,30,.433,35,40,.875,12,48,30,10,5,16,23,,45,94,.479,6,28,.214,20,26,.769,12,39,23,10,9,14,26
81,81,2023-04-07,,PHI,L,131,136,51,92,.554,10,33,.303,19,28,.679,4,38,32,11,7,20,19,,51,102,.500,11,22,.500,23,29,.793,13,52,33,10,2,20,22
82,82,2023-04-09,@,BOS,L,114,120,44,97,.454,11,39,.282,15,19,.789,16,50,27,11,5,9,12,,42,89,.472,25,54,.463,11,14,.786,12,47,33,5,3,15,13
