,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,CLE,W,108,105,111.8,108.7,96.6,.372,.349,.540,51.9,52.8,15.5,8.2,,.494,11.5,27.3,.267,,.558,16.3,82.9,.247
2,2,2022-10-21,@,BRK,L,105,109,112.5,116.8,93.3,.214,.333,.571,48.2,61.0,9.6,8.9,,.554,12.4,20.5,.143,,.556,12.3,71.7,.250
3,3,2022-10-22,@,MIA,L,109,112,114.9,118.1,94.9,.322,.448,.549,45.7,64.9,9.5,10.9,,.506,5.7,17.4,.241,,.572,14.6,82.9,.329
4,4,2022-10-24,@,MIA,W,98,90,102.6,94.3,95.5,.233,.372,.517,53.1,64.7,6.3,12.2,,.477,11.2,20.8,.186,,.398,11.2,84.0,.289
5,5,2022-10-26,,PHI,W,119,109,128.0,117.3,93.0,.167,.440,.660,53.4,69.6,9.7,11.6,,.643,9.1,16.7,.131,,.608,12.1,89.2,.165
6,6,2022-10-28,,PHI,L,90,112,95.9,119.3,93.9,.279,.453,.466,52.3,60.6,9.6,11.4,,.436,15.0,30.6,.174,,.622,13.9,81.1,.122
7,7,2022-10-31,,ATL,W,139,109,136.7,107.2,101.6,.435,.370,.634,54.3,54.3,12.8,16.4,,.576,5.2,28.6,.359,,.530,15.9,82.1,.238
8,8,2022-11-02,@,SAS,W,143,100,130.0,90.9,110.0,.151,.311,.633,52.1,54.4,14.5,11.8,,.604,8.9,21.4,.142,,.468,18.7,75.9,.128
9,9,2022-11-04,@,DAL,L,110,111,114.3,115.4,96.2,.284,.386,.556,58.7,51.3,10.4,9.3,,.506,16.1,41.9,.239,,.584,17.0,81.3,.273
10,10,2022-11-06,,CHI,W,113,104,121.6,111.9,92.9,.194,.359,.505,53.1,63.6,11.8,19.2,,.476,7.5,42.6,.146,,.528,15.4,65.9,.125
11,11,2022-11-07,@,CHI,L,97,111,96.4,110.3,100.7,.259,.329,.512,38.8,66.7,9.9,13.5,,.476,12.9,11.1,.188,,.581,19.0,74.3,.225
12,12,2022-11-09,,HOU,W,116,109,121.2,113.9,95.7,.196,.431,.523,50.5,45.2,12.5,18.4,,.485,10.5,40.0,.167,,.494,14.1,63.6,.310
