,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,CLE,W,108,105,36,86,.419,13,30,.433,23,32,.719,12,41,19,15,4,13,23,,38,77,.494,10,28,.357,19,23,.826,6,38,25,5,5,17,21
2,2,2022-10-21,@,BRK,L,105,109,41,84,.488,11,28,.393,12,18,.667,8,41,25,9,4,13,21,,38,80,.475,13,35,.371,20,29,.690,13,44,26,3,13,13,19
3,3,2022-10-22,@,MIA,L,109,112,37,87,.425,14,39,.359,21,28,.750,8,37,24,9,5,6,25,,38,76,.500,11,30,.367,25,27,.926,6,44,28,2,2,15,26
4,4,2022-10-24,@,MIA,W,98,90,34,86,.395,14,32,.438,16,20,.800,10,52,22,6,6,12,22,,29,83,.349,8,34,.235,24,27,.889,8,46,19,5,3,12,15
5,5,2022-10-26,,PHI,W,119,109,46,84,.548,16,37,.432,11,14,.786,6,39,32,9,5,9,21,,40,79,.506,16,36,.444,13,19,.684,4,34,29,6,2,12,12
6,6,2022-10-28,,PHI,L,90,112,33,86,.384,9,39,.231,15,24,.625,15,45,20,9,5,17,15,,43,82,.524,16,38,.421,10,11,.909,7,41,25,11,6,14,20
7,7,2022-10-31,,ATL,W,139,109,46,92,.500,14,34,.412,33,40,.825,12,44,25,13,9,6,22,,39,84,.464,11,29,.379,20,25,.800,7,37,28,1,4,18,27
8,8,2022-11-02,@,SAS,W,143,100,57,106,.538,14,33,.424,15,16,.938,9,50,31,16,6,11,17,,37,94,.394,14,43,.326,12,14,.857,13,46,29,3,6,23,20
9,9,2022-11-04,@,DAL,L,110,111,39,88,.443,11,34,.324,21,25,.840,18,44,20,10,4,19,22,,39,77,.506,12,34,.353,21,25,.840,6,31,23,12,3,18,21
10,10,2022-11-06,,CHI,W,113,104,44,103,.427,10,37,.270,15,20,.750,23,52,28,11,10,9,16,,40,88,.455,13,36,.361,11,13,.846,15,46,27,5,10,17,20
11,11,2022-11-07,@,CHI,L,97,111,36,85,.424,9,28,.321,16,22,.727,5,31,24,10,7,14,20,,42,80,.525,9,28,.321,18,22,.818,9,49,30,7,7,21,21
12,12,2022-11-09,,HOU,W,116,109,42,102,.412,15,44,.341,17,20,.850,22,50,19,12,9,13,26,,37,84,.440,9,35,.257,26,31,.839,16,49,29,9,7,16,18
13,13,2022-11-11,@,OKC,L,113,132,38,88,.432,11,30,.367,26,36,.722,14,39,20,13,4,16,16,,52,93,.559,15,36,.417,13,17,.765,15,44,31,10,6,19,27
14,14,2022-11-12,@,IND,L,104,118,37,94,.394,7,35,.200,23,29,.793,16,43,14,12,8,12,18,,41,82,.500,19,43,.442,17,23,.739,11,51,33,4,6,21,23
15,15,2022-11-14,@,DET,W,115,111,40,82,.488,8,27,.296,27,28,.964,12,42,27,7,8,17,27,,35,77,.455,10,31,.323,31,43,.721,11,39,23,8,2,19,23
16,16,2022-11-16,,MIA,W,112,104,44,86,.512,7,26,.269,17,22,.773,16,42,23,5,3,14,23,,36,66,.545,13,35,.371,19,22,.864,4,23,19,5,4,23,20
17,17,2022-11-19,@,ATL,L,122,124,48,108,.444,8,37,.216,18,22,.818,17,51,27,11,6,13,25,,46,92,.500,7,25,.280,25,32,.781,11,50,23,5,5,14,20
18,18,2022-11-23,,BRK,L,98,112,36,101,.356,7,29,.241,19,25,.760,23,52,16,12,2,13,13,,45,82,.549,17,38,.447,5,7,.714,7,39,32,10,11,19,24
19,19,2022-11-26,,DAL,W,105,100,38,88,.432,8,26,.308,21,26,.808,17,48,20,10,2,13,21,,35,73,.479,11,39,.282,19,24,.792,4,34,28,7,5,16,26
20,20,2022-11-28,,CLE,W,100,88,37,84,.440,12,28,.429,14,17,.824,7,45,23,4,5,10,17,,34,90,.378,7,38,.184,13,16,.813,13,47,21,7,3,9,18
21,21,2022-11-30,@,NOP,L,108,126,42,88,.477,11,38,.289,13,19,.684,3,30,29,12,7,16,21,,45,86,.523,14,33,.424,22,26,.846,12,52,28,10,4,20,16
22,22,2022-12-02,@,BRK,L,105,114,38,87,.437,7,24,.292,22,30,.733,11,43,16,7,2,13,19,,44,82,.537,11,32,.344,15,22,.682,7,41,27,7,5,18,27
23,23,2022-12-03,,ORL,W,121,108,47,84,.560,9,29,.310,18,25,.720,12,43,31,12,4,16,24,,38,78,.487,11,28,.393,21,26,.808,5,29,23,9,2,15,20
24,24,2022-12-05,,BOS,L,110,116,39,85,.459,10,28,.357,22,30,.733,12,46,19,6,5,13,20,,44,90,.489,13,36,.361,15,21,.714,13,49,27,6,3,11,22
25,25,2022-12-07,,LAL,W,126,113,47,106,.443,12,43,.279,20,24,.833,17,54,25,10,5,11,22,,37,87,.425,7,33,.212,32,35,.914,10,46,16,6,3,15,17
26,26,2022-12-09,@,ORL,L,109,113,36,85,.424,10,35,.286,27,33,.818,7,33,23,10,5,7,17,,42,71,.592,10,26,.385,19,21,.905,3,43,24,3,4,18,27
27,27,2022-12-11,@,ORL,L,99,111,30,75,.400,6,25,.240,33,38,.868,7,28,18,9,7,9,25,,36,77,.468,14,31,.452,25,31,.806,11,42,25,3,7,14,28
28,28,2022-12-14,,SAC,L,123,124,47,94,.500,6,21,.286,23,27,.852,11,39,25,8,7,7,18,,45,93,.484,17,46,.370,17,20,.850,13,50,29,3,3,15,16
29,29,2022-12-16,,BRK,L,116,119,41,84,.488,9,24,.375,25,29,.862,7,32,17,5,1,8,19,,46,76,.605,9,26,.346,18,23,.783,4,37,22,5,6,14,25
30,30,2022-12-18,,GSW,L,110,126,40,95,.421,13,33,.394,17,22,.773,18,43,21,6,2,12,22,,43,81,.531,18,39,.462,22,26,.846,12,41,31,6,2,17,21
31,31,2022-12-19,@,PHI,L,101,104,37,88,.420,11,40,.275,16,20,.800,9,50,24,6,3,15,20,,32,80,.400,15,42,.357,25,27,.926,4,41,22,8,1,16,21
32,32,2022-12-21,@,NYK,W,113,106,42,94,.447,9,34,.265,20,22,.909,16,38,17,7,4,4,16,,42,76,.553,11,26,.423,11,18,.611,9,38,25,2,3,16,19
