,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-18,,LAL,W,123,109,45,99,.455,16,45,.356,17,23,.739,11,48,31,11,4,18,23,,40,94,.426,10,40,.250,19,25,.760,9,48,23,12,4,21,18
2,2,2022-10-21,,DEN,L,123,128,42,88,.477,15,44,.341,24,27,.889,7,35,34,10,3,18,23,,46,86,.535,15,34,.441,21,25,.840,12,41,30,10,2,20,22
3,3,2022-10-23,,SAC,W,130,125,45,87,.517,14,33,.424,26,36,.722,6,37,24,7,5,13,21,,47,100,.470,11,43,.256,20,25,.800,13,51,31,10,2,16,29
4,4,2022-10-25,@,PHO,L,105,134,41,91,.451,10,35,.286,13,17,.765,10,40,28,7,7,13,28,,47,92,.511,12,29,.414,28,34,.824,14,48,31,8,4,13,19
5,5,2022-10-27,,MIA,W,123,110,46,92,.500,18,46,.391,13,15,.867,16,50,30,4,2,19,13,,39,88,.443,14,43,.326,18,22,.818,8,31,25,16,5,12,15
6,6,2022-10-29,@,CHO,L,113,120,44,100,.440,13,44,.295,12,16,.750,10,49,31,8,6,10,31,,43,102,.422,10,31,.323,24,31,.774,15,55,32,2,2,10,14
7,7,2022-10-30,@,DET,L,114,128,39,92,.424,12,39,.308,24,25,.960,13,42,23,8,4,14,24,,40,83,.482,14,33,.424,34,38,.895,12,47,24,4,3,15,25
8,8,2022-11-01,@,MIA,L,109,116,39,84,.464,18,49,.367,13,17,.765,10,41,31,8,5,20,22,,40,88,.455,16,42,.381,20,20,1.000,9,39,32,7,3,15,16
9,9,2022-11-03,@,ORL,L,129,130,50,97,.515,19,43,.442,10,15,.667,9,35,31,5,3,14,32,,42,78,.538,13,30,.433,33,46,.717,11,46,20,9,6,19,22
10,10,2022-11-04,@,NOP,L,105,114,35,71,.493,12,32,.375,23,25,.920,3,29,23,7,1,22,25,,41,81,.506,12,29,.414,20,29,.690,9,37,24,10,2,15,21
11,11,2022-11-07,,SAC,W,116,113,44,88,.500,14,38,.368,14,21,.667,8,48,28,5,4,15,21,,37,91,.407,14,40,.350,25,29,.862,9,43,24,9,0,10,20
12,12,2022-11-11,,CLE,W,106,101,40,82,.488,15,36,.417,11,14,.786,8,44,29,5,3,14,27,,37,92,.402,8,30,.267,19,26,.731,14,46,25,6,3,10,17
13,13,2022-11-13,@,SAC,L,115,122,42,90,.467,16,47,.340,15,16,.938,8,43,27,5,5,18,20,,47,91,.516,16,37,.432,12,19,.632,9,45,31,8,2,15,17
14,14,2022-11-14,,SAS,W,132,95,47,88,.534,23,45,.511,15,16,.938,5,40,35,9,3,12,17,,36,100,.360,10,40,.250,13,19,.684,22,53,18,6,6,18,17
15,15,2022-11-16,@,PHO,L,119,130,42,92,.457,18,42,.429,17,17,1.000,6,40,30,5,3,17,23,,44,86,.512,21,40,.525,21,25,.840,8,47,33,5,8,15,22
16,16,2022-11-18,,NYK,W,111,101,41,91,.451,18,50,.360,11,20,.550,12,51,32,8,3,16,26,,30,87,.345,9,34,.265,32,34,.941,13,45,16,8,7,16,16
17,17,2022-11-20,@,HOU,W,127,120,46,86,.535,24,47,.511,11,15,.733,8,40,38,8,5,17,22,,41,90,.456,15,45,.333,23,27,.852,12,45,24,13,1,12,12
18,18,2022-11-21,@,NOP,L,83,128,28,74,.378,10,43,.233,17,19,.895,4,34,17,9,5,26,20,,49,91,.538,15,42,.357,15,21,.714,11,50,30,15,5,14,16
19,19,2022-11-23,,LAC,W,124,107,48,97,.495,19,51,.373,9,13,.692,12,45,36,11,5,13,26,,39,86,.453,11,29,.379,18,27,.667,10,43,22,5,2,16,13
20,20,2022-11-25,,UTA,W,129,118,52,101,.515,20,45,.444,5,6,.833,16,49,33,8,3,19,15,,46,97,.474,11,45,.244,15,17,.882,15,42,28,12,6,13,15
21,21,2022-11-27,@,MIN,W,137,114,50,87,.575,20,47,.426,17,20,.850,8,47,36,7,6,16,26,,39,88,.443,14,35,.400,22,29,.759,6,31,22,7,2,14,19
22,22,2022-11-29,@,DAL,L,113,116,42,88,.477,11,43,.256,18,23,.783,10,50,27,6,3,18,23,,42,91,.462,15,44,.341,17,27,.630,8,39,21,7,4,13,21
23,23,2022-12-02,,CHI,W,119,111,42,87,.483,20,50,.400,15,23,.652,7,50,32,2,5,19,19,,43,93,.462,9,27,.333,16,24,.667,6,44,28,7,1,12,28
24,24,2022-12-03,,HOU,W,120,101,45,85,.529,25,52,.481,5,10,.500,6,35,34,8,5,13,24,,40,91,.440,3,28,.107,18,20,.900,14,45,17,6,4,15,14
25,25,2022-12-05,,IND,L,104,112,38,94,.404,13,44,.295,15,19,.789,12,47,26,6,6,12,19,,43,90,.478,15,39,.385,11,18,.611,7,47,26,3,8,11,18
26,26,2022-12-07,@,UTA,L,123,124,45,98,.459,14,42,.333,19,25,.760,14,42,26,8,5,14,18,,46,86,.535,15,35,.429,17,21,.810,9,40,26,6,7,17,17
27,27,2022-12-10,,BOS,W,123,107,47,92,.511,13,39,.333,16,20,.800,11,53,26,3,6,13,20,,38,87,.437,12,40,.300,19,26,.731,6,39,17,8,6,10,14
28,28,2022-12-13,@,MIL,L,111,128,38,95,.400,20,50,.400,15,19,.789,12,37,25,7,2,18,22,,45,82,.549,12,29,.414,26,32,.813,12,55,22,8,5,21,18
29,29,2022-12-14,@,IND,L,119,125,40,86,.465,14,33,.424,25,29,.862,12,46,27,5,4,23,20,,44,87,.506,16,39,.410,21,25,.840,5,34,30,10,8,17,25
30,30,2022-12-16,@,PHI,L,106,118,39,94,.415,17,43,.395,11,13,.846,13,48,31,8,6,17,21,,39,85,.459,15,38,.395,25,31,.806,11,49,23,11,5,15,13
31,31,2022-12-18,@,TOR,W,126,110,43,81,.531,18,39,.462,22,26,.846,12,41,31,6,2,17,21,,40,95,.421,13,33,.394,17,22,.773,18,43,21,6,2,12,22
32,32,2022-12-20,@,NYK,L,94,132,35,74,.473,12,35,.343,12,13,.923,4,29,23,3,2,19,22,,45,87,.517,17,40,.425,25,32,.781,14,47,27,8,1,11,15
33,33,2022-12-21,@,BRK,L,113,143,41,83,.494,12,33,.364,19,25,.760,9,36,32,6,1,21,14,,54,84,.643,21,33,.636,14,16,.875,3,32,42,10,4,14,23
34,34,2022-12-25,,MEM,W,123,109,43,91,.473,18,44,.409,19,26,.731,9,51,31,6,5,10,18,,39,94,.415,9,39,.231,22,30,.733,9,44,19,5,6,13,23
35,35,2022-12-27,,CHO,W,110,105,41,95,.432,8,37,.216,20,24,.833,9,49,31,3,2,14,22,,38,92,.413,10,38,.263,19,25,.760,9,47,22,6,7,12,20
36,36,2022-12-28,,UTA,W,112,107,37,87,.425,16,45,.356,22,27,.815,10,51,22,6,3,12,26,,37,91,.407,15,46,.326,18,26,.692,10,50,26,3,6,12,22
