,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,POR,L,108,115,106.7,113.6,101.2,.224,.518,.578,48.2,69.2,7.9,8.3,,.559,13.8,10.8,.153,,.506,9.7,77.1,.295
2,2,2022-10-22,,LAC,L,109,111,112.2,114.3,97.1,.306,.412,.565,49.4,60.0,5.1,8.5,,.553,11.1,20.5,.176,,.562,12.5,85.7,.247
3,3,2022-10-23,@,GSW,L,125,130,114.9,119.5,108.8,.250,.430,.563,58.0,66.0,9.2,3.7,,.525,12.6,29.5,.200,,.598,11.2,86.4,.299
4,4,2022-10-27,,MEM,L,110,125,113.5,129.0,96.9,.265,.458,.593,48.2,70.0,5.2,3.4,,.554,12.3,22.0,.217,,.609,10.7,73.8,.141
5,5,2022-10-29,,MIA,W,119,113,119.4,113.4,99.6,.382,.408,.670,55.8,64.3,1.0,9.8,,.645,18.4,19.4,.276,,.489,7.2,80.4,.292
6,6,2022-10-31,@,CHO,W,115,108,111.8,105.0,102.8,.329,.518,.591,52.5,70.3,7.8,7.3,,.535,16.3,23.8,.282,,.595,18.2,84.2,.095
7,7,2022-11-02,@,MIA,L,107,110,110.2,113.3,97.1,.163,.419,.581,45.9,70.7,4.1,5.5,,.552,11.5,9.8,.140,,.556,10.4,79.5,.124
8,8,2022-11-05,@,ORL,W,126,123,114.7,112.0,99.4,.280,.430,.603,42.9,51.1,4.6,5.8,,.586,11.8,12.8,.183,,.565,14.4,81.1,.207
9,9,2022-11-07,@,GSW,L,113,116,110.6,113.5,102.2,.319,.440,.545,47.3,64.9,8.8,0.0,,.484,8.8,18.4,.275,,.580,13.4,81.0,.159
10,10,2022-11-09,,CLE,W,127,120,131.3,124.0,96.7,.461,.513,.695,36.4,75.0,12.4,6.7,,.638,9.0,6.3,.395,,.599,16.0,64.7,.198
11,11,2022-11-11,@,LAL,W,120,114,123.1,116.9,97.5,.241,.414,.623,49.4,60.0,10.3,6.3,,.586,13.5,27.0,.207,,.534,12.3,68.2,.227
12,12,2022-11-13,,GSW,W,122,115,116.7,110.0,104.5,.209,.407,.614,51.1,66.0,7.7,4.7,,.604,13.1,20.5,.132,,.556,15.6,81.8,.167
13,13,2022-11-15,,BRK,W,153,121,140.9,111.4,108.6,.266,.436,.729,59.7,69.6,8.3,7.5,,.702,13.2,25.7,.223,,.562,15.1,91.9,.370
14,14,2022-11-17,,SAS,W,130,112,132.2,113.9,98.3,.289,.361,.695,53.6,58.3,7.1,1.7,,.651,11.4,19.4,.265,,.613,16.8,81.6,.107
15,15,2022-11-20,,DET,W,137,129,137.1,129.1,99.9,.412,.412,.682,53.9,61.7,4.0,0.0,,.624,9.9,24.2,.365,,.612,10.8,76.7,.225
16,16,2022-11-22,@,MEM,W,113,109,105.3,101.5,107.3,.300,.500,.555,47.9,69.2,10.2,3.3,,.517,15.0,20.0,.222,,.495,14.7,73.5,.209
17,17,2022-11-23,@,ATL,L,106,115,102.3,110.9,103.7,.236,.348,.539,50.5,65.9,5.8,3.2,,.511,15.5,21.3,.169,,.505,11.3,79.2,.239
18,18,2022-11-25,@,BOS,L,104,122,103.4,121.3,100.6,.299,.414,.528,54.2,55.6,3.0,8.7,,.466,15.5,24.4,.264,,.590,9.5,89.5,.289
19,19,2022-11-28,,PHO,L,117,122,114.0,118.9,102.6,.205,.284,.610,45.1,69.6,8.8,11.3,,.574,13.5,19.0,.182,,.585,14.5,72.5,.128
20,20,2022-11-30,,IND,W,137,114,121.0,100.7,113.3,.305,.453,.636,55.2,58.3,7.1,7.9,,.589,14.3,23.9,.263,,.460,11.7,79.7,.220
21,21,2022-12-03,@,LAC,W,123,96,122.0,95.2,100.8,.337,.360,.602,47.9,67.4,6.9,10.0,,.579,8.1,19.5,.225,,.403,14.0,69.1,.226
22,22,2022-12-04,,CHI,W,110,101,106.3,97.6,103.5,.221,.500,.583,54.1,75.0,9.7,3.3,,.541,16.0,13.5,.198,,.494,14.5,85.4,.186
23,23,2022-12-07,@,MIL,L,113,126,119.3,133.0,94.7,.176,.418,.576,44.4,44.2,2.1,6.3,,.538,7.5,19.5,.165,,.552,6.2,65.3,.208
