,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,@,SAS,L,97,123,100.8,127.9,96.2,.267,.337,.505,50.6,48.6,6.2,8.8,,.459,14.3,30.2,.209,,.566,7.0,70.5,.122
2,2,2021-10-22,,NYK,L,96,121,98.7,124.4,97.2,.181,.518,.536,54.8,72.7,5.1,8.8,,.500,16.7,22.0,.157,,.636,10.3,86.0,.102
3,3,2021-10-24,@,NYK,W,110,104,106.1,100.3,103.7,.386,.489,.534,52.3,61.1,6.8,7.7,,.477,11.2,21.7,.295,,.435,9.8,74.6,.170
4,4,2021-10-25,@,MIA,L,90,107,94.4,112.2,95.4,.235,.543,.504,48.1,63.6,7.3,10.0,,.481,15.2,15.4,.148,,.506,9.5,78.6,.218
5,5,2021-10-27,,CHO,L,111,120,112.4,121.6,98.7,.148,.455,.592,45.2,51.2,6.1,3.8,,.574,16.1,21.1,.114,,.602,14.6,71.4,.241
6,6,2021-10-29,@,TOR,L,109,110,115.4,116.5,94.4,.184,.391,.580,53.5,58.5,1.1,8.9,,.563,15.3,27.9,.126,,.552,6.8,79.1,.174
7,7,2021-10-30,@,DET,L,103,110,108.2,115.5,95.2,.172,.368,.550,48.9,55.3,5.3,13.0,,.529,15.4,27.9,.126,,.483,11.3,66.7,.270
8,8,2021-11-01,@,MIN,W,115,97,118.4,99.9,97.1,.366,.524,.604,52.0,56.8,5.1,15.2,,.555,14.4,27.9,.293,,.443,10.2,70.9,.113
9,9,2021-11-03,,BOS,L,79,92,84.7,98.6,93.3,.238,.512,.426,47.9,55.6,8.6,2.4,,.375,13.1,16.3,.190,,.481,10.9,80.9,.203
10,10,2021-11-05,,SAS,L,89,102,86.2,98.7,103.3,.112,.461,.476,47.3,65.7,8.7,16.9,,.461,16.2,14.0,.079,,.478,11.7,87.8,.178
11,11,2021-11-07,,UTA,W,107,100,110.1,102.9,97.2,.126,.368,.583,43.8,55.8,8.2,17.0,,.563,12.4,17.1,.103,,.427,14.3,66.7,.270
12,12,2021-11-10,,BRK,L,90,123,86.1,117.7,104.5,.261,.359,.439,50.0,54.3,9.6,5.6,,.402,14.2,22.6,.174,,.593,13.2,82.2,.165
13,13,2021-11-13,,WAS,L,92,104,96.4,109.0,95.4,.217,.435,.456,47.8,67.7,7.3,10.2,,.408,11.4,25.5,.185,,.571,14.5,81.1,.095
14,14,2021-11-15,@,ATL,L,111,129,109.8,127.6,101.1,.147,.453,.549,47.1,69.8,7.9,9.1,,.537,13.7,24.5,.095,,.635,10.0,76.3,.247
15,15,2021-11-17,@,NYK,W,104,98,106.3,100.2,97.9,.188,.396,.500,53.1,51.3,7.2,7.7,,.464,10.4,29.2,.156,,.511,16.2,77.1,.091
16,16,2021-11-19,@,BRK,L,113,115,116.5,118.6,97.0,.281,.427,.565,51.1,65.0,7.2,10.3,,.528,11.5,27.5,.213,,.505,9.7,70.8,.253
