,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-20,,IND,W,123,122,113.2,112.2,108.7,.252,.290,.517,47.4,63.0,8.3,11.6,,.491,6.3,21.8,.168,,.561,13.7,81.0,.233
2,2,2021-10-22,@,CLE,W,123,112,119.5,108.8,102.9,.187,.352,.624,56.1,66.7,12.6,1.9,,.599,15.5,27.5,.154,,.565,16.2,83.3,.202
3,3,2021-10-24,@,BRK,W,111,95,110.9,94.9,100.1,.202,.319,.542,52.2,60.5,10.0,9.6,,.511,10.5,22.2,.160,,.489,15.6,80.9,.115
4,4,2021-10-25,,BOS,L,129,140,115.3,125.2,101.3,.272,.427,.559,49.5,56.5,3.6,11.8,,.539,10.8,25.0,.175,,.589,9.7,77.6,.208
5,5,2021-10-27,@,ORL,W,120,111,121.6,112.4,98.7,.289,.361,.641,54.8,51.2,14.2,8.3,,.602,14.6,28.6,.241,,.574,16.1,78.9,.114
6,6,2021-10-29,@,MIA,L,99,114,102.0,117.5,97.0,.244,.411,.497,38.1,60.0,8.2,10.7,,.461,9.9,20.0,.178,,.522,14.6,61.9,.209
7,7,2021-10-31,,POR,W,125,113,131.5,118.8,95.1,.236,.472,.636,48.4,78.3,4.2,14.0,,.629,7.5,23.8,.146,,.531,10.5,69.4,.103
8,8,2021-11-01,,CLE,L,110,113,110.4,113.4,99.7,.149,.386,.511,48.4,64.3,12.0,19.4,,.490,13.6,38.5,.109,,.483,13.0,60.5,.289
9,9,2021-11-03,@,GSW,L,92,114,89.0,110.2,103.4,.209,.396,.463,48.0,52.9,9.7,4.9,,.429,13.9,16.4,.154,,.593,14.6,85.1,.140
10,10,2021-11-05,@,SAC,L,110,140,108.6,138.3,101.3,.228,.380,.543,33.3,67.4,7.9,11.6,,.527,9.0,14.0,.141,,.678,15.5,61.8,.253
11,11,2021-11-07,@,LAC,L,106,120,99.6,112.7,106.5,.178,.327,.487,46.8,48.8,12.2,5.3,,.455,10.7,21.8,.139,,.581,17.4,82.1,.233
12,12,2021-11-08,@,LAL,L,123,126,109.2,111.9,102.0,.283,.424,.552,51.9,53.5,4.4,5.1,,.505,13.9,24.6,.232,,.555,12.4,83.7,.275
13,13,2021-11-10,@,MEM,W,118,108,110.7,101.3,106.6,.267,.400,.587,46.2,78.0,12.2,10.1,,.539,14.5,19.6,.233,,.463,12.3,66.7,.084
14,14,2021-11-12,,NYK,W,104,96,103.6,95.7,100.3,.267,.400,.517,49.0,64.1,10.0,8.6,,.489,10.7,24.5,.178,,.457,15.8,72.5,.118
15,15,2021-11-14,,GSW,W,106,102,105.6,101.6,100.4,.136,.409,.568,44.3,54.8,10.0,3.9,,.557,10.5,9.5,.091,,.472,12.9,76.1,.189
16,16,2021-11-17,,WAS,W,97,87,104.3,93.6,93.0,.063,.333,.492,55.1,71.4,6.5,16.7,,.490,10.0,30.2,.031,,.411,9.3,79.6,.144
17,17,2021-11-19,,IND,W,121,118,118.1,115.2,102.4,.346,.383,.648,54.2,63.6,7.8,13.5,,.617,15.4,16.7,.259,,.528,8.9,83.0,.284
18,18,2021-11-20,@,ATL,L,105,115,110.5,121.0,95.0,.147,.392,.483,52.6,60.5,6.3,4.2,,.471,8.4,34.5,.088,,.598,11.6,79.5,.207
19,19,2021-11-22,@,WAS,W,109,103,107.8,101.9,101.1,.264,.341,.537,35.6,52.5,10.9,7.0,,.522,9.0,11.8,.154,,.431,14.5,60.0,.234
20,20,2021-11-24,@,ORL,W,106,99,107.7,100.6,98.4,.226,.430,.518,49.0,66.7,11.2,21.6,,.484,8.9,22.6,.172,,.489,12.6,78.7,.086
21,21,2021-11-26,,MIN,W,133,115,130.6,112.9,101.9,.170,.455,.703,49.4,65.3,4.9,10.8,,.688,13.7,18.9,.136,,.505,10.0,71.2,.140
22,22,2021-11-27,@,HOU,L,143,146,134.8,137.7,96.0,.291,.485,.615,48.8,64.6,9.4,10.9,,.563,8.6,34.0,.262,,.658,10.7,69.7,.221
23,23,2021-11-29,@,CHI,L,119,133,118.8,132.8,100.2,.239,.443,.612,45.3,54.8,7.0,15.3,,.580,8.5,12.2,.193,,.674,9.3,85.3,.146
24,24,2021-12-01,@,MIL,L,125,127,116.7,118.6,107.1,.241,.586,.649,44.4,69.8,7.5,15.5,,.615,14.3,7.7,.207,,.564,11.0,78.6,.223
25,25,2021-12-05,@,ATL,W,130,127,133.5,130.4,97.4,.326,.430,.661,46.4,45.7,9.2,5.4,,.634,5.8,16.7,.244,,.608,9.0,76.2,.151
26,26,2021-12-06,,PHI,L,124,127,118.1,121.0,95.1,.159,.430,.542,46.2,64.6,5.7,11.8,,.523,6.5,24.1,.112,,.615,13.2,78.4,.230
27,27,2021-12-08,,PHI,L,106,110,112.1,116.3,94.6,.263,.363,.594,49.3,56.4,7.4,9.8,,.550,16.8,22.2,.225,,.567,14.5,77.1,.333
28,28,2021-12-10,,SAC,W,124,123,126.3,125.3,98.2,.230,.402,.647,44.8,60.4,9.2,13.3,,.632,13.5,28.2,.161,,.545,11.4,58.3,.129
