,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,@,NYK,L,134,138,48,117,.410,21,57,.368,17,23,.739,15,56,34,13,9,18,24,,51,105,.486,17,45,.378,19,27,.704,7,55,27,9,10,17,22
2,2,2021-10-22,,TOR,L,83,115,32,82,.390,11,34,.324,8,11,.727,10,42,19,6,12,25,19,,42,100,.420,10,35,.286,21,21,1.000,21,60,22,16,2,11,13
3,3,2021-10-24,@,HOU,W,107,97,38,86,.442,15,47,.319,16,20,.800,6,43,22,10,6,11,22,,32,75,.427,14,32,.438,19,24,.792,5,40,20,7,4,18,20
4,4,2021-10-25,@,CHO,W,140,129,50,101,.495,19,50,.380,21,25,.840,11,53,33,8,9,12,23,,46,103,.447,19,44,.432,18,28,.643,14,52,26,4,6,14,25
5,5,2021-10-27,,WAS,L,107,116,37,85,.435,10,29,.345,23,28,.821,10,37,18,9,5,13,21,,43,84,.512,9,25,.360,21,29,.724,11,47,18,8,7,15,20
6,6,2021-10-30,@,WAS,L,112,115,44,107,.411,2,26,.077,22,25,.880,8,54,23,8,10,11,32,,38,104,.365,10,36,.278,29,36,.806,12,62,19,6,7,13,22
7,7,2021-11-01,,CHI,L,114,128,42,96,.438,15,33,.455,15,20,.750,13,38,20,10,1,9,15,,49,86,.570,13,31,.419,17,18,.944,10,50,30,7,8,14,19
8,8,2021-11-03,@,ORL,W,92,79,33,79,.418,10,37,.270,16,25,.640,9,50,24,7,9,11,20,,27,84,.321,9,43,.209,16,20,.800,8,46,15,8,1,14,20
9,9,2021-11-04,@,MIA,W,95,78,31,78,.397,16,41,.390,17,20,.850,11,46,16,7,4,16,16,,28,81,.346,9,41,.220,13,19,.684,13,45,18,8,0,18,19
