,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
10,10,2021-11-06,@,DAL,L,104,107,42,86,.488,9,31,.290,11,16,.688,8,36,20,6,2,11,14,,41,78,.526,13,39,.333,12,14,.857,7,40,19,7,6,15,18
11,11,2021-11-10,,TOR,W,104,88,42,94,.447,10,29,.345,10,15,.667,12,44,21,10,5,15,13,,33,77,.429,6,25,.240,16,19,.842,6,41,20,8,8,18,17
12,12,2021-11-12,,MIL,W,122,113,47,96,.490,12,41,.293,16,18,.889,16,53,22,5,7,16,12,,44,98,.449,16,47,.340,9,11,.818,12,39,23,7,3,11,19
13,13,2021-11-13,@,CLE,L,89,91,33,78,.423,6,23,.261,17,18,.944,10,47,20,7,3,19,16,,31,81,.383,10,38,.263,19,22,.864,9,39,17,10,4,11,19
14,14,2021-11-15,@,CLE,W,98,92,36,78,.462,10,29,.345,16,20,.800,6,46,23,7,6,14,16,,32,83,.386,16,40,.400,12,16,.750,7,42,18,6,3,13,18
15,15,2021-11-17,@,ATL,L,99,110,37,84,.440,11,41,.268,14,17,.824,12,42,24,9,2,14,17,,41,81,.506,13,37,.351,15,18,.833,6,40,28,9,4,11,17
16,16,2021-11-19,,LAL,W,130,108,44,88,.500,11,30,.367,31,38,.816,12,51,22,7,2,12,20,,39,84,.464,12,30,.400,18,24,.750,7,33,20,5,6,12,29
17,17,2021-11-20,,OKC,W,111,105,41,88,.466,17,39,.436,12,14,.857,8,48,28,4,7,7,11,,39,96,.406,18,42,.429,9,16,.563,15,54,23,5,0,9,15
18,18,2021-11-22,,HOU,W,108,90,39,92,.424,12,35,.343,18,19,.947,11,58,19,10,3,14,24,,31,83,.373,11,42,.262,17,24,.708,4,42,19,5,4,14,20
19,19,2021-11-24,,BRK,L,104,123,34,91,.374,11,48,.229,25,28,.893,15,45,25,6,5,11,24,,43,85,.506,14,35,.400,23,30,.767,10,50,29,8,4,10,23
20,20,2021-11-26,@,SAS,L,88,96,34,92,.370,10,34,.294,10,15,.667,12,51,20,4,8,10,20,,38,87,.437,6,24,.250,14,19,.737,8,53,21,7,6,10,15
21,21,2021-11-28,@,TOR,W,109,97,34,82,.415,12,34,.353,29,31,.935,12,53,24,5,3,17,19,,35,93,.376,13,42,.310,14,16,.875,14,44,19,6,5,10,24
22,22,2021-12-01,,PHI,W,88,87,33,79,.418,11,28,.393,11,15,.733,4,46,18,5,8,13,15,,33,89,.371,8,31,.258,13,17,.765,8,46,20,7,9,7,17
23,23,2021-12-03,@,UTA,L,130,137,47,91,.516,14,39,.359,22,22,1.000,5,30,23,9,3,6,22,,45,81,.556,27,51,.529,20,23,.870,9,44,26,3,3,19,27
24,24,2021-12-04,@,POR,W,145,117,49,87,.563,21,37,.568,26,29,.897,12,46,26,5,7,11,21,,42,89,.472,8,29,.276,25,32,.781,9,32,22,7,2,9,21
25,25,2021-12-07,@,LAL,L,102,117,36,82,.439,10,33,.303,20,29,.690,7,34,27,8,4,13,16,,48,93,.516,8,27,.296,13,17,.765,13,51,25,7,4,14,21
26,26,2021-12-08,@,LAC,L,111,114,41,86,.477,10,32,.313,19,21,.905,14,47,26,11,3,22,21,,40,85,.471,14,32,.438,20,22,.909,9,38,20,13,7,20,18
27,27,2021-12-10,@,PHO,L,90,111,35,93,.376,4,26,.154,16,24,.667,15,46,13,7,6,13,17,,43,96,.448,14,38,.368,11,11,1.000,14,53,25,4,9,12,21
28,28,2021-12-13,,MIL,W,117,103,43,86,.500,20,47,.426,11,13,.846,7,40,31,6,5,11,15,,40,90,.444,11,36,.306,12,15,.800,11,45,22,8,3,13,14
29,29,2021-12-17,,GSW,L,107,111,36,82,.439,15,41,.366,20,29,.690,11,45,20,5,2,16,19,,39,90,.433,16,46,.348,17,21,.810,12,45,27,9,8,12,25
30,30,2021-12-18,,NYK,W,114,107,42,89,.472,17,45,.378,13,17,.765,12,45,23,6,3,12,20,,35,80,.438,13,36,.361,24,30,.800,8,42,18,8,6,14,21
31,31,2021-12-20,,PHI,L,103,108,38,82,.463,7,27,.259,20,25,.800,11,42,16,9,5,18,23,,36,72,.500,10,25,.400,26,31,.839,2,34,20,11,7,15,23
32,32,2021-12-22,,CLE,W,111,101,43,92,.467,11,30,.367,14,18,.778,12,48,24,12,5,13,24,,36,92,.391,9,38,.237,20,24,.833,15,53,17,8,3,15,15
33,33,2021-12-25,@,MIL,L,113,117,38,89,.427,17,45,.378,20,24,.833,11,44,24,9,8,14,23,,43,91,.473,12,33,.364,19,27,.704,15,48,24,7,6,13,20
34,34,2021-12-27,@,MIN,L,103,108,33,89,.371,16,47,.340,21,28,.750,15,53,23,8,10,14,16,,40,90,.444,14,34,.412,14,19,.737,11,53,30,7,5,14,17
35,35,2021-12-29,,LAC,L,82,91,35,101,.347,4,42,.095,8,11,.727,21,50,19,8,8,8,16,,33,81,.407,11,28,.393,14,17,.824,9,49,17,5,4,14,12
36,36,2021-12-31,,PHO,W,123,108,45,83,.542,10,27,.370,23,26,.885,13,51,28,6,7,17,18,,41,100,.410,11,35,.314,15,16,.938,15,37,20,10,2,9,21
37,37,2022-01-02,,ORL,W,116,111,39,86,.453,13,36,.361,25,28,.893,9,46,25,5,10,21,23,,40,95,.421,9,27,.333,22,27,.815,10,45,17,12,3,14,24
38,38,2022-01-05,,SAS,L,97,99,40,90,.444,9,28,.321,8,9,.889,13,41,19,10,9,8,12,,42,88,.477,10,26,.385,5,5,1.000,12,48,20,6,5,17,13
39,39,2022-01-06,@,NYK,L,105,108,38,80,.475,17,45,.378,12,13,.923,8,38,22,5,10,12,16,,40,90,.444,18,36,.500,10,15,.667,11,42,23,8,1,8,17
40,40,2022-01-08,,NYK,W,99,75,36,76,.474,12,29,.414,15,17,.882,9,45,26,8,8,10,15,,29,79,.367,11,31,.355,6,15,.400,11,40,13,8,4,12,15
41,41,2022-01-10,,IND,W,101,98,35,88,.398,8,28,.286,23,28,.821,12,53,17,10,6,20,19,,36,94,.383,11,37,.297,15,17,.882,10,47,22,10,6,17,21
42,42,2022-01-12,@,IND,W,119,100,40,78,.513,18,38,.474,21,25,.840,7,37,23,6,5,11,22,,40,86,.465,7,36,.194,13,20,.650,11,37,27,6,5,11,24
43,43,2022-01-14,@,PHI,L,99,111,37,78,.474,11,31,.355,14,18,.778,7,44,20,4,4,20,21,,38,85,.447,14,41,.341,21,25,.840,7,40,26,12,4,9,19
44,44,2022-01-15,,CHI,W,114,112,44,90,.489,9,26,.346,17,19,.895,17,50,27,6,6,11,15,,44,87,.506,12,29,.414,12,15,.800,7,32,31,3,3,6,19
45,45,2022-01-17,,NOP,W,104,92,38,80,.475,10,32,.313,18,20,.900,5,47,22,6,4,14,18,,36,87,.414,9,30,.300,11,18,.611,8,41,23,10,4,11,15
46,46,2022-01-19,,CHO,L,102,111,39,90,.433,14,46,.304,10,13,.769,8,38,27,8,3,14,20,,42,86,.488,16,39,.410,11,15,.733,11,47,27,6,6,15,17
47,47,2022-01-21,,POR,L,105,109,37,82,.451,11,37,.297,20,23,.870,8,42,25,7,7,11,24,,36,76,.474,16,33,.485,21,30,.700,7,42,20,6,4,13,21
48,48,2022-01-23,@,WAS,W,116,87,40,90,.444,19,39,.487,17,21,.810,11,57,26,5,3,13,16,,33,93,.355,8,34,.235,13,16,.813,9,44,20,8,6,6,14
49,49,2022-01-25,,SAC,W,128,75,51,103,.495,20,45,.444,6,7,.857,17,67,32,6,6,11,12,,29,95,.305,6,33,.182,11,15,.733,15,45,15,7,8,10,14
50,50,2022-01-28,@,ATL,L,92,108,30,86,.349,7,36,.194,25,27,.926,16,52,15,5,8,16,25,,41,89,.461,12,31,.387,14,20,.700,9,43,19,10,11,11,21
51,51,2022-01-29,@,NOP,W,107,97,43,81,.531,14,41,.341,7,11,.636,6,43,31,6,7,14,19,,36,82,.439,8,32,.250,17,23,.739,9,40,22,8,0,13,14
52,52,2022-01-31,,MIA,W,122,92,44,84,.524,16,42,.381,18,27,.667,9,44,24,9,6,10,15,,34,87,.391,17,44,.386,7,10,.700,10,38,25,6,2,18,22
53,53,2022-02-02,,CHO,W,113,107,42,82,.512,14,36,.389,15,17,.882,6,42,31,9,5,18,21,,37,87,.425,12,40,.300,21,27,.778,14,46,18,12,4,16,20
54,54,2022-02-04,@,DET,W,102,93,37,82,.451,9,28,.321,19,25,.760,11,55,23,4,9,13,17,,34,104,.327,10,26,.385,15,20,.750,20,56,18,5,4,11,24
55,55,2022-02-06,@,ORL,W,116,83,45,99,.455,13,46,.283,13,14,.929,16,55,29,9,6,14,17,,29,81,.358,5,26,.192,20,21,.952,8,40,17,8,5,17,16
56,56,2022-02-08,@,BRK,W,126,91,50,91,.549,14,40,.350,12,16,.750,11,52,32,6,8,13,14,,38,99,.384,10,36,.278,5,13,.385,15,40,22,6,4,13,18
57,57,2022-02-11,,DEN,W,108,102,38,96,.396,10,37,.270,22,30,.733,18,54,24,13,8,12,20,,39,90,.433,11,44,.250,13,18,.722,12,52,23,7,6,21,22
58,58,2022-02-13,,ATL,W,105,95,36,85,.424,11,38,.289,22,27,.815,12,54,21,5,6,12,15,,34,93,.366,12,38,.316,15,15,1.000,11,48,18,6,3,13,22
59,59,2022-02-15,@,PHI,W,135,87,46,82,.561,25,45,.556,18,22,.818,7,51,28,2,10,9,25,,23,80,.288,8,32,.250,33,39,.846,12,40,17,7,2,9,17
60,60,2022-02-16,,DET,L,111,112,42,77,.545,13,32,.406,14,18,.778,2,30,29,8,6,15,14,,43,93,.462,16,30,.533,10,13,.769,18,47,28,9,1,16,17
61,61,2022-02-24,@,BRK,W,129,106,46,85,.541,17,42,.405,20,27,.741,8,48,28,9,3,13,20,,39,94,.415,7,29,.241,21,28,.750,8,38,25,8,4,10,16
62,62,2022-02-26,@,DET,W,113,104,42,88,.477,10,26,.385,19,21,.905,10,37,31,5,6,10,21,,39,87,.448,7,27,.259,19,22,.864,10,41,18,4,4,14,22
63,63,2022-02-27,@,IND,L,107,128,39,91,.429,12,43,.279,17,20,.850,12,40,25,5,9,10,13,,47,90,.522,17,33,.515,17,20,.850,10,49,25,7,5,14,23
64,64,2022-03-01,,ATL,W,107,98,39,83,.470,11,35,.314,18,19,.947,11,47,27,4,8,12,20,,36,83,.434,7,31,.226,19,24,.792,5,37,15,8,4,9,20
65,65,2022-03-03,,MEM,W,120,107,46,89,.517,16,37,.432,12,15,.800,15,51,33,4,7,14,15,,42,99,.424,13,40,.325,10,13,.769,17,44,24,10,4,7,16
66,66,2022-03-06,,BRK,W,126,120,40,83,.482,17,36,.472,29,38,.763,10,37,25,9,7,10,19,,45,89,.506,12,27,.444,18,20,.900,12,45,24,6,4,15,26
67,67,2022-03-09,@,CHO,W,115,101,46,93,.495,12,37,.324,11,14,.786,16,47,30,10,8,11,20,,36,85,.424,8,33,.242,21,28,.750,15,46,18,8,7,16,15
68,68,2022-03-11,,DET,W,114,103,42,90,.467,6,32,.188,24,30,.800,13,47,23,10,3,9,19,,35,83,.422,10,34,.294,23,24,.958,11,42,21,4,4,14,22
69,69,2022-03-13,,DAL,L,92,95,33,88,.375,9,37,.243,17,19,.895,11,45,16,8,3,11,12,,33,74,.446,15,37,.405,14,19,.737,4,42,20,7,5,17,16
70,70,2022-03-16,@,GSW,W,110,88,38,81,.469,15,40,.375,19,22,.864,8,53,23,4,4,10,15,,32,86,.372,11,48,.229,13,16,.813,7,38,19,8,4,8,21
71,71,2022-03-18,@,SAC,W,126,97,46,82,.561,22,40,.550,12,17,.706,6,43,33,11,1,13,23,,33,79,.418,13,36,.361,18,24,.750,8,37,23,5,6,16,14
72,72,2022-03-20,@,DEN,W,124,104,47,82,.573,19,40,.475,11,11,1.000,5,38,29,4,6,8,18,,35,87,.402,14,39,.359,20,25,.800,13,41,22,4,3,10,15
73,73,2022-03-21,@,OKC,W,132,123,44,86,.512,15,40,.375,29,34,.853,6,42,22,8,7,8,18,,48,93,.516,17,37,.459,10,14,.714,10,42,23,5,4,11,26
74,74,2022-03-23,,UTA,W,125,97,50,84,.595,19,36,.528,6,7,.857,8,39,37,8,10,12,20,,35,88,.398,8,36,.222,19,21,.905,16,40,13,8,1,14,14
75,75,2022-03-27,,MIN,W,134,112,49,87,.563,17,39,.436,19,21,.905,10,45,27,7,5,13,20,,45,84,.536,14,32,.438,8,12,.667,4,30,26,7,3,14,21
76,76,2022-03-28,@,TOR,L,112,115,39,95,.411,12,40,.300,22,28,.786,16,57,23,5,7,16,15,,46,106,.434,10,39,.256,13,18,.722,16,52,16,10,11,10,28
77,77,2022-03-30,,MIA,L,98,106,35,85,.412,11,37,.297,17,23,.739,8,44,27,9,1,17,22,,38,79,.481,13,34,.382,17,25,.680,4,42,27,9,6,15,23
78,78,2022-04-01,,IND,W,128,123,45,83,.542,12,33,.364,26,28,.929,11,40,29,7,4,15,19,,42,81,.519,17,36,.472,22,23,.957,8,30,25,9,3,16,30
79,79,2022-04-03,,WAS,W,144,102,56,91,.615,23,44,.523,9,13,.692,7,39,39,6,5,7,20,,38,82,.463,8,21,.381,18,20,.900,7,32,21,4,2,12,14
80,80,2022-04-06,@,CHI,W,117,94,43,88,.489,17,37,.459,14,22,.636,8,42,29,11,6,11,18,,35,80,.438,7,23,.304,17,23,.739,7,40,19,7,4,17,22
81,81,2022-04-07,@,MIL,L,121,127,43,87,.494,21,50,.420,14,19,.737,8,44,30,8,4,16,15,,49,97,.505,14,38,.368,15,21,.714,14,48,27,13,5,11,19
82,82,2022-04-10,@,MEM,W,139,110,54,99,.545,18,48,.375,13,13,1.000,14,56,34,5,2,15,20,,39,102,.382,15,47,.319,17,27,.630,19,45,27,11,6,10,16
