,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-19,,CHO,L,102,129,98.3,124.3,103.8,.212,.343,.471,46.3,55.0,7.7,12.3,,.439,12.2,27.5,.152,,.580,12.6,68.2,.213
2,2,2022-10-21,@,IND,W,137,134,125.4,122.7,109.2,.543,.383,.683,46.8,77.3,8.2,5.8,,.648,14.5,20.0,.395,,.543,12.3,68.2,.202
3,3,2022-10-22,@,PHI,W,114,105,121.7,112.1,93.7,.169,.427,.596,51.8,62.8,5.3,13.2,,.573,12.8,30.0,.135,,.500,11.1,72.1,.250
4,4,2022-10-24,@,MIN,W,115,106,110.7,102.0,103.9,.124,.352,.519,50.0,77.1,10.6,0.0,,.514,10.5,25.9,.067,,.488,14.2,78.3,.256
5,5,2022-10-26,@,MIN,L,122,134,119.3,131.1,102.2,.232,.379,.583,57.7,79.1,5.9,4.3,,.537,13.3,31.8,.211,,.775,15.5,100.0,.125
6,6,2022-10-28,,CHI,W,129,124,122.3,117.5,105.5,.302,.442,.662,50.0,80.4,6.6,4.2,,.628,17.0,22.9,.244,,.520,9.8,69.4,.212
7,7,2022-10-30,,MIN,W,107,98,108.7,99.6,98.4,.291,.465,.552,53.6,75.0,6.1,10.0,,.512,16.4,32.6,.221,,.424,9.3,70.4,.141
8,8,2022-11-02,,TOR,L,100,143,90.9,130.0,110.0,.149,.457,.499,47.9,78.4,2.7,8.2,,.468,18.7,24.1,.128,,.604,8.9,78.6,.142
9,9,2022-11-04,,LAC,L,106,113,105.1,112.0,100.9,.205,.352,.553,44.3,54.8,6.9,4.3,,.545,11.9,12.8,.114,,.619,15.3,90.6,.175
