,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,,BOS,W,138,134,51,105,.486,17,45,.378,19,27,.704,7,55,27,9,10,17,22,,48,117,.410,21,57,.368,17,23,.739,15,56,34,13,9,18,24
2,2,2021-10-22,@,ORL,W,121,96,44,88,.500,24,54,.444,9,17,.529,6,38,34,10,4,11,19,,33,83,.398,17,43,.395,13,15,.867,9,46,24,5,3,18,18
3,3,2021-10-24,,ORL,L,104,110,37,100,.370,13,48,.271,17,25,.680,16,52,20,8,8,12,21,,36,88,.409,12,43,.279,26,34,.765,10,57,22,7,4,13,25
4,4,2021-10-26,,PHI,W,112,99,41,87,.471,16,37,.432,14,15,.933,13,45,24,7,5,12,18,,36,82,.439,12,41,.293,15,17,.882,12,40,24,9,4,14,14
5,5,2021-10-28,@,CHI,W,104,103,39,85,.459,11,29,.379,15,20,.750,11,49,16,5,7,13,21,,36,84,.429,11,32,.344,20,22,.909,5,37,25,6,5,7,18
6,6,2021-10-30,@,NOP,W,123,117,42,81,.519,19,33,.576,20,25,.800,5,37,22,7,4,12,21,,42,92,.457,11,33,.333,22,24,.917,12,43,30,7,3,11,24
7,7,2021-11-01,,TOR,L,104,113,35,76,.461,16,38,.421,18,24,.750,7,41,20,3,4,16,13,,43,99,.434,14,42,.333,13,14,.929,13,48,24,12,4,8,20
8,8,2021-11-03,@,IND,L,98,111,36,87,.414,5,24,.208,21,27,.778,14,46,23,7,6,10,19,,42,91,.462,16,41,.390,11,14,.786,10,49,26,7,7,11,22
9,9,2021-11-05,@,MIL,W,113,98,41,96,.427,10,40,.250,21,26,.808,20,59,16,12,4,14,17,,33,82,.402,16,43,.372,16,21,.762,7,37,19,5,5,15,20
10,10,2021-11-07,,CLE,L,109,126,39,85,.459,9,31,.290,22,24,.917,7,32,21,9,9,10,14,,49,90,.544,19,35,.543,9,11,.818,11,48,31,8,2,15,18
11,11,2021-11-08,@,PHI,W,103,96,40,91,.440,13,40,.325,10,13,.769,14,55,25,4,4,13,18,,35,91,.385,13,40,.325,13,16,.813,12,47,20,7,6,8,13
12,12,2021-11-10,,MIL,L,100,112,36,83,.434,16,37,.432,12,17,.706,7,38,19,9,10,10,17,,40,90,.444,26,50,.520,6,9,.667,13,50,29,4,4,14,17
13,13,2021-11-12,@,CHO,L,96,104,36,93,.387,13,35,.371,11,18,.611,14,51,17,8,5,19,22,,39,90,.433,10,36,.278,16,24,.667,12,49,25,10,5,12,18
14,14,2021-11-15,,IND,W,92,84,37,86,.430,11,34,.324,7,10,.700,8,46,22,1,5,10,15,,32,86,.372,8,37,.216,12,16,.750,9,44,16,6,6,7,15
15,15,2021-11-17,,ORL,L,98,104,37,88,.420,16,49,.327,8,12,.667,11,45,25,5,7,18,20,,39,96,.406,11,38,.289,15,18,.833,14,51,20,7,3,12,19
16,16,2021-11-20,,HOU,W,106,99,33,78,.423,18,41,.439,22,26,.846,4,37,25,12,7,12,23,,38,84,.452,10,39,.256,13,22,.591,13,48,21,5,8,22,21
