,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2022-10-20,@,LAL,W,103,97,99.1,93.3,104.0,.388,.363,.550,60.4,48.6,6.7,14.3,,.519,19.0,25.0,.250,,.399,8.7,85.7,.234
2,2,2022-10-22,@,SAC,W,111,109,114.3,112.2,97.1,.272,.272,.612,50.6,58.5,8.2,6.0,,.562,12.5,14.3,.247,,.553,11.1,79.5,.176
3,3,2022-10-23,,PHO,L,95,112,100.4,118.4,94.6,.244,.390,.523,46.7,44.4,10.6,0.0,,.494,13.4,20.0,.171,,.543,10.9,72.3,.118
4,4,2022-10-25,@,OKC,L,94,108,93.8,107.8,100.2,.217,.373,.517,43.9,60.0,5.0,17.5,,.482,16.5,15.2,.169,,.400,4.0,65.6,.182
5,5,2022-10-27,@,OKC,L,110,118,115.3,123.6,95.4,.220,.341,.612,55.0,47.7,6.3,8.8,,.591,17.4,30.3,.159,,.584,10.0,72.3,.074
6,6,2022-10-30,,NOP,L,91,112,96.8,119.1,94.0,.151,.453,.496,43.8,66.7,3.2,10.5,,.483,13.2,17.4,.093,,.575,9.4,72.1,.054
7,7,2022-10-31,,HOU,W,95,93,95.7,93.7,99.3,.195,.414,.503,51.1,62.2,7.1,16.7,,.477,12.1,17.8,.138,,.432,11.7,84.4,.193
8,8,2022-11-02,@,HOU,W,109,101,112.4,104.2,97.0,.226,.393,.590,46.2,48.8,10.3,12.0,,.560,13.2,20.9,.179,,.483,16.3,68.0,.182
9,9,2022-11-04,@,SAS,W,113,106,112.0,105.1,100.9,.238,.413,.639,55.7,61.9,5.9,8.8,,.619,15.3,9.4,.175,,.545,11.9,87.2,.114
10,10,2022-11-06,,UTA,L,102,110,103.4,111.6,98.6,.149,.379,.550,43.2,51.2,11.2,5.7,,.540,12.3,10.3,.092,,.567,18.8,80.0,.333
11,11,2022-11-07,,CLE,W,119,117,123.9,121.8,96.0,.354,.481,.652,39.2,47.5,8.3,4.0,,.614,9.0,9.5,.278,,.614,15.6,73.0,.181
12,12,2022-11-09,,LAL,W,114,101,113.8,100.8,100.2,.321,.407,.617,48.8,58.5,10.0,12.5,,.580,14.0,14.6,.247,,.511,13.6,81.4,.125
13,13,2022-11-12,,BRK,L,95,110,98.1,113.6,96.9,.235,.365,.506,52.9,64.7,4.1,12.5,,.465,14.6,22.2,.188,,.578,11.5,85.7,.169
14,14,2022-11-14,@,HOU,W,122,106,121.1,105.2,100.8,.407,.469,.639,52.4,61.0,6.0,7.1,,.593,14.3,23.1,.321,,.506,12.3,77.8,.221
15,15,2022-11-15,@,DAL,L,101,103,109.1,111.3,92.6,.406,.438,.669,54.1,67.6,8.6,5.4,,.625,21.8,10.3,.328,,.544,11.7,82.2,.200
16,16,2022-11-17,,DET,W,96,91,98.6,93.5,97.4,.296,.370,.524,54.3,51.5,1.0,1.8,,.475,16.4,23.3,.235,,.409,10.9,80.4,.216
17,17,2022-11-19,,SAS,W,119,97,129.3,105.4,92.0,.235,.494,.666,44.9,72.7,9.8,1.6,,.673,11.8,20.0,.123,,.454,13.5,65.1,.207
18,18,2022-11-21,,UTA,W,121,114,122.4,115.3,98.9,.209,.264,.609,47.7,55.3,6.1,11.8,,.566,13.9,29.3,.198,,.517,14.6,64.4,.247
19,19,2022-11-23,@,GSW,L,107,124,105.8,122.6,101.2,.314,.337,.547,48.9,56.4,4.9,4.3,,.517,14.0,23.3,.209,,.593,11.2,73.3,.093
20,20,2022-11-25,,DEN,L,104,114,113.6,124.5,91.6,.500,.324,.627,47.1,59.5,1.1,8.5,,.625,14.4,12.9,.279,,.551,5.7,74.4,.180
21,21,2022-11-27,,IND,W,114,100,109.8,96.3,103.8,.340,.340,.527,61.4,78.6,6.7,7.7,,.479,14.3,37.5,.255,,.431,9.6,83.0,.202
22,22,2022-11-29,@,POR,W,118,112,121.4,115.2,97.2,.315,.348,.582,52.7,63.4,6.2,12.7,,.534,11.4,29.2,.258,,.561,10.2,79.1,.122
