,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
71,71,2022-03-20,@,PHI,W,93,88,105.5,99.9,88.1,.247,.280,.451,58.3,45.7,5.7,8.7,,.414,7.2,36.4,.172,,.459,10.5,87.8,.288
72,72,2022-03-21,@,CHI,L,99,113,109.2,124.6,90.7,.165,.352,.507,53.8,65.0,5.5,9.7,,.473,10.9,33.3,.143,,.550,4.7,71.4,.156
73,73,2022-03-24,,CLE,W,117,104,131.6,117.0,88.9,.213,.416,.601,52.6,61.9,10.1,10.2,,.562,7.6,32.5,.191,,.544,12.8,75.0,.228
74,74,2022-03-26,,IND,W,131,91,147.2,102.3,89.0,.226,.381,.709,54.5,66.7,10.1,7.0,,.696,6.1,25.7,.167,,.487,12.9,78.6,.177
75,75,2022-03-28,,BOS,W,115,112,110.1,107.2,94.6,.170,.368,.505,47.7,34.8,9.6,20.0,,.481,8.1,28.1,.123,,.474,13.0,69.2,.232
76,76,2022-03-30,,MIN,W,125,102,119.7,97.7,104.4,.156,.375,.609,49.5,66.7,8.6,7.3,,.594,14.2,26.2,.115,,.462,17.1,67.9,.185
77,77,2022-04-01,@,ORL,W,102,89,110.3,96.2,92.5,.233,.488,.538,47.7,58.3,14.1,6.8,,.494,9.5,21.7,.198,,.500,19.3,77.5,.127
78,78,2022-04-03,,MIA,L,109,114,112.6,117.8,96.8,.410,.470,.556,50.0,54.3,12.4,2.4,,.494,12.5,25.0,.325,,.633,16.1,77.8,.177
79,79,2022-04-05,,ATL,W,118,108,122.7,112.3,96.1,.307,.347,.515,58.3,45.5,6.2,8.8,,.480,5.8,37.7,.208,,.532,6.6,80.0,.085
80,80,2022-04-07,,PHI,W,119,114,126.3,121.0,94.2,.198,.363,.601,52.6,48.9,7.4,10.3,,.577,9.2,27.9,.154,,.620,15.7,82.9,.280
81,81,2022-04-08,,HOU,W,117,115,117.4,115.4,99.6,.240,.302,.551,50.0,45.5,13.0,7.7,,.495,7.8,27.7,.229,,.593,16.4,80.0,.235
82,82,2022-04-10,@,NYK,L,94,105,97.3,108.6,96.6,.120,.457,.485,47.3,75.0,10.3,4.5,,.457,11.8,19.1,.109,,.546,14.0,77.3,.115
