,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
71,71,2022-03-14,@,CLE,L,111,120,112.8,122.0,89.1,.173,.367,.526,46.7,67.4,5.1,14.3,,.500,8.7,24.5,.133,,.564,9.9,72.1,.267
72,72,2022-03-16,,TOR,L,100,103,114.0,117.4,87.7,.192,.385,.591,48.8,71.1,8.0,3.9,,.558,14.2,25.0,.167,,.524,10.7,70.5,.193
73,73,2022-03-18,@,UTA,L,92,121,93.9,123.5,97.9,.244,.407,.483,42.2,74.2,10.2,15.1,,.424,11.2,15.4,.221,,.567,10.4,70.0,.113
74,74,2022-03-22,@,DEN,L,115,127,121.3,134.0,94.8,.302,.372,.590,46.7,64.3,3.2,13.7,,.547,5.8,15.0,.244,,.639,8.8,82.9,.253
75,75,2022-03-25,,PHI,L,97,122,97.7,122.9,99.3,.294,.294,.505,42.9,55.9,7.0,12.3,,.447,14.3,18.4,.247,,.549,9.7,71.4,.228
76,76,2022-03-29,,UTA,W,121,115,132.5,125.9,91.3,.337,.434,.635,46.5,51.2,8.8,8.5,,.584,7.7,26.3,.289,,.628,13.4,69.7,.218
77,77,2022-03-31,@,CHI,L,130,135,120.5,125.2,97.7,.289,.400,.641,44.4,57.8,6.5,6.8,,.589,10.6,9.8,.267,,.539,6.4,73.5,.245
78,78,2022-04-01,@,MIL,W,153,119,151.1,117.5,101.3,.261,.467,.746,48.6,60.7,8.9,10.1,,.734,8.1,24.2,.196,,.574,12.8,68.3,.117
79,79,2022-04-03,,NOP,W,119,100,127.9,107.5,93.1,.105,.463,.599,43.2,73.3,10.7,7.9,,.584,9.1,25.5,.084,,.454,13.2,60.4,.241
80,80,2022-04-06,,PHO,W,113,109,110.5,106.6,102.3,.587,.453,.599,50.5,60.6,6.8,15.0,,.520,14.5,20.0,.467,,.468,9.6,71.9,.074
81,81,2022-04-09,,SAC,W,117,98,118.1,98.9,99.1,.174,.500,.632,53.3,69.0,7.1,5.2,,.610,14.7,22.2,.140,,.483,11.9,84.4,.174
82,82,2022-04-10,,OKC,W,138,88,142.5,90.9,96.8,.144,.361,.669,58.8,63.0,4.1,12.5,,.649,8.0,30.0,.124,,.423,7.3,78.9,.051
