,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-20,,ORL,W,123,97,49,98,.500,13,30,.433,12,18,.667,13,43,32,8,3,8,22,,35,86,.407,9,29,.310,18,23,.783,13,44,17,6,6,16,20
2,2,2021-10-22,@,DEN,L,96,102,40,84,.476,6,24,.250,10,14,.714,7,39,24,11,2,20,17,,44,86,.512,9,30,.300,5,8,.625,8,41,26,10,2,21,21
3,3,2021-10-23,,MIL,L,111,121,48,99,.485,10,39,.256,5,6,.833,10,38,29,10,4,12,18,,44,83,.530,15,35,.429,18,22,.818,7,44,21,6,5,20,15
4,4,2021-10-26,,LAL,L,121,125,48,108,.444,13,36,.361,12,22,.545,16,59,33,10,6,15,22,,50,105,.476,8,30,.267,17,22,.773,9,56,20,8,10,13,21
5,5,2021-10-28,@,DAL,L,99,104,39,88,.443,12,30,.400,9,15,.600,11,48,21,6,11,14,16,,41,89,.461,18,45,.400,4,13,.308,9,45,18,4,7,12,19
6,6,2021-10-30,@,MIL,W,102,93,39,95,.411,7,31,.226,17,24,.708,8,49,28,12,3,9,13,,36,89,.404,10,39,.256,11,16,.688,9,52,20,6,2,19,18
7,7,2021-11-01,@,IND,L,118,131,47,89,.528,14,28,.500,10,14,.714,8,36,34,6,4,16,9,,52,91,.571,18,38,.474,9,12,.750,10,39,37,11,4,14,19
8,8,2021-11-03,,DAL,L,108,109,43,88,.489,7,21,.333,15,20,.750,5,40,25,10,10,15,24,,40,93,.430,8,34,.235,21,29,.724,15,56,21,10,4,19,23
9,9,2021-11-05,@,ORL,W,102,89,40,90,.444,6,19,.316,16,18,.889,5,48,23,11,7,13,14,,35,89,.393,12,41,.293,7,10,.700,7,43,23,9,12,18,13
10,10,2021-11-07,@,OKC,L,94,99,41,100,.410,6,30,.200,6,9,.667,11,46,29,9,10,9,16,,35,94,.372,12,42,.286,17,20,.850,15,57,21,5,7,13,14
11,11,2021-11-10,,SAC,W,136,117,49,92,.533,18,32,.563,20,31,.645,12,43,34,11,3,8,16,,47,91,.516,10,36,.278,13,16,.813,11,44,20,4,6,15,26
12,12,2021-11-12,,DAL,L,109,123,41,84,.488,13,30,.433,14,20,.700,3,41,30,3,3,13,17,,46,100,.460,18,45,.400,13,19,.684,10,48,30,9,7,5,18
13,13,2021-11-14,@,LAL,L,106,114,40,90,.444,16,36,.444,10,15,.667,11,43,28,9,2,15,17,,43,83,.518,15,31,.484,13,17,.765,9,46,28,6,5,14,16
14,14,2021-11-16,@,LAC,L,92,106,41,95,.432,5,22,.227,5,7,.714,6,41,26,10,4,16,17,,37,85,.435,12,38,.316,20,22,.909,6,52,16,9,3,20,13
15,15,2021-11-18,@,MIN,L,90,115,35,84,.417,6,32,.188,14,19,.737,11,42,26,7,6,12,12,,41,86,.477,21,49,.429,12,15,.800,12,47,30,5,9,12,17
16,16,2021-11-22,,PHO,L,111,115,49,93,.527,5,20,.250,8,16,.500,11,44,23,9,4,15,16,,45,88,.511,12,27,.444,13,16,.813,11,44,25,10,0,15,18
17,17,2021-11-24,,ATL,L,106,124,43,100,.430,12,33,.364,8,10,.800,15,44,27,8,4,12,16,,45,88,.511,12,26,.462,22,24,.917,8,44,26,10,5,9,11
