,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2021-10-19,,GSW,L,114,121,45,95,.474,15,42,.357,9,19,.474,5,45,21,7,4,17,25,,41,93,.441,14,39,.359,25,30,.833,9,50,30,9,2,17,18
2,2,2021-10-22,,PHO,L,105,115,34,86,.395,15,34,.441,22,29,.759,12,46,25,7,3,16,26,,42,86,.488,10,32,.313,21,28,.750,7,47,31,8,2,11,22
3,3,2021-10-24,,MEM,W,121,118,45,84,.536,16,30,.533,15,22,.682,9,36,29,10,12,17,14,,45,100,.450,13,35,.371,15,18,.833,18,49,25,13,4,17,20
4,4,2021-10-26,@,SAS,W,125,121,50,105,.476,8,30,.267,17,22,.773,9,56,20,8,10,13,21,,48,108,.444,13,36,.361,12,22,.545,16,59,33,10,6,15,22
5,5,2021-10-27,@,OKC,L,115,123,46,92,.500,11,35,.314,12,14,.857,10,40,29,8,2,17,22,,43,86,.500,15,37,.405,22,29,.759,10,42,21,8,3,15,16
6,6,2021-10-29,,CLE,W,113,101,46,84,.548,12,27,.444,9,10,.900,11,42,24,9,6,20,20,,37,87,.425,12,34,.353,15,22,.682,16,36,28,10,1,15,13
7,7,2021-10-31,,HOU,W,95,85,39,96,.406,9,31,.290,8,13,.615,10,43,22,15,9,12,20,,32,76,.421,6,28,.214,15,29,.517,10,55,18,8,3,25,18
8,8,2021-11-02,,HOU,W,119,117,49,93,.527,6,25,.240,15,20,.750,11,43,26,10,4,17,19,,48,91,.527,16,42,.381,5,12,.417,11,38,27,8,4,24,21
9,9,2021-11-04,,OKC,L,104,107,39,94,.415,12,33,.364,14,17,.824,16,49,22,8,5,13,21,,37,87,.425,15,41,.366,18,26,.692,12,50,23,7,2,16,16
10,10,2021-11-06,@,POR,L,90,105,31,90,.344,9,32,.281,19,24,.792,11,59,20,8,5,19,17,,36,95,.379,15,55,.273,18,24,.750,12,52,22,14,7,11,21
11,11,2021-11-08,,CHO,W,126,123,44,91,.484,13,32,.406,25,35,.714,8,51,30,11,8,15,23,,43,99,.434,14,42,.333,23,28,.821,14,55,23,5,3,18,23
12,12,2021-11-10,,MIA,W,120,117,46,92,.500,18,38,.474,10,16,.625,9,50,26,5,6,22,27,,40,96,.417,10,37,.270,27,35,.771,11,47,26,14,2,14,25
13,13,2021-11-12,,MIN,L,83,107,29,82,.354,9,41,.220,16,20,.800,11,44,17,12,8,19,14,,43,94,.457,12,37,.324,9,12,.750,14,54,24,10,4,16,21
14,14,2021-11-14,,SAS,W,114,106,43,83,.518,15,31,.484,13,17,.765,9,46,28,6,5,14,16,,40,90,.444,16,36,.444,10,15,.667,11,43,28,9,2,15,17
15,15,2021-11-15,,CHI,L,103,121,36,79,.456,6,32,.188,25,31,.806,8,43,19,10,5,17,15,,49,89,.551,15,34,.441,8,11,.727,4,36,31,9,2,16,21
16,16,2021-11-17,@,MIL,L,102,109,40,96,.417,12,43,.279,10,12,.833,11,48,24,8,4,13,19,,40,87,.460,12,37,.324,17,24,.708,9,52,22,9,4,15,10
