,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
43,43,2022-01-15,,ORL,W,108,92,32,78,.410,12,34,.353,32,38,.842,12,47,16,6,3,9,18,,37,77,.481,7,26,.269,11,16,.688,5,37,16,7,3,15,26
44,44,2022-01-17,,OKC,W,104,102,35,88,.398,12,37,.324,22,28,.786,11,47,28,10,7,11,19,,36,83,.434,11,35,.314,19,24,.792,5,42,20,10,2,13,23
45,45,2022-01-19,,TOR,W,102,98,37,76,.487,9,33,.273,19,20,.950,10,45,23,5,0,16,20,,35,91,.385,8,32,.250,20,25,.800,16,44,17,11,1,12,21
46,46,2022-01-20,,PHO,L,101,109,37,85,.435,11,37,.297,16,20,.800,10,50,19,1,3,19,22,,39,86,.453,8,36,.222,23,25,.920,5,40,25,13,1,7,21
47,47,2022-01-23,,MEM,W,104,91,36,74,.486,9,30,.300,23,31,.742,9,42,22,10,12,15,23,,37,99,.374,4,24,.167,13,19,.684,21,50,20,10,3,15,25
48,48,2022-01-25,@,GSW,L,92,130,32,91,.352,10,40,.250,18,18,1.000,10,39,17,9,4,11,17,,49,92,.533,17,43,.395,15,18,.833,12,58,31,8,2,14,17
49,49,2022-01-26,@,POR,W,132,112,48,88,.545,16,36,.444,20,26,.769,6,45,35,6,6,8,21,,42,82,.512,14,38,.368,14,23,.609,3,38,27,4,1,9,21
50,50,2022-01-29,,IND,W,132,105,51,96,.531,16,34,.471,14,22,.636,11,46,31,8,7,5,19,,40,91,.440,9,33,.273,16,23,.696,10,47,25,1,7,11,21
51,51,2022-01-30,@,ORL,L,108,110,39,81,.481,16,38,.421,14,18,.778,7,40,22,9,4,18,19,,43,84,.512,11,34,.324,13,16,.813,9,40,26,8,1,16,16
52,52,2022-02-02,,OKC,L,114,120,46,98,.469,14,43,.326,8,10,.800,13,39,28,12,8,13,21,,41,86,.477,17,37,.459,21,25,.840,14,50,25,6,8,18,16
53,53,2022-02-04,,PHI,W,107,98,39,85,.459,10,34,.294,19,23,.826,11,40,22,8,0,10,18,,36,70,.514,9,27,.333,17,23,.739,6,36,23,5,5,13,22
54,54,2022-02-06,,ATL,W,103,94,38,88,.432,16,36,.444,11,13,.846,12,48,25,8,5,14,25,,37,95,.389,5,25,.200,15,16,.938,15,50,21,7,4,12,18
55,55,2022-02-08,,DET,W,116,86,40,79,.506,18,36,.500,18,23,.783,6,47,24,10,5,13,18,,33,87,.379,5,30,.167,15,22,.682,13,45,20,5,2,15,24
