 
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
59,59,2023-02-24,@,GSW,L,101,116,107.3,123.3,94.1,.239,.380,.497,48.4,63.9,12.8,12.5,,.451,6.4,24.5,.196,,.641,17.3,81.6,.205
60,60,2023-02-26,@,POR,L,114,131,114.5,131.6,99.6,.250,.260,.514,56.5,53.3,7.0,5.3,,.485,10.5,36.7,.170,,.675,12.3,83.3,.351
61,61,2023-02-28,,DEN,L,112,133,112.2,133.2,99.9,.103,.320,.552,48.2,68.8,5.0,10.9,,.541,11.4,23.8,.072,,.663,10.0,73.2,.120
62,62,2023-03-01,,MEM,L,99,113,108.9,124.3,90.9,.278,.378,.490,52.7,47.2,4.4,11.9,,.461,10.6,32.1,.178,,.584,7.1,80.0,.193
63,63,2023-03-04,@,SAS,W,122,110,128.8,116.2,94.7,.253,.264,.631,51.7,53.1,9.5,10.2,,.609,12.6,32.6,.184,,.529,12.9,70.5,.221
64,64,2023-03-05,,SAS,W,142,110,139.4,108.0,101.9,.341,.282,.726,55.7,55.8,9.8,5.1,,.688,10.9,21.4,.294,,.522,12.8,74.5,.140
65,65,2023-03-07,,BRK,L,96,118,99.0,121.6,97.0,.289,.313,.513,57.1,38.9,6.2,2.4,,.476,16.9,32.6,.205,,.586,11.3,86.8,.284
66,66,2023-03-09,@,IND,L,125,134,112.9,121.1,100.2,.271,.159,.522,58.0,36.7,5.4,10.9,,.486,11.8,37.0,.196,,.570,9.1,82.6,.200
67,67,2023-03-11,,CHI,L,111,119,114.2,122.5,97.2,.200,.400,.600,42.9,68.3,10.3,5.6,,.576,14.7,16.2,.153,,.599,12.8,67.5,.186
68,68,2023-03-13,,BOS,W,111,109,117.7,115.6,94.3,.300,.389,.545,55.8,67.5,9.5,4.4,,.506,8.9,34.9,.222,,.517,11.9,76.7,.218
