,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,WAS,L,107,114,39,97,.402,15,42,.357,14,21,.667,12,42,21,7,5,15,20,,42,92,.457,11,31,.355,19,24,.792,14,53,21,5,10,16,19
2,2,2022-10-21,,SAS,L,134,137,51,104,.490,11,35,.314,21,22,.955,14,42,32,8,6,16,34,,44,81,.543,17,31,.548,32,44,.727,7,37,34,9,4,17,22
3,3,2022-10-22,,DET,W,124,115,45,103,.437,16,42,.381,18,24,.750,20,59,28,7,15,11,21,,37,95,.389,18,42,.429,23,30,.767,17,53,26,5,3,13,20
4,4,2022-10-24,@,PHI,L,106,120,38,90,.422,12,44,.273,18,23,.783,14,47,27,3,4,13,23,,38,80,.475,19,43,.442,25,28,.893,7,39,25,8,7,7,20
5,5,2022-10-26,@,CHI,L,109,124,37,86,.430,16,40,.400,19,24,.792,6,38,31,5,12,16,18,,43,87,.494,16,30,.533,22,24,.917,9,44,34,10,5,17,25
6,6,2022-10-28,@,WAS,W,127,117,41,81,.506,15,29,.517,30,33,.909,5,41,30,4,7,13,19,,41,86,.477,12,30,.400,23,28,.821,9,38,25,5,3,13,23
7,7,2022-10-29,@,BRK,W,125,116,40,94,.426,23,46,.500,22,26,.846,17,53,31,7,1,10,25,,41,82,.500,14,39,.359,20,26,.769,6,34,29,6,9,9,20
8,8,2022-10-31,@,BRK,L,109,116,41,87,.471,11,39,.282,16,23,.696,10,38,23,11,5,24,24,,43,80,.538,11,30,.367,19,20,.950,6,39,26,11,9,19,18
9,9,2022-11-04,,MIA,W,101,99,37,80,.463,12,39,.308,15,23,.652,5,42,28,7,5,19,19,,31,81,.383,11,39,.282,26,26,1.000,8,42,17,10,2,19,22
10,10,2022-11-07,,NOP,W,129,122,43,86,.500,22,48,.458,21,23,.913,10,45,33,6,8,17,19,,48,97,.495,14,34,.412,12,17,.706,13,43,32,7,4,10,20
11,11,2022-11-09,,DEN,L,119,122,45,96,.469,14,42,.333,15,19,.789,11,44,28,9,5,18,23,,43,88,.489,12,28,.429,24,26,.923,11,47,27,10,7,20,15
12,12,2022-11-12,,TOR,W,118,104,41,82,.500,19,43,.442,17,23,.739,11,51,33,4,6,21,23,,37,94,.394,7,35,.200,23,29,.793,16,43,14,12,8,12,18
13,13,2022-11-16,@,CHO,W,125,113,44,82,.537,11,28,.393,26,31,.839,7,34,27,11,9,12,18,,43,94,.457,12,33,.364,15,18,.833,14,44,29,8,4,17,23
14,14,2022-11-18,@,HOU,W,99,91,33,82,.402,12,41,.293,21,27,.778,12,45,25,8,10,15,26,,29,86,.337,6,28,.214,27,32,.844,14,49,15,8,4,17,24
15,15,2022-11-19,,ORL,W,114,113,41,90,.456,18,46,.391,14,19,.737,12,42,27,5,6,15,18,,39,91,.429,16,42,.381,19,26,.731,11,41,16,8,6,9,17
16,16,2022-11-21,,ORL,W,123,102,43,86,.500,13,46,.283,24,27,.889,12,48,32,9,5,21,23,,36,85,.424,11,35,.314,19,25,.760,12,38,20,10,2,17,25
17,17,2022-11-23,,MIN,L,101,115,37,96,.385,16,44,.364,11,16,.688,13,30,25,16,5,13,16,,47,77,.610,8,22,.364,13,17,.765,8,50,31,9,10,23,18
18,18,2022-11-25,,BRK,W,128,117,43,86,.500,12,34,.353,30,38,.789,5,41,28,13,4,9,11,,47,88,.534,15,41,.366,8,10,.800,5,38,27,2,8,18,28
19,19,2022-11-27,@,LAC,L,100,114,36,94,.383,9,42,.214,19,23,.826,9,39,23,14,4,11,28,,42,94,.447,6,32,.188,24,32,.750,18,62,33,7,4,18,18
20,20,2022-11-28,@,LAL,W,116,115,43,105,.410,17,49,.347,13,16,.813,12,49,29,6,10,9,24,,40,93,.430,11,31,.355,24,31,.774,18,57,23,3,7,14,16
21,21,2022-11-30,@,SAC,L,114,137,40,100,.400,12,37,.324,22,30,.733,12,47,28,8,5,15,21,,48,95,.505,16,43,.372,25,29,.862,11,58,28,8,5,18,25
