,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1,1,2021-10-19,,BRK,W,127,104,124.7,102.1,101.8,.171,.429,.562,55.1,52.1,7.9,17.3,,.538,5.8,25.0,.133,,.542,11.3,89.1,.155
2,2,2021-10-21,@,MIA,L,95,137,89.4,128.9,106.3,.345,.500,.491,39.6,59.4,5.6,0.0,,.452,13.4,9.6,.226,,.609,9.1,75.0,.208
3,3,2021-10-23,@,SAS,W,121,111,117.9,108.2,102.6,.265,.422,.653,53.7,47.7,5.8,8.3,,.620,17.7,20.0,.217,,.535,10.6,78.7,.051
4,4,2021-10-25,@,IND,W,119,109,116.3,106.5,102.3,.365,.376,.603,47.2,58.5,12.7,11.1,,.547,11.6,16.7,.306,,.522,16.3,74.5,.167
5,5,2021-10-27,,MIN,L,108,113,108.9,113.9,99.2,.221,.537,.518,46.7,56.4,10.1,6.5,,.484,7.1,25.0,.168,,.544,14.7,75.0,.154
6,6,2021-10-30,,SAS,L,93,102,89.3,97.9,104.2,.180,.438,.484,51.5,55.6,5.8,3.1,,.461,16.5,18.0,.124,,.447,7.9,84.3,.179
7,7,2021-10-31,,UTA,L,95,107,104.7,117.9,90.7,.063,.427,.482,50.0,41.0,7.7,7.9,,.469,8.4,26.0,.052,,.547,12.1,81.6,.333
8,8,2021-11-02,@,DET,W,117,89,117.5,89.4,99.6,.250,.440,.627,54.7,66.7,7.0,17.4,,.601,13.9,23.7,.190,,.366,11.6,75.4,.226
9,9,2021-11-05,,NYK,L,98,113,100.9,116.3,97.1,.256,.524,.537,38.5,57.6,5.1,8.9,,.500,14.1,15.2,.195,,.479,11.5,60.0,.219
10,10,2021-11-07,@,WAS,L,94,101,96.1,103.2,97.9,.191,.383,.461,53.8,45.9,14.3,5.6,,.447,10.5,29.6,.106,,.574,18.0,89.2,.099
11,11,2021-11-09,@,PHI,W,118,109,120.6,111.4,97.8,.221,.411,.566,53.1,47.7,5.1,10.0,,.542,7.1,26.7,.158,,.476,6.1,75.5,.107
12,12,2021-11-10,@,NYK,W,112,100,122.0,108.9,91.8,.100,.556,.596,56.8,72.5,4.4,8.7,,.589,13.0,29.5,.067,,.530,10.0,84.1,.145
13,13,2021-11-12,@,BOS,L,113,122,113.6,122.6,90.1,.112,.480,.549,42.4,52.3,7.0,5.5,,.531,9.7,24.5,.092,,.552,13.3,62.8,.167
14,14,2021-11-14,@,ATL,L,100,120,104.7,125.6,95.6,.190,.488,.549,37.0,63.2,8.4,4.8,,.536,10.8,10.0,.119,,.562,10.5,63.4,.113
15,15,2021-11-17,,LAL,W,109,102,107.2,100.3,101.7,.276,.425,.559,52.0,55.0,8.9,7.5,,.529,13.3,19.6,.195,,.479,11.4,79.6,.104
16,16,2021-11-19,,OKC,W,96,89,97.0,90.0,98.9,.313,.494,.508,50.0,67.7,9.1,11.6,,.446,11.3,12.5,.265,,.418,10.7,81.0,.143
17,17,2021-11-20,,ORL,W,117,108,113.9,105.1,102.7,.451,.488,.595,60.6,67.6,5.8,10.6,,.567,12.5,25.0,.293,,.495,8.8,89.1,.112
18,18,2021-11-22,,ORL,W,123,92,123.8,92.6,99.4,.255,.479,.588,53.9,63.6,10.1,13.5,,.564,10.3,28.9,.181,,.425,12.9,73.7,.140
19,19,2021-11-24,,DET,W,114,93,115.1,93.9,99.0,.195,.414,.603,56.0,54.8,5.1,12.0,,.569,13.7,22.2,.172,,.416,7.2,83.6,.147
20,20,2021-11-26,@,DEN,W,120,109,126.4,114.8,94.9,.274,.452,.733,58.7,52.2,3.2,15.6,,.740,18.8,18.5,.164,,.527,7.5,81.3,.130
21,21,2021-11-28,@,IND,W,118,100,120.2,101.9,98.1,.244,.389,.592,53.6,58.7,7.1,6.4,,.556,11.5,28.3,.200,,.478,11.6,76.5,.130
22,22,2021-12-01,,CHO,W,127,125,118.6,116.7,107.1,.277,.383,.602,55.6,63.0,9.3,2.8,,.564,11.0,21.4,.223,,.615,14.3,92.3,.207
23,23,2021-12-02,@,TOR,L,93,97,104.6,109.0,89.0,.294,.365,.484,50.0,50.0,4.5,8.3,,.441,11.9,33.3,.212,,.500,12.1,67.4,.102
24,24,2021-12-04,,MIA,W,124,102,127.2,104.6,97.5,.204,.510,.581,59.4,72.7,3.1,14.6,,.541,11.6,38.8,.184,,.506,12.9,80.9,.202
25,25,2021-12-06,,CLE,W,112,104,111.5,103.6,100.4,.279,.372,.580,57.6,52.5,7.0,11.4,,.541,14.2,20.0,.221,,.472,8.3,86.5,.211
26,26,2021-12-08,@,MIA,L,104,113,106.3,115.5,97.9,.318,.459,.537,49.4,50.0,11.2,13.3,,.494,15.7,25.0,.235,,.662,19.6,82.9,.143
27,27,2021-12-10,@,HOU,W,123,114,124.8,115.7,98.5,.386,.470,.633,54.5,45.2,11.2,18.6,,.596,13.4,31.7,.289,,.579,14.1,74.5,.124
28,28,2021-12-12,@,NYK,W,112,97,118.5,102.6,94.5,.193,.466,.587,55.4,64.3,11.6,3.0,,.557,13.6,29.3,.159,,.530,15.4,81.0,.122
29,29,2021-12-13,@,BOS,L,103,117,108.4,123.2,95.0,.167,.400,.533,52.9,55.0,8.4,7.7,,.506,11.9,25.0,.133,,.616,10.7,82.9,.128
