,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
1,1,2022-10-19,,DAL,W,107,105,40,85,.471,8,22,.364,19,22,.864,8,40,25,4,5,12,29,,35,75,.467,14,35,.400,21,34,.618,5,40,17,6,4,12,22
2,2,2022-10-21,@,POR,L,111,113,43,94,.457,10,27,.370,15,21,.714,9,41,31,14,1,16,29,,36,82,.439,10,29,.345,31,36,.861,13,48,14,8,5,18,19
3,3,2022-10-23,@,LAC,W,112,95,43,93,.462,15,42,.357,11,12,.917,13,49,29,5,3,12,18,,36,82,.439,9,32,.281,14,20,.700,9,43,16,10,0,14,18
4,4,2022-10-25,,GSW,W,134,105,47,92,.511,12,29,.414,28,34,.824,14,48,31,8,4,13,19,,41,91,.451,10,35,.286,13,17,.765,10,40,28,7,7,13,28
5,5,2022-10-28,,NOP,W,124,111,48,92,.522,10,33,.303,18,20,.900,14,47,33,7,7,12,18,,38,86,.442,15,37,.405,20,22,.909,9,33,25,10,1,13,21
6,6,2022-10-30,,HOU,W,124,109,45,84,.536,12,40,.300,22,30,.733,10,36,29,9,8,11,22,,38,87,.437,11,34,.324,22,26,.846,17,49,18,7,1,15,25
7,7,2022-11-01,,MIN,W,116,107,41,89,.461,17,43,.395,17,22,.773,7,34,31,9,8,9,20,,37,87,.425,13,34,.382,20,24,.833,10,42,24,5,4,16,24
8,8,2022-11-04,,POR,L,106,108,36,83,.434,14,34,.412,20,21,.952,13,39,26,8,4,17,22,,43,85,.506,10,23,.435,12,15,.800,11,42,30,6,3,17,24
9,9,2022-11-05,,POR,W,102,82,35,82,.427,11,30,.367,21,28,.750,11,44,22,7,14,14,22,,30,79,.380,7,15,.467,15,24,.625,8,40,22,5,7,17,26
10,10,2022-11-07,@,PHI,L,88,100,32,73,.438,6,19,.316,18,22,.818,6,37,19,8,5,13,24,,31,80,.388,12,32,.375,26,31,.839,15,48,22,5,6,15,17
11,11,2022-11-09,@,MIN,W,129,117,47,97,.485,16,35,.457,19,20,.950,10,36,31,10,3,11,21,,41,78,.526,9,27,.333,26,32,.813,8,38,26,4,6,19,22
12,12,2022-11-11,@,ORL,L,97,114,38,95,.400,13,42,.310,8,9,.889,11,38,22,7,4,11,14,,43,82,.524,15,33,.455,13,15,.867,9,50,23,2,4,13,11
13,13,2022-11-14,@,MIA,L,112,113,48,99,.485,14,36,.389,2,4,.500,20,45,22,9,4,11,22,,38,83,.458,15,33,.455,22,25,.880,17,42,23,6,4,14,10
14,14,2022-11-16,,GSW,W,130,119,44,86,.512,21,40,.525,21,25,.840,8,47,33,5,8,15,22,,42,92,.457,18,42,.429,17,17,1.000,6,40,30,5,3,17,23
15,15,2022-11-18,@,UTA,L,133,134,49,94,.521,9,30,.300,26,28,.929,12,42,29,7,6,14,25,,51,91,.560,16,31,.516,16,24,.667,11,36,32,6,3,16,28
